1.9633,0.0305,-0.0524,0.0105,0.1201,-0.0261
-0.0618,2.0473,0.0339,0.0287,-0.0439,0.0323
0.0421,-0.0828,2.105,0.0461,-0.0136,0.0359
0.0256,0.0287,0.0473,1.7963,0.0384,-0.0486
0.0084,0.0241,-0.081,0.0501,2.0041,0.0006
-0.0681,0.0074,0.0498,0.031,-0.0543,1.81
