Time,Channel A
(ms),(V)

-500.00743546,4.27732200
-499.99743546,4.30494100
-499.98743546,4.30860300
-499.97743546,4.28754500
-499.96743546,4.30860300
-499.95743546,4.28754500
-499.94743546,4.33332300
-499.93743546,4.29914200
-499.92743546,4.28830800
-499.91743546,4.29548000
-499.90743546,4.29990500
-499.89743546,4.30066800
-499.88743546,4.28464600
-499.87743546,4.28540900
-499.86743546,4.28312000
-499.85743546,4.30204200
-499.84743546,4.28968200
-499.83743546,4.30204200
-499.82743546,4.29410700
-499.81743546,4.27076000
-499.80743546,4.28312000
-499.79743546,4.28601900
-499.78743546,4.29624300
-499.77743546,4.27671100
-499.76743546,4.30494100
-499.75743546,4.27228600
-499.74743546,4.26282500
-499.73743546,4.29990500
-499.72743546,4.30356700
-499.71743546,4.29410700
-499.70743546,4.28388300
-499.69743546,4.29410700
-499.68743546,4.26786100
-499.67743546,4.28388300
-499.66743546,4.31516500
-499.65743546,4.37910100
-499.64743546,4.28968200
-499.63743546,4.29410700
-499.62743546,4.29258100
-499.61743547,4.28968200
-499.60743547,4.28388300
-499.59743547,4.28022100
-499.58743547,4.26648800
-499.57743547,4.28540900
-499.56743547,4.28830800
-499.55743547,4.28754500
-499.54743547,4.28312000
-499.53743547,4.29258100
-499.52743547,4.27304900
-499.51743547,4.29700600
-499.50743547,4.30570400
-499.49743547,4.27961100
-499.48743547,4.30066800
-499.47743547,4.28754500
-499.46743547,4.30494100
-499.45743547,4.29700600
-499.44743547,4.28174700
-499.43743547,4.31302800
-499.42743547,4.29548000
-499.41743547,4.30860300
-499.40743547,4.30723000
-499.39743547,4.29044500
-499.38743547,4.27594900
-499.37743547,4.28968200
-499.36743547,4.27594900
-499.35743547,4.28174700
-499.34743547,4.27808500
-499.33743547,4.28312000
-499.32743547,4.29334400
-499.31743547,4.33118700
-499.30743547,4.30417800
-499.29743547,4.27884800
-499.28743547,4.27671100
-499.27743547,4.29914200
-499.26743547,4.28464600
-499.25743547,4.28464600
-499.24743547,4.30417800
-499.23743547,4.29197100
-499.22743548,4.27518600
-499.21743548,4.28968200
-499.20743548,4.29837900
-499.19743548,4.29044500
-499.18743548,4.28388300
-499.17743548,4.28678200
-499.16743548,4.28968200
-499.15743548,4.29700600
-499.14743548,4.29120800
-499.13743548,4.26786100
-499.12743548,4.30066800
-499.11743548,4.27518600
-499.10743548,4.29776900
-499.09743548,4.28251000
-499.08743548,4.30204200
-499.07743548,4.29487000
-499.06743548,4.27518600
-499.05743548,4.28968200
-499.04743548,4.30784000
-499.03743548,4.27884800
-499.02743548,4.27518600
-499.01743548,4.27732200
-499.00743548,4.29624300
-498.99743548,4.29700600
-498.98743548,4.27518600
-498.97743548,4.29548000
-498.96743548,4.29624300
-498.95743548,4.30066800
-498.94743548,4.28312000
-498.93743548,4.30936600
-498.92743548,4.31653800
-498.91743548,4.29334400
-498.90743548,4.30066800
-498.89743548,4.29548000
-498.88743548,4.29120800
-498.87743548,4.29258100
-498.86743548,4.29197100
-498.85743548,4.29548000
-498.84743548,4.30280400
-498.83743548,4.28601900
