Time,Channel A
(ms),(V)

-500.00559498,4.28830800
-499.99559498,4.29197100
-499.98559498,4.28830800
-499.97559498,4.28022100
-499.96559498,4.28830800
-499.95559498,4.29044500
-499.94559498,4.28464600
-499.93559498,4.29044500
-499.92559498,4.29334400
-499.91559498,4.29624300
-499.90559498,4.27671100
-499.89559498,4.29120800
-499.88559498,4.30784000
-499.87559498,4.28830800
-499.86559498,4.30066800
-499.85559498,4.28022100
-499.84559498,4.29837900
-499.83559498,4.28830800
-499.82559498,4.29990500
-499.81559498,4.30723000
-499.80559498,4.28678200
-499.79559498,4.30784000
-499.78559498,4.25046500
-499.77559498,4.28830800
-499.76559498,4.29700600
-499.75559498,4.28754500
-499.74559498,4.31592800
-499.73559498,4.29487000
-499.72559498,4.30127900
-499.71559498,4.28968200
-499.70559498,4.30570400
-499.69559498,4.28678200
-499.68559498,4.29548000
-499.67559498,4.28312000
-499.66559498,4.29624300
-499.65559498,4.29700600
-499.64559498,4.29700600
-499.63559499,4.28891800
-499.62559499,4.27808500
-499.61559499,4.29487000
-499.60559499,4.29914200
-499.59559499,4.29624300
-499.58559499,4.30646700
-499.57559499,4.27808500
-499.56559499,4.28098400
-499.55559499,4.29548000
-499.54559499,4.31730100
-499.53559499,4.28830800
-499.52559499,4.26938700
-499.51559499,4.27518600
-499.50559499,4.29120800
-499.49559499,4.25840000
-499.48559499,4.29548000
-499.47559499,4.30204200
-499.46559499,4.27732200
-499.45559499,4.28678200
-499.44559499,4.31516500
-499.43559499,4.31150200
-499.42559499,4.30127900
-499.41559499,4.28388300
-499.40559499,4.28312000
-499.39559499,4.30204200
-499.38559499,4.29197100
-499.37559499,4.31516500
-499.36559499,4.30417800
-499.35559499,4.28312000
-499.34559499,4.28464600
-499.33559499,4.28540900
-499.32559499,4.30280400
-499.31559499,4.29487000
-499.30559499,4.28312000
-499.29559499,4.29120800
-499.28559499,4.29197100
-499.27559499,4.28601900
-499.26559499,4.27732200
-499.25559499,4.29487000
-499.24559499,4.29776900
-499.23559500,4.27671100
-499.22559500,4.29990500
-499.21559500,4.28968200
-499.20559500,4.29914200
-499.19559500,4.30066800
-499.18559500,4.29990500
-499.17559500,4.28312000
-499.16559500,4.31074000
-499.15559500,4.30784000
-499.14559500,4.29258100
-499.13559500,4.28601900
-499.12559500,4.28312000
-499.11559500,4.28601900
-499.10559500,4.30570400
-499.09559500,4.30280400
-499.08559500,4.28891800
-499.07559500,4.29044500
-499.06559500,4.28388300
-499.05559500,4.30066800
-499.04559500,4.29990500
-499.03559500,4.29044500
-499.02559500,4.29258100
-499.01559500,4.32172600
-499.00559500,4.30066800
-498.99559500,4.28251000
-498.98559500,4.30723000
-498.97559500,4.29120800
-498.96559500,4.29044500
-498.95559500,4.29410700
-498.94559500,4.31012900
-498.93559500,4.28891800
-498.92559500,4.28891800
-498.91559500,4.27304900
-498.90559500,4.29837900
-498.89559500,4.28022100
-498.88559500,4.30280400
-498.87559500,4.29120800
-498.86559500,4.36674100
-498.85559500,4.31653800
-498.84559500,4.29990500
-498.83559501,4.28968200
