Time,Channel A
(ms),(V)

-500.00876358,4.27015000
-499.99876358,4.29548000
-499.98876358,4.31653800
-499.97876358,4.29624300
-499.96876358,4.28464600
-499.95876358,4.30066800
-499.94876358,4.29914200
-499.93876358,4.28754500
-499.92876358,4.28022100
-499.91876358,4.29410700
-499.90876358,4.29334400
-499.89876358,4.30066800
-499.88876358,4.29914200
-499.87876358,4.26435100
-499.86876358,4.31012900
-499.85876358,4.29334400
-499.84876358,4.30356700
-499.83876358,4.27366000
-499.82876358,4.27594900
-499.81876359,4.30204200
-499.80876359,4.28388300
-499.79876359,4.28312000
-499.78876359,4.29334400
-499.77876359,4.29624300
-499.76876359,4.28968200
-499.75876359,4.28251000
-499.74876359,4.27304900
-499.73876359,4.31440200
-499.72876359,4.29700600
-499.71876359,4.29624300
-499.70876359,4.28678200
-499.69876359,4.28754500
-499.68876359,4.27671100
-499.67876359,4.30127900
-499.66876359,4.28678200
-499.65876359,4.30066800
-499.64876359,4.30723000
-499.63876359,4.28678200
-499.62876359,4.26862400
-499.61876359,4.30356700
-499.60876359,4.29700600
-499.59876359,4.28830800
-499.58876359,4.28830800
-499.57876359,4.29837900
-499.56876359,4.30494100
-499.55876359,4.27366000
-499.54876359,4.30356700
-499.53876359,4.33484900
-499.52876359,4.30570400
-499.51876359,4.26145200
-499.50876359,4.30356700
-499.49876359,4.28098400
-499.48876359,4.27671100
-499.47876359,4.27152300
-499.46876359,4.28968200
-499.45876359,4.30936600
-499.44876359,4.28312000
-499.43876359,4.30570400
-499.42876359,4.30127900
-499.41876360,4.29487000
-499.40876360,4.31074000
-499.39876360,4.31302800
-499.38876360,4.27594900
-499.37876360,4.28968200
-499.36876360,4.29624300
-499.35876360,4.28098400
-499.34876360,4.29914200
-499.33876360,4.28098400
-499.32876360,4.29487000
-499.31876360,4.28022100
-499.30876360,4.23734200
-499.29876360,4.29258100
-499.28876360,4.28540900
-499.27876360,4.29700600
-499.26876360,4.28098400
-499.25876360,4.29197100
-499.24876360,4.30570400
-499.23876360,4.29197100
-499.22876360,4.28464600
-499.21876360,4.31074000
-499.20876360,4.29197100
-499.19876360,4.27518600
-499.18876360,4.29044500
-499.17876360,4.28540900
-499.16876360,4.31806400
-499.15876360,4.27442300
-499.14876360,4.27304900
-499.13876360,4.28968200
-499.12876360,4.29197100
-499.11876360,4.29837900
-499.10876360,4.29044500
-499.09876360,4.30204200
-499.08876360,4.27518600
-499.07876360,4.29258100
-499.06876360,4.29487000
-499.05876360,4.28464600
-499.04876360,4.29410700
-499.03876360,4.28388300
-499.02876361,4.31226500
-499.01876361,4.27228600
-499.00876361,4.26786100
-498.99876361,4.30066800
-498.98876361,4.28540900
-498.97876361,4.29258100
-498.96876361,4.29624300
-498.95876361,4.30570400
-498.94876361,4.26648800
-498.93876361,4.28754500
-498.92876361,4.26648800
-498.91876361,4.29334400
-498.90876361,4.27884800
-498.89876361,4.26206300
-498.88876361,4.28678200
-498.87876361,4.25992600
-498.86876361,4.27442300
-498.85876361,4.29044500
-498.84876361,4.28540900
-498.83876361,4.26725100
