Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),0.x (),0.y (),0.z (),1.x (),1.y (),1.z (),2.x (),2.y (),2.z (),3.x (),3.y (),3.z ()
3770,1711653690617,-147429.0,-162742.0,-139407.0,71069.0,-324242.0,84150.0,6520181.0,168744.0,-38334.0,-24787.0,2883.0,2545.0
3771,1711653690638,-165926.0,-169799.0,-135478.0,72115.0,-336026.0,78064.0,6692950.0,160306.0,-43250.0,-27916.0,1229.0,1530.0
3772,1711653690657,-164436.0,-114545.0,-136834.0,67801.0,-304855.0,85506.0,6692369.0,165296.0,-36223.0,-23816.0,2169.0,794.0
3773,1711653690678,-158090.0,-125249.0,-142355.0,81081.0,-315198.0,80513.0,6708389.0,157370.0,-38750.0,-26870.0,723.0,1552.0
3774,1711653690697,-143460.0,-116833.0,-143833.0,83005.0,-312634.0,85671.0,6766416.0,167248.0,-41220.0,-24439.0,1314.0,2147.0
3775,1711653690717,-154685.0,-92712.0,-150700.0,76795.0,-326802.0,81621.0,6705460.0,163722.0,-39805.0,-24334.0,233.0,2027.0
3776,1711653690737,-147656.0,-160451.0,-127158.0,78821.0,-315552.0,88864.0,6688050.0,167326.0,-36419.0,-25777.0,1471.0,1285.0
3777,1711653690757,-172033.0,-163027.0,-113471.0,67205.0,-301671.0,87942.0,6762823.0,167223.0,-39907.0,-23760.0,990.0,1598.0
3778,1711653690777,-162978.0,-109589.0,-149431.0,67916.0,-327811.0,82533.0,6743607.0,166379.0,-40907.0,-25240.0,2241.0,2601.0
3779,1711653690796,-177657.0,-143460.0,-149322.0,67121.0,-293977.0,82580.0,6676480.0,163843.0,-40062.0,-25070.0,1505.0,2144.0
3780,1711653690818,-167397.0,-87777.0,-132647.0,72291.0,-329725.0,87748.0,6819241.0,160487.0,-40528.0,-24932.0,1563.0,872.0
3781,1711653690837,-159753.0,-128657.0,-128647.0,77859.0,-324084.0,81658.0,6451604.0,164191.0,-38747.0,-22270.0,2008.0,2712.0
3782,1711653690857,-171950.0,-65896.0,-128371.0,80128.0,-305832.0,74489.0,6825578.0,166674.0,-38446.0,-22944.0,1254.0,1266.0
3783,1711653690878,-179901.0,-25737.0,-133936.0,87592.0,-316837.0,79175.0,6751913.0,169600.0,-39985.0,-26656.0,1716.0,2719.0
3784,1711653690897,-169846.0,-64912.0,-145837.0,89848.0,-300920.0,85913.0,6701462.0,166984.0,-38958.0,-25634.0,1102.0,2324.0
3785,1711653690917,-180912.0,-48823.0,-139776.0,78198.0,-306742.0,79110.0,6751254.0,165293.0,-38818.0,-26289.0,2266.0,1381.0
3786,1711653690937,-170804.0,-59087.0,-146391.0,77277.0,-319531.0,87982.0,6853445.0,167413.0,-38842.0,-27834.0,1516.0,1146.0
3787,1711653690957,-169585.0,-111451.0,-138097.0,66960.0,-319379.0,87604.0,6736915.0,164542.0,-38067.0,-25032.0,2138.0,2771.0
3788,1711653690978,-163763.0,-122744.0,-138693.0,63850.0,-324602.0,80854.0,6466102.0,167155.0,-37322.0,-23468.0,2629.0,1989.0
3789,1711653690997,-166956.0,-71320.0,-126847.0,70572.0,-323624.0,71879.0,6709095.0,164387.0,-42390.0,-25963.0,1266.0,1660.0
3790,1711653691017,-157745.0,-99130.0,-125659.0,66076.0,-290511.0,82629.0,6762730.0,167192.0,-39870.0,-26879.0,2058.0,1766.0
3791,1711653691037,-160957.0,-80739.0,-122844.0,64865.0,-330821.0,81239.0,6796418.0,161367.0,-39243.0,-26885.0,2144.0,2020.0
3792,1711653691057,-162540.0,-78177.0,-130172.0,83091.0,-317166.0,89738.0,6739433.0,167381.0,-37412.0,-27941.0,199.0,2397.0
3793,1711653691077,-168859.0,-169827.0,-124656.0,83421.0,-305336.0,88234.0,6720725.0,162636.0,-37952.0,-23366.0,220.0,2352.0
3794,1711653691097,-174761.0,-78666.0,-121863.0,80553.0,-306745.0,78921.0,6752275.0,162407.0,-34979.0,-26243.0,-1552.0,1707.0
3795,1711653691118,-169842.0,-43166.0,-127037.0,92545.0,-300411.0,81531.0,6696391.0,161665.0,-35249.0,-26761.0,1726.0,2638.0
3796,1711653691138,-169898.0,-107860.0,-128436.0,80531.0,-336848.0,75541.0,6792574.0,163850.0,-36593.0,-26218.0,1819.0,2588.0
3797,1711653691157,-168772.0,-53305.0,-131661.0,78030.0,-310956.0,84706.0,6756411.0,165392.0,-38861.0,-24955.0,2144.0,608.0
3798,1711653691176,-177231.0,-76011.0,-124307.0,69808.0,-315994.0,82528.0,6876862.0,160225.0,-40544.0,-26435.0,827.0,2444.0
3799,1711653691197,-165929.0,-125119.0,-143991.0,66401.0,-318212.0,78856.0,6509223.0,168918.0,-40131.0,-25777.0,2092.0,2846.0
3800,1711653691217,-171000.0,-75141.0,-135999.0,83095.0,-324400.0,77934.0,6748778.0,164877.0,-35423.0,-27065.0,1294.0,1201.0
3801,1711653691236,-169126.0,-83082.0,-137743.0,75951.0,-314742.0,78250.0,6654655.0,165603.0,-31612.0,-25237.0,810.0,1362.0
3802,1711653691257,-177356.0,-60288.0,-140853.0,80246.0,-311629.0,81838.0,6663302.0,164598.0,-37446.0,-26978.0,2098.0,2501.0
3803,1711653691276,-169631.0,-99906.0,-143851.0,88482.0,-327057.0,78613.0,6684519.0,163676.0,-41807.0,-23841.0,1850.0,1279.0
3804,1711653691297,-161943.0,-82352.0,-144486.0,74782.0,-328856.0,84114.0,6797729.0,166759.0,-40232.0,-25345.0,1699.0,2207.0
3805,1711653691316,-164231.0,-70473.0,-146390.0,69958.0,-309209.0,83054.0,6744753.0,156265.0,-35773.0,-24294.0,819.0,990.0
3806,1711653691338,-158263.0,-90996.0,-134221.0,73319.0,-299455.0,81354.0,6447718.0,162763.0,-41068.0,-26032.0,317.0,2207.0
3807,1711653691357,-164067.0,-131530.0,-139888.0,83722.0,-292047.0,72962.0,6701940.0,166553.0,-39938.0,-23866.0,1906.0,1598.0
3808,1711653691376,-170494.0,-23059.0,-137256.0,85888.0,-282234.0,79982.0,6702400.0,166565.0,-41251.0,-25318.0,826.0,2418.0
3809,1711653691398,-173939.0,-133060.0,-139990.0,83293.0,-290374.0,83954.0,6820722.0,164619.0,-43728.0,-24849.0,1915.0,732.0
3810,1711653691416,-109860.0,-70067.0,-156464.0,78499.0,-325345.0,88629.0,6862949.0,165306.0,-39767.0,-27679.0,928.0,1165.0
3811,1711653691436,-170966.0,-160830.0,-152662.0,79619.0,-307548.0,84476.0,6747544.0,162118.0,-35178.0,-24769.0,667.0,1282.0
3812,1711653691456,-163949.0,-82626.0,-145561.0,82173.0,-331417.0,87139.0,6676375.0,161656.0,-40019.0,-22584.0,1344.0,-102.0
3813,1711653691478,-165076.0,-100254.0,-119005.0,72711.0,-326988.0,84926.0,6433161.0,167803.0,-45028.0,-26137.0,1111.0,3494.0
3814,1711653691498,-162580.0,-144754.0,-118772.0,70529.0,-314693.0,77862.0,6714422.0,168911.0,-37648.0,-24502.0,1415.0,2414.0
3815,1711653691517,-172105.0,-85804.0,-131102.0,86791.0,-290663.0,86785.0,6837316.0,165342.0,-37977.0,-23862.0,767.0,2048.0
3816,1711653691537,-173743.0,-74889.0,-137536.0,82763.0,-322138.0,85633.0,6724131.0,160076.0,-36124.0,-25889.0,1108.0,1878.0
3817,1711653691558,-96723.0,-112838.0,-135553.0,76642.0,-317841.0,86631.0,6765802.0,168505.0,-39145.0,-28503.0,88.0,1702.0
3818,1711653691577,-185521.0,-67540.0,-128269.0,74138.0,-311881.0,75103.0,6730628.0,166292.0,-35652.0,-26777.0,2272.0,2806.0
3819,1711653691597,-175332.0,-112993.0,-134091.0,68987.0,-307933.0,81326.0,6746053.0,166121.0,-38188.0,-22106.0,1319.0,1564.0
3820,1711653691616,-166810.0,-155719.0,-127952.0,79070.0,-324174.0,83672.0,6688538.0,164349.0,-40010.0,-25610.0,1064.0,199.0
3821,1711653691636,-160858.0,-71479.0,-121872.0,94978.0,-319130.0,83002.0,6789850.0,158788.0,-43932.0,-21283.0,1685.0,2054.0
3822,1711653691657,-162965.0,-116541.0,-126698.0,91176.0,-304225.0,85745.0,6741504.0,162130.0,-44060.0,-24201.0,596.0,2473.0
3823,1711653691678,-143179.0,-89416.0,-126486.0,86659.0,-308128.0,89005.0,6848701.0,161321.0,-39897.0,-26918.0,2043.0,1633.0
3824,1711653691697,-159641.0,-126053.0,-133306.0,87297.0,-309082.0,82716.0,6364050.0,160377.0,-39966.0,-25904.0,1949.0,1719.0
3825,1711653691718,-154381.0,-130193.0,-145021.0,77828.0,-303682.0,79259.0,6771644.0,164629.0,-39631.0,-25380.0,-121.0,1220.0
3826,1711653691737,-166416.0,-89007.0,-152296.0,76230.0,-299548.0,79458.0,6856105.0,162649.0,-38148.0,-24067.0,1310.0,1136.0
3827,1711653691757,-169020.0,-52610.0,-142489.0,70932.0,-313653.0,86335.0,6729276.0,154527.0,-40320.0,-26212.0,1670.0,2716.0
3828,1711653691777,-107190.0,-119160.0,-132331.0,64446.0,-311561.0,83228.0,6764331.0,160020.0,-35873.0,-24263.0,1207.0,1834.0
3829,1711653691797,-176874.0,-138887.0,-131867.0,75243.0,-308781.0,78849.0,6865110.0,164198.0,-37487.0,-26277.0,1986.0,575.0
3830,1711653691817,-175776.0,-66259.0,-138221.0,68425.0,-304516.0,82142.0,6803220.0,160594.0,-34337.0,-25743.0,1381.0,1654.0
3831,1711653691838,-165901.0,-137622.0,-136667.0,74231.0,-316787.0,85277.0,6407389.0,164427.0,-38675.0,-27466.0,559.0,1853.0
3832,1711653691857,-170314.0,-133523.0,-132908.0,89193.0,-320217.0,80178.0,6814763.0,170494.0,-35773.0,-24914.0,2067.0,1325.0
3833,1711653691878,-170243.0,-128418.0,-141793.0,98885.0,-289235.0,87176.0,6802112.0,162090.0,-38132.0,-24707.0,-344.0,1834.0
3834,1711653691897,-167673.0,-143218.0,-137017.0,77645.0,-308926.0,83383.0,6669650.0,153546.0,-34110.0,-23872.0,962.0,2089.0
3835,1711653691917,-169345.0,-158157.0,-137204.0,76737.0,-333113.0,86687.0,6836858.0,163478.0,-39404.0,-26419.0,1232.0,2889.0
3836,1711653691937,-175202.0,-171829.0,-130019.0,84193.0,-314997.0,86152.0,6762689.0,164346.0,-37766.0,-23859.0,742.0,124.0
3837,1711653691958,-181266.0,-129901.0,-136729.0,80683.0,-312346.0,82884.0,6724577.0,167509.0,-36394.0,-24272.0,878.0,943.0
3838,1711653691978,-170308.0,-106036.0,-128824.0,88892.0,-324251.0,85568.0,6738974.0,166593.0,-39668.0,-25641.0,996.0,642.0
3839,1711653691997,-174417.0,-149533.0,-139115.0,73614.0,-302496.0,78815.0,6857007.0,166478.0,-37996.0,-23530.0,1123.0,521.0
3840,1711653692017,-164768.0,-52259.0,-141840.0,79122.0,-279599.0,86592.0,6775030.0,167639.0,-42319.0,-26168.0,1170.0,1344.0
3841,1711653692038,-173239.0,-126291.0,-140871.0,78799.0,-324419.0,82876.0,6846780.0,164814.0,-33761.0,-24493.0,1532.0,2027.0
3842,1711653692057,-177899.0,-135348.0,-127372.0,72903.0,-321384.0,80714.0,6475628.0,164514.0,-34364.0,-26975.0,2303.0,2213.0
3843,1711653692077,-166348.0,-181949.0,-137750.0,79454.0,-305975.0,78396.0,6765190.0,165799.0,-39280.0,-24958.0,1794.0,2408.0
3844,1711653692097,-167676.0,-156572.0,-146455.0,79712.0,-305593.0,79299.0,6814751.0,164905.0,-41338.0,-27515.0,670.0,2039.0
3845,1711653692117,-160743.0,-106858.0,-130633.0,88895.0,-298089.0,76391.0,6742917.0,166003.0,-36974.0,-24949.0,531.0,2359.0
3846,1711653692138,-157522.0,-96378.0,-131242.0,77831.0,-310134.0,79920.0,6676356.0,162987.0,-38172.0,-24657.0,1334.0,2377.0
3847,1711653692157,-160321.0,-115498.0,-125764.0,89091.0,-295116.0,84460.0,6718026.0,162922.0,-40578.0,-23822.0,2545.0,1632.0
3848,1711653692177,-157718.0,-88958.0,-143378.0,88971.0,-304923.0,87316.0,6932577.0,165199.0,-43431.0,-24398.0,2476.0,1626.0
3849,1711653692198,-159694.0,-146613.0,-144043.0,74604.0,-304433.0,78241.0,6591446.0,169392.0,-41983.0,-23136.0,1853.0,776.0
3850,1711653692217,-161851.0,-86186.0,-142290.0,74653.0,-309618.0,69278.0,6792502.0,165771.0,-36379.0,-22261.0,1269.0,2548.0
3851,1711653692237,-161963.0,-88333.0,-145269.0,78300.0,-301425.0,77903.0,6851574.0,161851.0,-35044.0,-23713.0,1142.0,2210.0
3852,1711653692258,-166627.0,-104555.0,-143224.0,76702.0,-308113.0,83967.0,6795906.0,159219.0,-40047.0,-24837.0,866.0,-12.0
3853,1711653692278,-169278.0,-91710.0,-135484.0,77580.0,-303263.0,86797.0,6698596.0,164185.0,-39302.0,-28362.0,1713.0,2629.0
3854,1711653692297,-174556.0,-165767.0,-128940.0,95198.0,-308469.0,84692.0,6848397.0,167151.0,-43374.0,-26059.0,2703.0,1500.0
3855,1711653692317,-173958.0,-132834.0,-130059.0,89860.0,-301866.0,80714.0,6742571.0,163660.0,-39035.0,-22214.0,146.0,2293.0
3856,1711653692338,-176611.0,-46015.0,-129879.0,76183.0,-297593.0,84082.0,6769527.0,162680.0,-35150.0,-28784.0,1722.0,869.0
3857,1711653692357,-171894.0,-89553.0,-135928.0,71597.0,-315347.0,79352.0,6775889.0,160731.0,-41195.0,-24561.0,279.0,1251.0
3858,1711653692378,-180239.0,-116094.0,-140928.0,71746.0,-300950.0,78443.0,6742247.0,161327.0,-39001.0,-25436.0,760.0,1490.0
3859,1711653692397,-169752.0,-104596.0,-145279.0,63217.0,-311934.0,86378.0,6757117.0,157246.0,-42824.0,-26538.0,1387.0,3144.0
3860,1711653692417,-170536.0,-151206.0,-137571.0,73933.0,-301070.0,86792.0,6581030.0,169743.0,-44492.0,-25254.0,1708.0,2289.0
3861,1711653692437,-147550.0,-75079.0,-129823.0,73617.0,-298700.0,72829.0,6671476.0,163673.0,-29951.0,-23310.0,2104.0,2939.0
