Time,Channel A
(ms),(V)

-500.00997541,3.28211300
-499.99997541,3.29218400
-499.98997541,3.29081100
-499.97997541,3.27921400
-499.96997541,3.30027200
-499.95997541,3.27478900
-499.94997541,3.27707700
-499.93997541,3.30164500
-499.92997541,3.27997700
-499.91997541,3.31324200
-499.90997541,3.26105500
-499.89997542,3.27997700
-499.88997542,3.29660900
-499.87997542,3.27478900
-499.86997542,3.28424900
-499.85997542,3.27341500
-499.84997542,3.29584600
-499.83997542,3.28928500
-499.82997542,3.27478900
-499.81997542,3.28638600
-499.80997542,3.29584600
-499.79997542,3.28714900
-499.78997542,3.29508400
-499.77997542,3.30530700
-499.76997542,3.29950900
-499.75997542,3.25525700
-499.74997542,3.28928500
-499.73997542,3.29218400
-499.72997542,3.29371000
-499.71997542,3.30317100
-499.70997542,3.27845100
-499.69997542,3.26899000
-499.68997542,3.27051600
-499.67997542,3.29157400
-499.66997542,3.26975300
-499.65997542,3.27631400
-499.64997542,3.29294700
-499.63997542,3.28348600
-499.62997542,3.27051600
-499.61997542,3.28577500
-499.60997542,3.29660900
-499.59997542,3.28287600
-499.58997542,3.29660900
-499.57997542,3.29371000
-499.56997542,3.29950900
-499.55997542,3.28287600
-499.54997542,3.33719900
-499.53997542,3.27555200
-499.52997542,3.25815600
-499.51997542,3.28211300
-499.50997543,3.28714900
-499.49997543,3.27707700
-499.48997543,3.28867500
-499.47997543,3.27555200
-499.46997543,3.29004800
-499.45997543,3.28928500
-499.44997543,3.28058700
-499.43997543,3.28287600
-499.42997543,3.29584600
-499.41997543,3.27555200
-499.40997543,3.29798300
-499.39997543,3.28714900
-499.38997543,3.27341500
-499.37997543,3.28501200
-499.36997543,3.28577500
-499.35997543,3.29737200
-499.34997543,3.29447300
-499.33997543,3.26395500
-499.32997543,3.26822700
-499.31997543,3.28714900
-499.30997543,3.29584600
-499.29997543,3.27997700
-499.28997543,3.29737200
-499.27997543,3.27341500
-499.26997543,3.28638600
-499.25997543,3.28135000
-499.24997543,3.29737200
-499.23997543,3.27112700
-499.22997543,3.29447300
-499.21997543,3.27631400
-499.20997543,3.33063700
-499.19997543,3.26532800
-499.18997543,3.28577500
-499.17997543,3.28714900
-499.16997543,3.27188900
-499.15997543,3.30317100
-499.14997543,3.27341500
-499.13997543,3.27768800
-499.12997543,3.26471800
-499.11997543,3.28058700
-499.10997544,3.27112700
-499.09997544,3.27631400
-499.08997544,3.27997700
-499.07997544,3.27555200
-499.06997544,3.28638600
-499.05997544,3.29371000
-499.04997544,3.28058700
-499.03997544,3.29660900
-499.02997544,3.29447300
-499.01997544,3.27402600
-499.00997544,3.28348600
-498.99997544,3.26899000
-498.98997544,3.31400500
-498.97997544,3.28501200
-498.96997544,3.29294700
-498.95997544,3.27402600
-498.94997544,3.28638600
-498.93997544,3.28714900
-498.92997544,3.29508400
-498.91997544,3.30088200
-498.90997544,3.25373100
-498.89997544,3.29157400
-498.88997544,3.28211300
-498.87997544,3.28135000
-498.86997544,3.27402600
-498.85997544,3.28791200
-498.84997544,3.28424900
-498.83997544,3.28638600
