Time,Channel A
(ms),(V)

-500.00483409,3.27631400
-499.99483409,3.28135000
-499.98483409,3.28928500
-499.97483409,3.27478900
-499.96483409,3.27707700
-499.95483409,3.27707700
-499.94483409,3.27265200
-499.93483409,3.28348600
-499.92483410,3.28638600
-499.91483410,3.29294700
-499.90483410,3.27845100
-499.89483410,3.27997700
-499.88483410,3.28135000
-499.87483410,3.30088200
-499.86483410,3.27921400
-499.85483410,3.30896900
-499.84483410,3.29294700
-499.83483410,3.27341500
-499.82483410,3.26975300
-499.81483410,3.29660900
-499.80483410,3.28791200
-499.79483410,3.28424900
-499.78483410,3.26975300
-499.77483410,3.30683300
-499.76483410,3.29660900
-499.75483410,3.26395500
-499.74483410,3.28638600
-499.73483410,3.30164500
-499.72483410,3.29874600
-499.71483410,3.28714900
-499.70483410,3.29950900
-499.69483410,3.30088200
-499.68483410,3.30683300
-499.67483410,3.28638600
-499.66483410,3.26181800
-499.65483410,3.30607000
-499.64483410,3.27265200
-499.63483410,3.28577500
-499.62483410,3.25815600
-499.61483410,3.27921400
-499.60483410,3.27555200
-499.59483410,3.28714900
-499.58483410,3.28714900
-499.57483410,3.28135000
-499.56483410,3.28867500
-499.55483410,3.28424900
-499.54483410,3.29081100
-499.53483411,3.28348600
-499.52483411,3.29004800
-499.51483411,3.28577500
-499.50483411,3.28791200
-499.49483411,3.27845100
-499.48483411,3.27478900
-499.47483411,3.29508400
-499.46483411,3.28577500
-499.45483411,3.29508400
-499.44483411,3.28638600
-499.43483411,3.26899000
-499.42483411,3.26761700
-499.41483411,3.29294700
-499.40483411,3.26242900
-499.39483411,3.27631400
-499.38483411,3.29371000
-499.37483411,3.28424900
-499.36483411,3.30607000
-499.35483411,3.27997700
-499.34483411,3.27707700
-499.33483411,3.26975300
-499.32483411,3.28348600
-499.31483411,3.27631400
-499.30483411,3.27188900
-499.29483411,3.26975300
-499.28483411,3.28135000
-499.27483411,3.28791200
-499.26483411,3.29157400
-499.25483411,3.27051600
-499.24483411,3.28577500
-499.23483411,3.28424900
-499.22483411,3.30896900
-499.21483411,3.28501200
-499.20483411,3.28791200
-499.19483411,3.26822700
-499.18483411,3.27051600
-499.17483411,3.28501200
-499.16483411,3.30820600
-499.15483411,3.26899000
-499.14483411,3.25663000
-499.13483412,3.29447300
-499.12483412,3.26899000
-499.11483412,3.27112700
-499.10483412,3.29004800
-499.09483412,3.28211300
-499.08483412,3.27402600
-499.07483412,3.26532800
-499.06483412,3.26609100
-499.05483412,3.29508400
-499.04483412,3.27845100
-499.03483412,3.29737200
-499.02483412,3.28928500
-499.01483412,3.28714900
-499.00483412,3.29874600
-498.99483412,3.28714900
-498.98483412,3.29737200
-498.97483412,3.28424900
-498.96483412,3.29737200
-498.95483412,3.30317100
-498.94483412,3.26685400
-498.93483412,3.27921400
-498.92483412,3.29081100
-498.91483412,3.29004800
-498.90483412,3.31690400
-498.89483412,3.28287600
-498.88483412,3.25663000
-498.87483412,3.27265200
-498.86483412,3.32483900
-498.85483412,3.29660900
-498.84483412,3.29371000
-498.83483412,3.28638600
