Time,Channel A
(ms),(V)

-500.00538741,3.28669100
-499.99538741,3.25403600
-499.98538741,3.26563300
-499.97538741,3.28089200
-499.96538741,3.30195000
-499.95538741,3.28379200
-499.94538741,3.28592800
-499.93538741,3.29691500
-499.92538741,3.27219500
-499.91538741,3.27005800
-499.90538741,3.27723000
-499.89538741,3.29248900
-499.88538742,3.27372100
-499.87538742,3.30057700
-499.86538742,3.28165500
-499.85538742,3.31797200
-499.84538742,3.28089200
-499.83538742,3.27799300
-499.82538742,3.26853200
-499.81538742,3.26853200
-499.80538742,3.27082100
-499.79538742,3.27723000
-499.78538742,3.27875600
-499.77538742,3.26563300
-499.76538742,3.27875600
-499.75538742,3.28241800
-499.74538742,3.28531800
-499.73538742,3.27585700
-499.72538742,3.28302900
-499.71538742,3.28455400
-499.70538742,3.28455400
-499.69538742,3.26563300
-499.68538742,3.29325200
-499.67538742,3.28379200
-499.66538742,3.27433100
-499.65538742,3.28959000
-499.64538742,3.29325200
-499.63538742,3.30118700
-499.62538742,3.26197100
-499.61538742,3.27433100
-499.60538742,3.28012900
-499.59538742,3.28302900
-499.58538742,3.29905100
-499.57538742,3.27585700
-499.56538742,3.28745400
-499.55538742,3.30271300
-499.54538742,3.28531800
-499.53538742,3.27509400
-499.52538742,3.28959000
-499.51538742,3.29248900
-499.50538742,3.26273400
-499.49538742,3.29111600
-499.48538743,3.29615200
-499.47538743,3.28669100
-499.46538743,3.29248900
-499.45538743,3.27143200
-499.44538743,3.29767800
-499.43538743,3.27799300
-499.42538743,3.28959000
-499.41538743,3.28089200
-499.40538743,3.29691500
-499.39538743,3.27005800
-499.38538743,3.28241800
-499.37538743,3.28379200
-499.36538743,3.28531800
-499.35538743,3.30195000
-499.34538743,3.29035300
-499.33538743,3.27875600
-499.32538743,3.28302900
-499.31538743,3.29187900
-499.30538743,3.27509400
-499.29538743,3.27799300
-499.28538743,3.29615200
-499.27538743,3.26639600
-499.26538743,3.29401500
-499.25538743,3.28379200
-499.24538743,3.28241800
-499.23538743,3.29691500
-499.22538743,3.29538900
-499.21538743,3.28012900
-499.20538743,3.29248900
-499.19538743,3.30057700
-499.18538743,3.27295800
-499.17538743,3.29187900
-499.16538743,3.29691500
-499.15538743,3.28959000
-499.14538743,3.27082100
-499.13538743,3.28455400
-499.12538743,3.27662000
-499.11538743,3.27295800
-499.10538743,3.28882700
-499.09538744,3.29187900
-499.08538744,3.26929500
-499.07538744,3.26563300
-499.06538744,3.25983500
-499.05538744,3.27082100
-499.04538744,3.29477800
-499.03538744,3.26136000
-499.02538744,3.27951900
-499.01538744,3.27005800
-499.00538744,3.28531800
-498.99538744,3.27295800
-498.98538744,3.27723000
-498.97538744,3.28669100
-498.96538744,3.29401500
-498.95538744,3.29035300
-498.94538744,3.27799300
-498.93538744,3.27509400
-498.92538744,3.27875600
-498.91538744,3.26197100
-498.90538744,3.29111600
-498.89538744,3.24823800
-498.88538744,3.26426000
-498.87538744,3.29477800
-498.86538744,3.28959000
-498.85538744,3.29325200
-498.84538744,3.28745400
-498.83538744,3.28241800
