Time,Channel A
(ms),(V)

-500.00916358,3.28745400
-499.99916358,3.27723000
-499.98916358,3.28592800
-499.97916358,3.27951900
-499.96916358,3.26792200
-499.95916358,3.28089200
-499.94916358,3.28455400
-499.93916358,3.30408600
-499.92916358,3.27295800
-499.91916358,3.28745400
-499.90916358,3.29325200
-499.89916358,3.30347600
-499.88916358,3.25403600
-499.87916358,3.28882700
-499.86916358,3.27662000
-499.85916358,3.29767800
-499.84916358,3.27951900
-499.83916358,3.28821700
-499.82916358,3.27951900
-499.81916359,3.29538900
-499.80916359,3.28745400
-499.79916359,3.27433100
-499.78916359,3.30637500
-499.77916359,3.29187900
-499.76916359,3.27372100
-499.75916359,3.28821700
-499.74916359,3.27372100
-499.73916359,3.29111600
-499.72916359,3.28531800
-499.71916359,3.28882700
-499.70916359,3.27219500
-499.69916359,3.27662000
-499.68916359,3.29828800
-499.67916359,3.25327300
-499.66916359,3.28669100
-499.65916359,3.29325200
-499.64916359,3.28669100
-499.63916359,3.28821700
-499.62916359,3.28165500
-499.61916359,3.27295800
-499.60916359,3.27585700
-499.59916359,3.29035300
-499.58916359,3.29615200
-499.57916359,3.28669100
-499.56916359,3.27951900
-499.55916359,3.29035300
-499.54916359,3.27372100
-499.53916359,3.30484900
-499.52916359,3.28302900
-499.51916359,3.28012900
-499.50916359,3.26929500
-499.49916359,3.26715900
-499.48916359,3.27143200
-499.47916359,3.27433100
-499.46916359,3.30774900
-499.45916359,3.27372100
-499.44916359,3.27005800
-499.43916359,3.30118700
-499.42916359,3.28012900
-499.41916360,3.29187900
-499.40916360,3.28531800
-499.39916360,3.27799300
-499.38916360,3.28959000
-499.37916360,3.29325200
-499.36916360,3.27585700
-499.35916360,3.26426000
-499.34916360,3.26929500
-499.33916360,3.28302900
-499.32916360,3.27295800
-499.31916360,3.26929500
-499.30916360,3.28745400
-499.29916360,3.29615200
-499.28916360,3.28302900
-499.27916360,3.29477800
-499.26916360,3.26197100
-499.25916360,3.27219500
-499.24916360,3.27143200
-499.23916360,3.27219500
-499.22916360,3.28089200
-499.21916360,3.29615200
-499.20916360,3.27295800
-499.19916360,3.27372100
-499.18916360,3.27082100
-499.17916360,3.28089200
-499.16916360,3.26426000
-499.15916360,3.28379200
-499.14916360,3.28745400
-499.13916360,3.30561200
-499.12916360,3.26929500
-499.11916360,3.29111600
-499.10916360,3.28302900
-499.09916360,3.30347600
-499.08916360,3.26349700
-499.07916360,3.29325200
-499.06916360,3.29325200
-499.05916360,3.27372100
-499.04916360,3.29248900
-499.03916360,3.30271300
-499.02916361,3.26197100
-499.01916361,3.30408600
-499.00916361,3.30195000
-498.99916361,3.25693500
-498.98916361,3.27662000
-498.97916361,3.25479900
-498.96916361,3.28089200
-498.95916361,3.26715900
-498.94916361,3.26792200
-498.93916361,3.29615200
-498.92916361,3.27219500
-498.91916361,3.28241800
-498.90916361,3.28821700
-498.89916361,3.28379200
-498.88916361,3.27143200
-498.87916361,3.31583600
-498.86916361,3.29111600
-498.85916361,3.29248900
-498.84916361,3.28821700
-498.83916361,3.30271300
