Time,Channel A
(ms),(V)

-500.00917324,3.26609100
-499.99917324,3.28424900
-499.98917324,3.27341500
-499.97917324,3.29004800
-499.96917325,3.27997700
-499.95917325,3.26822700
-499.94917325,3.29660900
-499.93917325,3.27188900
-499.92917325,3.29081100
-499.91917325,3.30744300
-499.90917325,3.29508400
-499.89917325,3.29798300
-499.88917325,3.28135000
-499.87917325,3.28791200
-499.86917325,3.27112700
-499.85917325,3.29660900
-499.84917325,3.26105500
-499.83917325,3.29371000
-499.82917325,3.29950900
-499.81917325,3.28791200
-499.80917325,3.30683300
-499.79917325,3.30088200
-499.78917325,3.26181800
-499.77917325,3.30530700
-499.76917325,3.28638600
-499.75917325,3.27051600
-499.74917325,3.26822700
-499.73917325,3.27555200
-499.72917325,3.27555200
-499.71917325,3.26761700
-499.70917325,3.30088200
-499.69917325,3.27631400
-499.68917325,3.31263200
-499.67917325,3.29157400
-499.66917325,3.27402600
-499.65917325,3.30027200
-499.64917325,3.26975300
-499.63917325,3.25312000
-499.62917325,3.27997700
-499.61917325,3.29371000
-499.60917325,3.28211300
-499.59917325,3.27051600
-499.58917325,3.29081100
-499.57917326,3.29798300
-499.56917326,3.29584600
-499.55917326,3.31263200
-499.54917326,3.29950900
-499.53917326,3.28287600
-499.52917326,3.29294700
-499.51917326,3.28577500
-499.50917326,3.29004800
-499.49917326,3.31553100
-499.48917326,3.30530700
-499.47917326,3.27555200
-499.46917326,3.26822700
-499.45917326,3.28501200
-499.44917326,3.27265200
-499.43917326,3.28577500
-499.42917326,3.28135000
-499.41917326,3.27845100
-499.40917326,3.28135000
-499.39917326,3.26532800
-499.38917326,3.30027200
-499.37917326,3.27478900
-499.36917326,3.30530700
-499.35917326,3.28287600
-499.34917326,3.28577500
-499.33917326,3.29081100
-499.32917326,3.26822700
-499.31917326,3.28348600
-499.30917326,3.28287600
-499.29917326,3.28135000
-499.28917326,3.29584600
-499.27917326,3.27112700
-499.26917326,3.30317100
-499.25917326,3.29004800
-499.24917326,3.28928500
-499.23917326,3.26471800
-499.22917326,3.29218400
-499.21917326,3.27997700
-499.20917326,3.30164500
-499.19917326,3.28348600
-499.18917326,3.28867500
-499.17917327,3.28211300
-499.16917327,3.25815600
-499.15917327,3.26899000
-499.14917327,3.28348600
-499.13917327,3.28058700
-499.12917327,3.29874600
-499.11917327,3.28928500
-499.10917327,3.27845100
-499.09917327,3.26975300
-499.08917327,3.28058700
-499.07917327,3.28867500
-499.06917327,3.27188900
-499.05917327,3.26822700
-499.04917327,3.28577500
-499.03917327,3.28501200
-499.02917327,3.29371000
-499.01917327,3.28348600
-499.00917327,3.29508400
-498.99917327,3.30027200
-498.98917327,3.27631400
-498.97917327,3.30393400
-498.96917327,3.29157400
-498.95917327,3.27631400
-498.94917327,3.27845100
-498.93917327,3.27845100
-498.92917327,3.26532800
-498.91917327,3.27112700
-498.90917327,3.27921400
-498.89917327,3.28058700
-498.88917327,3.28867500
-498.87917327,3.29371000
-498.86917327,3.28867500
-498.85917327,3.30088200
-498.84917327,3.29660900
-498.83917327,3.28867500
