Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),CZL635 (),Degraw (),TAL220 ()
32427,1697377462192,3.6175164E7,672260.0,-693031.0,-939536.0
32428,1697377462192,3.61762E7,667355.0,-694148.0,-945254.0
32429,1697377462193,3.6177236E7,667757.0,-698344.0,-950378.0
32430,1697377462194,3.6178272E7,671782.0,-692801.0,-944834.0
32431,1697377462196,3.6179304E7,666770.0,-696688.0,-944348.0
32432,1697377462196,3.618034E7,664022.0,-698294.0,-948496.0
32433,1697377462197,3.6181376E7,666871.0,-695695.0,-947459.0
32434,1697377462199,3.6182412E7,666990.0,-694142.0,-955258.0
32435,1697377462199,3.6183448E7,663578.0,-697523.0,-949796.0
32436,1697377462201,3.618448E7,665012.0,-703947.0,-948651.0
32437,1697377462201,3.6185516E7,664070.0,-700040.0,-952971.0
32438,1697377462203,3.6186552E7,663384.0,-700324.0,-945810.0
32439,1697377462203,3.6187588E7,668545.0,-696046.0,-941437.0
32440,1697377462204,3.6188624E7,668972.0,-695301.0,-953241.0
32441,1697377462205,3.6189656E7,667878.0,-696693.0,-943715.0
32442,1697377462206,3.6190692E7,673526.0,-693945.0,-941369.0
32443,1697377462207,3.6191728E7,669054.0,-692795.0,-945374.0
32444,1697377462210,3.6192764E7,670010.0,-699396.0,-949495.0
32445,1697377462210,3.61938E7,674294.0,-692393.0,-943319.0
32446,1697377462211,3.6194832E7,672032.0,-697309.0,-939882.0
32447,1697377462213,3.6195868E7,672527.0,-696879.0,-941999.0
32448,1697377462213,3.6196904E7,667327.0,-694620.0,-945425.0
32449,1697377462214,3.619794E7,665873.0,-696949.0,-946055.0
32450,1697377462215,3.6198976E7,667085.0,-698181.0,-943566.0
32451,1697377462217,3.6200008E7,661851.0,-696398.0,-951846.0
32452,1697377462217,3.6201044E7,668019.0,-700870.0,-951416.0
32453,1697377462220,3.620208E7,665333.0,-699390.0,-947785.0
32454,1697377462220,3.6203116E7,667878.0,-694640.0,-948806.0
32455,1697377462222,3.6204152E7,661772.0,-700732.0,-946367.0
32456,1697377462222,3.6205184E7,665285.0,-700968.0,-954034.0
32457,1697377462223,3.620622E7,663114.0,-702223.0,-948614.0
32458,1697377462225,3.6207256E7,663502.0,-697084.0,-948432.0
32459,1697377462225,3.6208292E7,668716.0,-700136.0,-948704.0
32460,1697377462227,3.6209328E7,666447.0,-698502.0,-944337.0
32461,1697377462227,3.621036E7,667465.0,-695301.0,-945074.0
32462,1697377462228,3.6211396E7,672910.0,-695338.0,-943738.0
32463,1697377462229,3.6212432E7,673959.0,-696387.0,-942492.0
32464,1697377462229,3.6213468E7,666109.0,-695121.0,-944542.0
32465,1697377462230,3.6214504E7,667296.0,-696794.0,-941493.0
32466,1697377462232,3.6215536E7,667355.0,-696339.0,-938852.0
32467,1697377462232,3.6216576E7,668610.0,-698564.0,-944981.0
32468,1697377462233,3.6217608E7,666033.0,-693914.0,-944593.0
32469,1697377462234,3.6218644E7,664908.0,-698431.0,-946854.0
32470,1697377462236,3.621968E7,666481.0,-700462.0,-955193.0
32471,1697377462237,3.6220716E7,668137.0,-697911.0,-950842.0
32472,1697377462237,3.6221752E7,663685.0,-699416.0,-950665.0
32473,1697377462238,3.6222784E7,662791.0,-697745.0,-947222.0
32474,1697377462239,3.622382E7,665257.0,-700122.0,-950547.0
32475,1697377462242,3.6224856E7,659446.0,-697959.0,-952144.0
32476,1697377462242,3.6225892E7,665597.0,-701221.0,-947970.0
32477,1697377462244,3.6226928E7,664118.0,-699298.0,-951987.0
32478,1697377462244,3.622796E7,667234.0,-695937.0,-946010.0
32479,1697377462246,3.6228996E7,670151.0,-698558.0,-950074.0
32480,1697377462246,3.6230032E7,668972.0,-694660.0,-948446.0
32481,1697377462248,3.6231068E7,667358.0,-695878.0,-942677.0
32482,1697377462248,3.6232104E7,664017.0,-696758.0,-944753.0
32483,1697377462250,3.6233136E7,666343.0,-694356.0,-944629.0
32484,1697377462250,3.6234172E7,672890.0,-695706.0,-942520.0
32485,1697377462251,3.6235208E7,670224.0,-701323.0,-942829.0
32486,1697377462254,3.6236244E7,674797.0,-689206.0,-946452.0
32487,1697377462254,3.623728E7,667873.0,-693217.0,-945675.0
32488,1697377462255,3.6238312E7,663342.0,-698091.0,-946823.0
32489,1697377462256,3.6239348E7,668241.0,-699660.0,-952473.0
32490,1697377462256,3.6240384E7,665966.0,-698035.0,-949205.0
32491,1697377462258,3.624142E7,665237.0,-697832.0,-945029.0
32492,1697377462259,3.6242456E7,662608.0,-696941.0,-949981.0
32493,1697377462260,3.6243488E7,662672.0,-702054.0,-949925.0
32494,1697377462261,3.6244524E7,660777.0,-698659.0,-950634.0
32495,1697377462261,3.624556E7,657444.0,-703221.0,-950943.0
32496,1697377462263,3.6246596E7,669462.0,-699396.0,-949995.0
32497,1697377462263,3.6247632E7,671352.0,-699343.0,-946809.0
32498,1697377462265,3.6248664E7,668702.0,-693597.0,-949107.0
32499,1697377462267,3.6249704E7,667659.0,-696786.0,-948524.0
32500,1697377462267,3.6250736E7,671445.0,-695039.0,-945853.0
32501,1697377462268,3.6251772E7,666407.0,-700746.0,-945158.0
32502,1697377462270,3.6252808E7,665156.0,-696339.0,-941192.0
32503,1697377462270,3.6253844E7,669127.0,-700932.0,-945847.0
32504,1697377462272,3.625488E7,667158.0,-692781.0,-944618.0
32505,1697377462272,3.6255912E7,663913.0,-695099.0,-942697.0
32506,1697377462273,3.6256948E7,668750.0,-695956.0,-942430.0
32507,1697377462274,3.6257984E7,673633.0,-696806.0,-942385.0
32508,1697377462275,3.625902E7,669152.0,-695318.0,-950699.0
32509,1697377462276,3.6260056E7,664349.0,-696803.0,-944759.0
32510,1697377462277,3.6261088E7,667172.0,-698206.0,-949467.0
32511,1697377462278,3.6262124E7,666194.0,-695807.0,-949925.0
32512,1697377462280,3.626316E7,662619.0,-693456.0,-949208.0
32513,1697377462280,3.6264196E7,660583.0,-700954.0,-945712.0
32514,1697377462282,3.6265232E7,663089.0,-698184.0,-949860.0
32515,1697377462282,3.6266264E7,664481.0,-696662.0,-946744.0
32516,1697377462283,3.62673E7,670415.0,-700136.0,-951615.0
32517,1697377462284,3.6268336E7,666067.0,-701396.0,-948246.0
32518,1697377462285,3.6269372E7,665569.0,-698069.0,-949109.0
32519,1697377462287,3.6270408E7,669082.0,-696845.0,-941949.0
32520,1697377462287,3.627144E7,664228.0,-695326.0,-945090.0
32521,1697377462289,3.6272476E7,666925.0,-695495.0,-942632.0
32522,1697377462289,3.6273512E7,671329.0,-696969.0,-946556.0
32523,1697377462291,3.6274548E7,672876.0,-692986.0,-945681.0
32524,1697377462291,3.6275584E7,668008.0,-694949.0,-942520.0
32525,1697377462293,3.6276616E7,668674.0,-694111.0,-947017.0
32526,1697377462293,3.6277652E7,669228.0,-694775.0,-943828.0
32527,1697377462295,3.6278688E7,661331.0,-701964.0,-945175.0
32528,1697377462295,3.6279724E7,663044.0,-697776.0,-945417.0
32529,1697377462297,3.628076E7,669588.0,-691237.0,-951275.0
32530,1697377462297,3.6281792E7,661590.0,-699205.0,-952738.0
32531,1697377462299,3.6282832E7,662225.0,-702543.0,-950819.0
32532,1697377462299,3.6283864E7,669186.0,-698195.0,-948001.0
32533,1697377462301,3.62849E7,661646.0,-704158.0,-952015.0
32534,1697377462302,3.6285936E7,671211.0,-697517.0,-950282.0
32535,1697377462304,3.6286972E7,660313.0,-694916.0,-951312.0
32536,1697377462304,3.6288008E7,666528.0,-695228.0,-949936.0
32537,1697377462306,3.628904E7,667828.0,-697523.0,-946418.0
32538,1697377462307,3.6290076E7,670480.0,-696887.0,-947475.0
32539,1697377462307,3.6291112E7,668117.0,-696513.0,-947073.0
32540,1697377462308,3.6292148E7,670356.0,-698575.0,-946049.0
32541,1697377462310,3.6293184E7,674285.0,-699087.0,-945113.0
32542,1697377462310,3.6294216E7,676240.0,-695849.0,-944314.0
32543,1697377462312,3.6295252E7,669121.0,-691681.0,-939634.0
32544,1697377462313,3.6296288E7,669586.0,-696232.0,-947335.0
32545,1697377462315,3.6297324E7,665232.0,-692503.0,-943622.0
32546,1697377462315,3.629836E7,667600.0,-694100.0,-943546.0
32547,1697377462317,3.6299392E7,663601.0,-704104.0,-943853.0
32548,1697377462317,3.6300428E7,669920.0,-695740.0,-948119.0
32549,1697377462318,3.6301464E7,661185.0,-698310.0,-945450.0
32550,1697377462320,3.63025E7,669535.0,-697216.0,-952428.0
32551,1697377462320,3.6303536E7,664768.0,-703111.0,-949543.0
32552,1697377462321,3.6304568E7,661027.0,-699908.0,-953143.0
32553,1697377462323,3.6305604E7,661019.0,-702209.0,-949256.0
32554,1697377462323,3.630664E7,663044.0,-700631.0,-952920.0
32555,1697377462324,3.6307676E7,664697.0,-695523.0,-950324.0
32556,1697377462325,3.6308712E7,669051.0,-693034.0,-949146.0
32557,1697377462327,3.6309744E7,663184.0,-694395.0,-944359.0
32558,1697377462327,3.631078E7,671585.0,-698583.0,-946010.0
32559,1697377462329,3.6311816E7,668340.0,-694741.0,-949475.0
32560,1697377462329,3.6312852E7,672333.0,-695045.0,-939696.0
32561,1697377462330,3.6313888E7,671760.0,-697661.0,-941684.0
32562,1697377462331,3.6314924E7,672626.0,-694871.0,-936889.0
32563,1697377462332,3.631596E7,665327.0,-698493.0,-944798.0
32564,1697377462333,3.6316992E7,667777.0,-695546.0,-946044.0
32565,1697377462335,3.6318028E7,667485.0,-699793.0,-944013.0
32566,1697377462335,3.6319064E7,663271.0,-700099.0,-949070.0
32567,1697377462336,3.63201E7,661823.0,-701280.0,-951944.0
32568,1697377462337,3.6321136E7,665190.0,-700015.0,-945985.0
32569,1697377462338,3.6322168E7,665308.0,-697301.0,-948142.0
32570,1697377462340,3.6323204E7,668162.0,-703694.0,-955255.0
32571,1697377462340,3.632424E7,665142.0,-698268.0,-952428.0
32572,1697377462342,3.6325276E7,668731.0,-696072.0,-952054.0
32573,1697377462342,3.6326312E7,666520.0,-700099.0,-947537.0
32574,1697377462343,3.6327344E7,663758.0,-700715.0,-945689.0
32575,1697377462345,3.632838E7,672893.0,-697962.0,-947104.0
32576,1697377462345,3.6329416E7,672117.0,-699838.0,-941817.0
32577,1697377462347,3.6330452E7,673138.0,-694508.0,-948274.0
32578,1697377462347,3.6331488E7,666011.0,-697169.0,-946092.0
32579,1697377462349,3.633252E7,668472.0,-695290.0,-945740.0
32580,1697377462349,3.633356E7,668522.0,-691785.0,-940368.0
32581,1697377462350,3.6334592E7,669175.0,-695976.0,-943729.0
32582,1697377462351,3.6335628E7,673413.0,-693774.0,-943397.0
32583,1697377462352,3.6336664E7,665828.0,-694753.0,-939314.0
32584,1697377462353,3.63377E7,666857.0,-697304.0,-942677.0
32585,1697377462354,3.6338736E7,669808.0,-696924.0,-948482.0
32586,1697377462355,3.6339768E7,668930.0,-694516.0,-943763.0
32587,1697377462356,3.6340804E7,663811.0,-699542.0,-951992.0
32588,1697377462357,3.634184E7,663288.0,-698634.0,-941524.0
32589,1697377462358,3.6342876E7,662206.0,-695639.0,-953098.0
32590,1697377462360,3.6343912E7,666945.0,-701615.0,-953213.0
32591,1697377462360,3.6344944E7,664129.0,-702214.0,-949410.0
32592,1697377462362,3.634598E7,665243.0,-700603.0,-951880.0
32593,1697377462362,3.6347016E7,669490.0,-694750.0,-944784.0
32594,1697377462363,3.6348052E7,667153.0,-698561.0,-944275.0
32595,1697377462365,3.6349088E7,671293.0,-699469.0,-952009.0
32596,1697377462366,3.635012E7,668525.0,-698502.0,-948870.0
32597,1697377462368,3.6351156E7,666826.0,-696524.0,-943434.0
32598,1697377462368,3.6352192E7,672249.0,-693754.0,-944514.0
32599,1697377462370,3.6353228E7,662214.0,-692061.0,-941260.0
32600,1697377462370,3.6354264E7,672086.0,-698679.0,-943600.0
32601,1697377462372,3.6355296E7,669203.0,-689938.0,-943223.0
32602,1697377462372,3.6356332E7,670989.0,-696325.0,-945006.0
32603,1697377462375,3.6357368E7,661204.0,-700740.0,-949739.0
32604,1697377462375,3.6358404E7,668202.0,-696229.0,-950611.0
32605,1697377462376,3.635944E7,669096.0,-692632.0,-947208.0
32606,1697377462377,3.6360472E7,662585.0,-694426.0,-949323.0
32607,1697377462378,3.6361508E7,664208.0,-700141.0,-948406.0
32608,1697377462380,3.6362544E7,666137.0,-698971.0,-947717.0
32609,1697377462380,3.636358E7,659669.0,-700904.0,-945839.0
32610,1697377462382,3.6364616E7,663634.0,-699368.0,-954861.0
32611,1697377462382,3.6365648E7,666317.0,-698206.0,-951922.0
32612,1697377462383,3.6366688E7,665859.0,-697860.0,-947003.0
32613,1697377462385,3.636772E7,666174.0,-697610.0,-952521.0
32614,1697377462385,3.6368756E7,668455.0,-690517.0,-945470.0
32615,1697377462387,3.6369792E7,672997.0,-699278.0,-944010.0
32616,1697377462387,3.6370828E7,671878.0,-696679.0,-943147.0
32617,1697377462389,3.6371864E7,668413.0,-696980.0,-945214.0
32618,1697377462389,3.6372896E7,672595.0,-694595.0,-942309.0
32619,1697377462390,3.6373932E7,671371.0,-692216.0,-937978.0
32620,1697377462391,3.6374968E7,668573.0,-696699.0,-940157.0
32621,1697377462392,3.6376004E7,666424.0,-698969.0,-939578.0
32622,1697377462393,3.637704E7,668278.0,-696775.0,-942421.0
32623,1697377462395,3.6378072E7,663702.0,-699410.0,-940169.0
32624,1697377462395,3.6379108E7,668688.0,-699894.0,-947689.0
32625,1697377462397,3.6380144E7,665586.0,-699123.0,-950249.0
32626,1697377462397,3.638118E7,662386.0,-699222.0,-946471.0
32627,1697377462399,3.6382216E7,663660.0,-704242.0,-949357.0
32628,1697377462401,3.6383248E7,661744.0,-702071.0,-950378.0
32629,1697377462401,3.6384284E7,666897.0,-699351.0,-950429.0
32630,1697377462403,3.638532E7,663106.0,-699649.0,-953283.0
32631,1697377462403,3.6386356E7,664259.0,-701868.0,-948401.0
32632,1697377462405,3.6387392E7,672505.0,-692694.0,-951427.0
32633,1697377462405,3.6388424E7,668657.0,-698173.0,-947315.0
32634,1697377462407,3.638946E7,670328.0,-695169.0,-948837.0
32635,1697377462407,3.6390496E7,670528.0,-695402.0,-943653.0
32636,1697377462408,3.6391532E7,671940.0,-698052.0,-949025.0
32637,1697377462409,3.6392568E7,667814.0,-692947.0,-948097.0
32638,1697377462410,3.63936E7,669993.0,-692944.0,-944362.0
32639,1697377462410,3.6394636E7,672578.0,-692435.0,-943960.0
32640,1697377462412,3.6395672E7,668863.0,-692879.0,-940652.0
32641,1697377462413,3.6396708E7,670961.0,-695279.0,-942891.0
32642,1697377462415,3.6397744E7,672688.0,-693017.0,-946432.0
32643,1697377462415,3.639878E7,665077.0,-695121.0,-944410.0
32644,1697377462416,3.6399816E7,662574.0,-696839.0,-946210.0
32645,1697377462417,3.6400848E7,665679.0,-697163.0,-951534.0
32646,1697377462418,3.6401884E7,661005.0,-696834.0,-948465.0
32647,1697377462420,3.640292E7,664756.0,-694007.0,-949835.0
32648,1697377462420,3.6403956E7,661955.0,-700777.0,-948915.0
32649,1697377462421,3.6404992E7,662276.0,-696389.0,-947776.0
32650,1697377462423,3.6406024E7,664953.0,-698226.0,-948713.0
32651,1697377462423,3.640706E7,663294.0,-696302.0,-946339.0
32652,1697377462425,3.6408096E7,666680.0,-699005.0,-943597.0
32653,1697377462425,3.6409132E7,668643.0,-699666.0,-946499.0
32654,1697377462426,3.6410168E7,664374.0,-699517.0,-943994.0
32655,1697377462428,3.64112E7,675922.0,-695335.0,-943462.0
32656,1697377462428,3.6412236E7,670238.0,-698274.0,-939901.0
32657,1697377462429,3.6413272E7,672927.0,-698133.0,-944230.0
32658,1697377462430,3.6414308E7,671405.0,-692953.0,-939651.0
32659,1697377462431,3.6415344E7,669048.0,-690854.0,-938093.0
32660,1697377462432,3.6416376E7,668418.0,-693630.0,-942776.0
32661,1697377462433,3.6417412E7,667923.0,-697430.0,-948308.0
32662,1697377462435,3.6418448E7,670227.0,-696063.0,-942053.0
32663,1697377462435,3.6419484E7,667260.0,-697908.0,-944053.0
32664,1697377462436,3.642052E7,663412.0,-696052.0,-944860.0
32665,1697377462437,3.6421552E7,669749.0,-700015.0,-949469.0
32666,1697377462438,3.6422588E7,664225.0,-702726.0,-950828.0
32667,1697377462439,3.6423624E7,662037.0,-700867.0,-948758.0
32668,1697377462440,3.642466E7,661463.0,-698870.0,-954453.0
32669,1697377462442,3.6425696E7,664650.0,-700198.0,-953733.0
32670,1697377462442,3.6426728E7,666216.0,-698744.0,-950243.0
32671,1697377462443,3.6427764E7,670238.0,-698268.0,-946890.0
32672,1697377462445,3.64288E7,671062.0,-694699.0,-949126.0
32673,1697377462445,3.6429836E7,663280.0,-695155.0,-941839.0
32674,1697377462447,3.6430872E7,668123.0,-698215.0,-947279.0
32675,1697377462447,3.6431904E7,667350.0,-693200.0,-942610.0
32676,1697377462449,3.643294E7,666551.0,-694435.0,-944972.0
32677,1697377462449,3.6433976E7,666765.0,-693383.0,-943282.0
32678,1697377462450,3.6435012E7,673284.0,-690649.0,-949807.0
32679,1697377462453,3.6436048E7,668101.0,-694910.0,-942008.0
32680,1697377462453,3.643708E7,672668.0,-695894.0,-944697.0
32681,1697377462456,3.6438116E7,670654.0,-694952.0,-945850.0
32682,1697377462456,3.6439152E7,668683.0,-695827.0,-950493.0
32683,1697377462457,3.6440188E7,661680.0,-698375.0,-948159.0
32684,1697377462457,3.6441224E7,665600.0,-696755.0,-946142.0
32685,1697377462459,3.6442256E7,660259.0,-695475.0,-943797.0
32686,1697377462460,3.6443292E7,661173.0,-700673.0,-949152.0
32687,1697377462460,3.6444328E7,666452.0,-697197.0,-949413.0
32688,1697377462461,3.6445364E7,664953.0,-695236.0,-955235.0
32689,1697377462462,3.64464E7,660048.0,-698434.0,-950623.0
32690,1697377462463,3.6447432E7,665690.0,-694584.0,-947951.0
32691,1697377462465,3.6448468E7,664399.0,-695369.0,-948848.0
32692,1697377462465,3.6449504E7,664411.0,-695138.0,-948477.0
32693,1697377462466,3.645054E7,669155.0,-696550.0,-945315.0
32694,1697377462467,3.6451576E7,670044.0,-697728.0,-945822.0
32695,1697377462469,3.6452608E7,670438.0,-691743.0,-942728.0
32696,1697377462470,3.6453644E7,669898.0,-694769.0,-946882.0
32697,1697377462472,3.645468E7,672848.0,-694064.0,-943850.0
32698,1697377462472,3.6455716E7,670365.0,-696224.0,-942464.0
32699,1697377462473,3.6456752E7,666556.0,-697804.0,-947205.0
32700,1697377462475,3.6457784E7,664295.0,-697815.0,-940079.0
32701,1697377462475,3.645882E7,665322.0,-699199.0,-945841.0
32702,1697377462476,3.6459856E7,664166.0,-698414.0,-947430.0
32703,1697377462478,3.6460892E7,666317.0,-694564.0,-948648.0
32704,1697377462478,3.6461928E7,664560.0,-700538.0,-952830.0
32705,1697377462479,3.646296E7,664281.0,-698772.0,-946162.0
32706,1697377462480,3.6463996E7,662371.0,-700406.0,-953539.0
32707,1697377462482,3.6465032E7,661187.0,-697993.0,-953086.0
32708,1697377462482,3.6466068E7,667321.0,-696665.0,-947838.0
32709,1697377462484,3.6467104E7,664987.0,-697270.0,-945178.0
32710,1697377462484,3.6468136E7,666323.0,-696600.0,-946933.0
32711,1697377462486,3.6469172E7,668401.0,-694649.0,-945116.0
32712,1697377462486,3.6470208E7,667364.0,-702813.0,-945749.0
32713,1697377462487,3.6471244E7,666815.0,-693206.0,-941912.0
32714,1697377462488,3.647228E7,671954.0,-696553.0,-947582.0
32715,1697377462489,3.6473312E7,669917.0,-692832.0,-944022.0
32716,1697377462490,3.6474348E7,668657.0,-694848.0,-942374.0
32717,1697377462491,3.6475384E7,669723.0,-697627.0,-938672.0
32718,1697377462492,3.647642E7,665808.0,-692539.0,-943034.0
32719,1697377462493,3.6477456E7,669951.0,-696308.0,-946623.0
32720,1697377462494,3.6478488E7,663696.0,-695253.0,-946502.0
32721,1697377462496,3.6479524E7,666990.0,-699064.0,-951998.0
32722,1697377462496,3.648056E7,667201.0,-698347.0,-948145.0
32723,1697377462498,3.6481596E7,663907.0,-696837.0,-951683.0
32724,1697377462500,3.6482632E7,660870.0,-696617.0,-950175.0
32725,1697377462500,3.6483664E7,662501.0,-697486.0,-952282.0
32726,1697377462501,3.64847E7,661384.0,-700290.0,-946342.0
32727,1697377462503,3.6485736E7,660344.0,-697759.0,-952504.0
32728,1697377462503,3.6486772E7,672831.0,-700167.0,-948581.0
32729,1697377462504,3.6487808E7,661331.0,-697188.0,-950631.0
32730,1697377462505,3.648884E7,664458.0,-697253.0,-949185.0
32731,1697377462507,3.6489876E7,670376.0,-694457.0,-947951.0
32732,1697377462507,3.6490912E7,670455.0,-696744.0,-946637.0
32733,1697377462508,3.6491948E7,672274.0,-699188.0,-944418.0
32734,1697377462509,3.6492984E7,669760.0,-695011.0,-943724.0
32735,1697377462511,3.6494016E7,667378.0,-696550.0,-945119.0
32736,1697377462511,3.6495052E7,674010.0,-696460.0,-945872.0
32737,1697377462513,3.6496088E7,669251.0,-694736.0,-940230.0
32738,1697377462513,3.6497124E7,670145.0,-695610.0,-944860.0
32739,1697377462514,3.649816E7,669676.0,-697520.0,-948347.0
32740,1697377462516,3.6499192E7,663286.0,-700926.0,-944165.0
32741,1697377462516,3.6500228E7,664787.0,-701829.0,-944972.0
32742,1697377462517,3.6501264E7,665206.0,-696598.0,-947799.0
32743,1697377462519,3.65023E7,663783.0,-699539.0,-946845.0
32744,1697377462519,3.6503336E7,664984.0,-701393.0,-947444.0
32745,1697377462521,3.6504368E7,661874.0,-700186.0,-948851.0
32746,1697377462521,3.6505404E7,662897.0,-700316.0,-948024.0
32747,1697377462522,3.650644E7,660858.0,-698603.0,-949877.0
32748,1697377462524,3.6507476E7,668714.0,-697543.0,-946201.0
32749,1697377462524,3.6508512E7,666022.0,-699188.0,-946286.0
32750,1697377462525,3.6509544E7,669431.0,-697461.0,-947211.0
32751,1697377462526,3.651058E7,662796.0,-697388.0,-945996.0
32752,1697377462528,3.6511616E7,667890.0,-698499.0,-942376.0
32753,1697377462528,3.6512652E7,667307.0,-697036.0,-947557.0
32754,1697377462529,3.6513688E7,671982.0,-698682.0,-942126.0
32755,1697377462531,3.651472E7,669991.0,-694154.0,-942579.0
32756,1697377462532,3.6515756E7,671298.0,-692064.0,-938107.0
32757,1697377462533,3.6516792E7,668309.0,-700372.0,-943071.0
32758,1697377462535,3.6517828E7,668387.0,-700124.0,-946244.0
32759,1697377462535,3.6518864E7,658423.0,-703809.0,-943341.0
32760,1697377462536,3.6519896E7,663916.0,-698187.0,-949990.0
32761,1697377462538,3.6520936E7,662071.0,-703618.0,-952335.0
32762,1697377462538,3.6521968E7,666897.0,-694921.0,-946865.0
32763,1697377462540,3.6523004E7,666703.0,-700431.0,-948699.0
32764,1697377462540,3.652404E7,660844.0,-700797.0,-951967.0
32765,1697377462542,3.6525076E7,661171.0,-697776.0,-948288.0
32766,1697377462542,3.6526112E7,666919.0,-697253.0,-953120.0
32767,1697377462544,3.6527144E7,664481.0,-699804.0,-947481.0
32768,1697377462544,3.652818E7,669015.0,-700701.0,-949866.0
32769,1697377462546,3.6529216E7,670424.0,-698654.0,-946618.0
32770,1697377462546,3.6530252E7,669425.0,-696232.0,-943889.0
32771,1697377462547,3.6531288E7,668657.0,-695512.0,-946741.0
32772,1697377462548,3.653232E7,674994.0,-697402.0,-944607.0
32773,1697377462549,3.6533356E7,666776.0,-694862.0,-944061.0
32774,1697377462550,3.6534392E7,673129.0,-695751.0,-939235.0
32775,1697377462551,3.6535428E7,667153.0,-694665.0,-938447.0
32776,1697377462552,3.6536464E7,670514.0,-699199.0,-946125.0
32777,1697377462554,3.6537496E7,666452.0,-695031.0,-945304.0
32778,1697377462554,3.6538532E7,669827.0,-698184.0,-944910.0
32779,1697377462555,3.6539568E7,669214.0,-701896.0,-949112.0
32780,1697377462557,3.6540604E7,664433.0,-700527.0,-946328.0
32781,1697377462557,3.654164E7,661874.0,-694418.0,-948249.0
32782,1697377462558,3.6542672E7,663648.0,-700392.0,-950662.0
32783,1697377462560,3.6543708E7,664138.0,-696426.0,-947759.0
32784,1697377462561,3.6544744E7,662554.0,-700859.0,-949593.0
32785,1697377462561,3.654578E7,665491.0,-701221.0,-946626.0
32786,1697377462563,3.6546816E7,666818.0,-698324.0,-949005.0
32787,1697377462565,3.6547848E7,663055.0,-697230.0,-949773.0
32788,1697377462565,3.6548884E7,666416.0,-690177.0,-946170.0
32789,1697377462566,3.654992E7,671774.0,-697118.0,-945737.0
32790,1697377462567,3.6550956E7,667181.0,-695557.0,-945183.0
32791,1697377462568,3.6551992E7,673112.0,-691423.0,-944050.0
32792,1697377462570,3.6553024E7,668221.0,-694395.0,-943071.0
32793,1697377462570,3.655406E7,670095.0,-690601.0,-941105.0
32794,1697377462571,3.6555096E7,668728.0,-699177.0,-940441.0
32795,1697377462573,3.6556132E7,667063.0,-699559.0,-943268.0
32796,1697377462573,3.6557168E7,667035.0,-697557.0,-945242.0
32797,1697377462574,3.65582E7,666579.0,-693794.0,-942959.0
32798,1697377462576,3.6559236E7,664697.0,-699022.0,-941260.0
32799,1697377462576,3.6560272E7,667437.0,-699483.0,-948398.0
32800,1697377462577,3.6561308E7,663013.0,-699874.0,-952687.0
32801,1697377462579,3.6562344E7,665344.0,-700203.0,-952729.0
32802,1697377462579,3.6563376E7,660875.0,-702785.0,-951255.0
32803,1697377462581,3.6564412E7,658496.0,-697897.0,-953638.0
32804,1697377462581,3.6565448E7,661848.0,-698384.0,-955978.0
32805,1697377462583,3.6566484E7,660363.0,-694457.0,-945819.0
32806,1697377462583,3.656752E7,669093.0,-701072.0,-950502.0
32807,1697377462585,3.6568552E7,665080.0,-697064.0,-942745.0
32808,1697377462585,3.6569588E7,668337.0,-702605.0,-945926.0
32809,1697377462586,3.6570624E7,674001.0,-691254.0,-948550.0
32810,1697377462587,3.657166E7,672924.0,-695020.0,-949332.0
32811,1697377462589,3.6572696E7,664084.0,-697076.0,-940832.0
32812,1697377462589,3.6573728E7,671490.0,-693799.0,-943037.0
32813,1697377462590,3.6574768E7,673771.0,-690961.0,-939496.0
32814,1697377462592,3.65758E7,673551.0,-696018.0,-942506.0
32815,1697377462593,3.6576836E7,670834.0,-693813.0,-942835.0
32816,1697377462593,3.6577872E7,668070.0,-699258.0,-947847.0
32817,1697377462595,3.6578908E7,666616.0,-695335.0,-947487.0
32818,1697377462597,3.6579944E7,669074.0,-698926.0,-949714.0
32819,1697377462597,3.6580976E7,669256.0,-700625.0,-947315.0
32820,1697377462598,3.6582012E7,661483.0,-694544.0,-948766.0
32821,1697377462599,3.6583048E7,668078.0,-701047.0,-952825.0
32822,1697377462601,3.6584084E7,664661.0,-696707.0,-953744.0
32823,1697377462601,3.658512E7,665896.0,-701730.0,-952735.0
32824,1697377462602,3.6586152E7,657922.0,-698530.0,-952965.0
32825,1697377462604,3.6587188E7,665696.0,-698507.0,-947714.0
32826,1697377462604,3.6588224E7,672969.0,-697692.0,-943918.0
32827,1697377462605,3.658926E7,665693.0,-695318.0,-949787.0
32828,1697377462607,3.6590296E7,664337.0,-697467.0,-947129.0
32829,1697377462607,3.6591328E7,666374.0,-693017.0,-941752.0
32830,1697377462609,3.6592364E7,668106.0,-695973.0,-942371.0
32831,1697377462610,3.65934E7,670348.0,-694885.0,-942773.0
32832,1697377462611,3.6594436E7,672156.0,-697354.0,-940214.0
32833,1697377462612,3.6595472E7,668337.0,-690143.0,-938864.0
32834,1697377462614,3.6596504E7,666950.0,-698538.0,-941195.0
32835,1697377462614,3.659754E7,669481.0,-695298.0,-945223.0
32836,1697377462616,3.6598576E7,669161.0,-695599.0,-948893.0
32837,1697377462616,3.6599612E7,665246.0,-698485.0,-946626.0
32838,1697377462617,3.6600648E7,668340.0,-699255.0,-947197.0
