Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),CZL635 (),Degraw (),TAL220 ()
61104,1697377491881,6.5864268E7,665440.0,-694069.0,-944924.0
61105,1697377491881,6.5865304E7,670497.0,-697624.0,-943212.0
61106,1697377491882,6.5866336E7,665505.0,-694755.0,-941240.0
61107,1697377491884,6.5867372E7,669428.0,-695042.0,-945082.0
61108,1697377491885,6.5868408E7,670429.0,-695520.0,-944868.0
61109,1697377491886,6.5869444E7,669352.0,-695436.0,-939839.0
61110,1697377491886,6.587048E7,669268.0,-697450.0,-942708.0
61111,1697377491888,6.5871516E7,668174.0,-694615.0,-945161.0
61112,1697377491890,6.5872552E7,672570.0,-698417.0,-948058.0
61113,1697377491890,6.5873584E7,668019.0,-704174.0,-945054.0
61114,1697377491892,6.587462E7,661643.0,-694949.0,-945158.0
61115,1697377491892,6.5875656E7,664720.0,-696451.0,-946213.0
61116,1697377491893,6.5876692E7,664686.0,-700268.0,-947883.0
61117,1697377491895,6.5877728E7,663738.0,-703488.0,-952875.0
61118,1697377491895,6.587876E7,667260.0,-703561.0,-951194.0
61119,1697377491897,6.5879796E7,665879.0,-702602.0,-946325.0
61120,1697377491897,6.5880832E7,663325.0,-700544.0,-952923.0
61121,1697377491899,6.5881868E7,664202.0,-699531.0,-948924.0
61122,1697377491899,6.5882904E7,660656.0,-695709.0,-944953.0
61123,1697377491901,6.5883936E7,666258.0,-701694.0,-941204.0
61124,1697377491901,6.5884972E7,669681.0,-696513.0,-947093.0
61125,1697377491902,6.5886008E7,667234.0,-699219.0,-941504.0
61126,1697377491903,6.5887044E7,669813.0,-694533.0,-943591.0
61127,1697377491904,6.588808E7,669377.0,-693068.0,-946398.0
61128,1697377491906,6.5889116E7,669881.0,-694429.0,-942686.0
61129,1697377491906,6.5890152E7,674181.0,-687994.0,-937123.0
61130,1697377491907,6.5891184E7,669200.0,-697540.0,-944815.0
61131,1697377491908,6.589222E7,667614.0,-699719.0,-942652.0
61132,1697377491910,6.5893256E7,664335.0,-695459.0,-946100.0
61133,1697377491910,6.5894292E7,670297.0,-695717.0,-947439.0
61134,1697377491911,6.5895328E7,667001.0,-702689.0,-953024.0
61135,1697377491913,6.589636E7,664146.0,-702169.0,-951303.0
61136,1697377491913,6.5897396E7,664444.0,-704658.0,-951469.0
61137,1697377491914,6.5898432E7,661064.0,-699081.0,-950918.0
61138,1697377491916,6.5899468E7,661081.0,-702338.0,-952108.0
61139,1697377491918,6.5900504E7,663901.0,-701691.0,-950372.0
61140,1697377491918,6.5901536E7,670623.0,-698437.0,-947456.0
61141,1697377491918,6.5902576E7,667718.0,-698578.0,-949590.0
61142,1697377491920,6.5903608E7,668221.0,-700499.0,-946033.0
61143,1697377491922,6.5904644E7,665800.0,-691965.0,-948041.0
61144,1697377491922,6.590568E7,669147.0,-697368.0,-941038.0
61145,1697377491924,6.5906716E7,669197.0,-700282.0,-938200.0
61146,1697377491924,6.5907752E7,664695.0,-696949.0,-942503.0
61147,1697377491925,6.5908784E7,669563.0,-695430.0,-944871.0
61148,1697377491926,6.590982E7,668579.0,-696139.0,-939018.0
61149,1697377491928,6.5910856E7,662532.0,-692264.0,-941566.0
61150,1697377491928,6.5911892E7,672100.0,-700164.0,-944098.0
61151,1697377491929,6.5912928E7,664762.0,-690894.0,-949259.0
61152,1697377491930,6.591396E7,672204.0,-699424.0,-946649.0
61153,1697377491931,6.5914996E7,663176.0,-699849.0,-957468.0
61154,1697377491932,6.5916032E7,665145.0,-699427.0,-954434.0
61155,1697377491933,6.5917068E7,662146.0,-699258.0,-948471.0
61156,1697377491935,6.5918104E7,659714.0,-705682.0,-950988.0
61157,1697377491935,6.5919136E7,664906.0,-701446.0,-953868.0
61158,1697377491937,6.5920172E7,665814.0,-697278.0,-948764.0
61159,1697377491937,6.5921208E7,663058.0,-694089.0,-950069.0
61160,1697377491938,6.5922244E7,663508.0,-698893.0,-949005.0
61161,1697377491940,6.592328E7,662588.0,-698631.0,-949230.0
61162,1697377491940,6.5924312E7,669546.0,-697357.0,-949166.0
61163,1697377491942,6.5925348E7,671163.0,-694069.0,-944615.0
61164,1697377491942,6.5926384E7,661885.0,-694969.0,-943873.0
61165,1697377491943,6.592742E7,663643.0,-694966.0,-941583.0
61166,1697377491945,6.5928456E7,668922.0,-690905.0,-950344.0
61167,1697377491945,6.5929488E7,669560.0,-692722.0,-938470.0
61168,1697377491947,6.5930524E7,667150.0,-695031.0,-938959.0
61169,1697377491949,6.593156E7,670671.0,-695872.0,-947360.0
61170,1697377491949,6.5932596E7,668683.0,-693796.0,-944846.0
61171,1697377491950,6.5933632E7,663311.0,-698729.0,-940526.0
61172,1697377491950,6.5934664E7,664891.0,-699961.0,-945878.0
61173,1697377491951,6.59357E7,659646.0,-697956.0,-945974.0
61174,1697377491953,6.5936736E7,661592.0,-697616.0,-948665.0
61175,1697377491953,6.5937772E7,668798.0,-695242.0,-949506.0
61176,1697377491955,6.5938808E7,666807.0,-696322.0,-946187.0
61177,1697377491955,6.593984E7,667988.0,-697990.0,-952836.0
61178,1697377491956,6.594088E7,663631.0,-701013.0,-949990.0
61179,1697377491958,6.5941912E7,666641.0,-694724.0,-951753.0
61180,1697377491960,6.5942948E7,667141.0,-693290.0,-943650.0
61181,1697377491960,6.5943984E7,667116.0,-695394.0,-947419.0
61182,1697377491962,6.594502E7,662279.0,-697233.0,-944112.0
61183,1697377491962,6.5946056E7,674434.0,-693386.0,-948589.0
61184,1697377491963,6.5947088E7,668669.0,-699809.0,-942329.0
61185,1697377491965,6.5948124E7,671414.0,-699838.0,-942919.0
61186,1697377491966,6.594916E7,674732.0,-695785.0,-938279.0
61187,1697377491966,6.5950196E7,671242.0,-699244.0,-941184.0
61188,1697377491967,6.5951232E7,668576.0,-697222.0,-948387.0
61189,1697377491969,6.5952264E7,670843.0,-703997.0,-948027.0
61190,1697377491970,6.59533E7,666292.0,-698994.0,-947650.0
61191,1697377491970,6.5954336E7,666916.0,-698777.0,-948901.0
61192,1697377491971,6.5955372E7,665403.0,-695478.0,-951016.0
61193,1697377491973,6.5956408E7,659655.0,-701193.0,-947149.0
61194,1697377491973,6.595744E7,666649.0,-697669.0,-950251.0
61195,1697377491974,6.5958476E7,662743.0,-699613.0,-950772.0
61196,1697377491976,6.5959512E7,661269.0,-700664.0,-954504.0
61197,1697377491976,6.5960548E7,668041.0,-696150.0,-953112.0
61198,1697377491977,6.5961584E7,663027.0,-699770.0,-945012.0
61199,1697377491979,6.5962616E7,662962.0,-695512.0,-946806.0
61200,1697377491979,6.5963656E7,666956.0,-700535.0,-950406.0
61201,1697377491980,6.5964688E7,663876.0,-698541.0,-948418.0
61202,1697377491982,6.5965724E7,671948.0,-694179.0,-945765.0
61203,1697377491982,6.596676E7,664711.0,-693155.0,-945186.0
61204,1697377491984,6.5967796E7,671844.0,-696142.0,-945557.0
61205,1697377491984,6.5968832E7,670654.0,-694859.0,-945777.0
61206,1697377491985,6.5969864E7,673056.0,-693937.0,-948156.0
61207,1697377491986,6.59709E7,672519.0,-698040.0,-945133.0
61208,1697377491988,6.5971936E7,667577.0,-698426.0,-949312.0
61209,1697377491990,6.5972972E7,668095.0,-698431.0,-947669.0
61210,1697377491990,6.5974008E7,665803.0,-698631.0,-951317.0
61211,1697377491991,6.597504E7,666016.0,-698527.0,-946525.0
61212,1697377491993,6.5976076E7,665128.0,-701151.0,-950519.0
61213,1697377491993,6.5977112E7,660456.0,-700468.0,-954315.0
61214,1697377491994,6.5978148E7,668666.0,-703694.0,-952679.0
61215,1697377491996,6.5979184E7,663519.0,-701916.0,-954479.0
61216,1697377491996,6.598022E7,662895.0,-700979.0,-944542.0
61217,1697377491997,6.5981256E7,659466.0,-701761.0,-949517.0
61218,1697377491998,6.5982288E7,663280.0,-701536.0,-946542.0
61219,1697377492000,6.5983324E7,670995.0,-693119.0,-952676.0
61220,1697377492000,6.598436E7,668193.0,-698271.0,-946272.0
61221,1697377492002,6.5985396E7,666773.0,-695450.0,-944244.0
61222,1697377492003,6.5986432E7,667766.0,-696629.0,-945434.0
61223,1697377492004,6.5987464E7,672845.0,-693239.0,-945819.0
61224,1697377492005,6.59885E7,673846.0,-700605.0,-945532.0
61225,1697377492006,6.5989536E7,667974.0,-691484.0,-936349.0
61226,1697377492007,6.5990572E7,668109.0,-694522.0,-946139.0
61227,1697377492008,6.5991608E7,664734.0,-690877.0,-944137.0
61228,1697377492010,6.599264E7,672466.0,-694137.0,-947813.0
61229,1697377492010,6.599368E7,667892.0,-693014.0,-943456.0
61230,1697377492010,6.5994712E7,663975.0,-696868.0,-942919.0
61231,1697377492012,6.5995748E7,666123.0,-696676.0,-944798.0
61232,1697377492014,6.5996784E7,665955.0,-701401.0,-946519.0
61233,1697377492014,6.599782E7,665350.0,-699250.0,-947563.0
61234,1697377492015,6.5998856E7,666509.0,-699618.0,-954633.0
61235,1697377492017,6.5999888E7,665136.0,-703019.0,-950077.0
61236,1697377492017,6.6000924E7,662543.0,-701373.0,-948187.0
61237,1697377492018,6.600196E7,669712.0,-698319.0,-941997.0
61238,1697377492019,6.6002996E7,666894.0,-700510.0,-947498.0
61239,1697377492020,6.6004032E7,665550.0,-699717.0,-944846.0
61240,1697377492021,6.6005064E7,669195.0,-696873.0,-945670.0
61241,1697377492022,6.60061E7,673225.0,-695152.0,-948741.0
61242,1697377492024,6.6007136E7,666585.0,-696437.0,-944697.0
61243,1697377492024,6.6008172E7,675047.0,-694758.0,-947906.0
61244,1697377492025,6.6009208E7,670480.0,-696207.0,-947605.0
61245,1697377492026,6.601024E7,673616.0,-697264.0,-936546.0
61246,1697377492027,6.601128E7,663665.0,-692857.0,-942475.0
61247,1697377492028,6.6012312E7,666258.0,-696899.0,-945549.0
61248,1697377492029,6.6013348E7,664720.0,-702757.0,-946125.0
61249,1697377492031,6.6014384E7,663795.0,-693695.0,-943915.0
61250,1697377492031,6.601542E7,664844.0,-696668.0,-948710.0
61251,1697377492033,6.6016456E7,669715.0,-697427.0,-943279.0
61252,1697377492033,6.6017488E7,666976.0,-699132.0,-950983.0
61253,1697377492035,6.6018524E7,666765.0,-700538.0,-950637.0
61254,1697377492035,6.601956E7,664914.0,-698935.0,-956219.0
61255,1697377492037,6.6020596E7,665873.0,-699295.0,-953148.0
61256,1697377492037,6.6021632E7,666489.0,-699832.0,-947782.0
61257,1697377492039,6.6022664E7,665178.0,-700704.0,-948145.0
61258,1697377492039,6.60237E7,666270.0,-698707.0,-948398.0
61259,1697377492041,6.6024736E7,669119.0,-699835.0,-945605.0
61260,1697377492041,6.6025772E7,662765.0,-697202.0,-945329.0
61261,1697377492043,6.6026808E7,669017.0,-698510.0,-944519.0
61262,1697377492043,6.602784E7,671135.0,-695183.0,-943979.0
61263,1697377492045,6.602888E7,673416.0,-692460.0,-940877.0
61264,1697377492045,6.6029912E7,664318.0,-694013.0,-940981.0
61265,1697377492047,6.6030948E7,666593.0,-692399.0,-943192.0
61266,1697377492049,6.6031984E7,669586.0,-693088.0,-945962.0
61267,1697377492049,6.603302E7,668328.0,-692671.0,-945982.0
61268,1697377492051,6.6034056E7,664748.0,-693616.0,-945816.0
61269,1697377492051,6.6035088E7,663710.0,-696831.0,-944787.0
61270,1697377492052,6.6036124E7,668615.0,-696980.0,-948963.0
61271,1697377492053,6.603716E7,666053.0,-703075.0,-944885.0
61272,1697377492054,6.6038196E7,666841.0,-695869.0,-955784.0
61273,1697377492056,6.6039232E7,660766.0,-699447.0,-947599.0
61274,1697377492057,6.6040264E7,663873.0,-698707.0,-951300.0
61275,1697377492057,6.60413E7,665097.0,-700245.0,-952704.0
61276,1697377492059,6.6042336E7,662692.0,-694362.0,-947504.0
61277,1697377492060,6.6043372E7,667636.0,-695329.0,-947217.0
61278,1697377492062,6.6044408E7,670244.0,-697430.0,-943366.0
61279,1697377492062,6.604544E7,669690.0,-698111.0,-936608.0
61280,1697377492064,6.604648E7,667985.0,-698654.0,-947338.0
61281,1697377492064,6.6047512E7,672347.0,-694401.0,-938655.0
61282,1697377492066,6.6048548E7,669856.0,-696941.0,-940984.0
61283,1697377492066,6.6049584E7,672257.0,-691167.0,-945979.0
61284,1697377492067,6.605062E7,672626.0,-695149.0,-941353.0
61285,1697377492069,6.6051656E7,667544.0,-696918.0,-941206.0
61286,1697377492069,6.6052688E7,663451.0,-695838.0,-946277.0
61287,1697377492070,6.6053724E7,668362.0,-696960.0,-943189.0
61288,1697377492070,6.605476E7,665510.0,-701300.0,-946575.0
61289,1697377492071,6.6055796E7,664771.0,-700012.0,-944162.0
61290,1697377492074,6.6056832E7,662751.0,-703094.0,-951854.0
61291,1697377492074,6.6057864E7,665403.0,-701244.0,-951928.0
61292,1697377492075,6.60589E7,666616.0,-695765.0,-951624.0
61293,1697377492076,6.6059936E7,662234.0,-697233.0,-953342.0
61294,1697377492076,6.6060972E7,671717.0,-695425.0,-957122.0
61295,1697377492078,6.6062008E7,665370.0,-696029.0,-940458.0
61296,1697377492080,6.6063044E7,668309.0,-694997.0,-943912.0
61297,1697377492080,6.606408E7,671352.0,-697694.0,-944123.0
61298,1697377492081,6.6065112E7,665558.0,-695248.0,-945411.0
61299,1697377492082,6.6066148E7,671911.0,-700065.0,-944804.0
61300,1697377492083,6.6067184E7,671386.0,-698800.0,-944607.0
61301,1697377492084,6.606822E7,672634.0,-695084.0,-942689.0
61302,1697377492086,6.6069256E7,671608.0,-698361.0,-944699.0
61303,1697377492086,6.6070288E7,671608.0,-696302.0,-945462.0
61304,1697377492088,6.6071324E7,666554.0,-698707.0,-952414.0
61305,1697377492088,6.607236E7,664295.0,-699028.0,-946362.0
61306,1697377492090,6.6073396E7,662827.0,-695928.0,-946592.0
61307,1697377492090,6.6074432E7,663623.0,-702259.0,-947318.0
61308,1697377492092,6.6075468E7,663558.0,-700389.0,-950459.0
61309,1697377492092,6.6076504E7,668056.0,-694528.0,-952527.0
61310,1697377492094,6.6077536E7,666776.0,-697866.0,-950409.0
61311,1697377492094,6.6078572E7,663764.0,-698519.0,-949711.0
61312,1697377492096,6.6079608E7,658501.0,-701067.0,-955559.0
61313,1697377492096,6.6080644E7,659334.0,-697472.0,-948224.0
61314,1697377492097,6.608168E7,665116.0,-698676.0,-951118.0
61315,1697377492098,6.6082712E7,667833.0,-697818.0,-948204.0
61316,1697377492099,6.6083748E7,667710.0,-696412.0,-944916.0
61317,1697377492101,6.6084784E7,666717.0,-696437.0,-945090.0
61318,1697377492101,6.608582E7,669363.0,-697214.0,-943338.0
61319,1697377492103,6.6086856E7,674800.0,-691057.0,-950558.0
61320,1697377492104,6.6087888E7,668677.0,-697475.0,-943448.0
61321,1697377492106,6.6088924E7,670964.0,-691693.0,-943130.0
61322,1697377492106,6.608996E7,673298.0,-694663.0,-941319.0
61323,1697377492107,6.6090996E7,668455.0,-695492.0,-950004.0
61324,1697377492108,6.6092032E7,668795.0,-693813.0,-946294.0
61325,1697377492109,6.6093064E7,667696.0,-697306.0,-945605.0
61326,1697377492111,6.60941E7,664714.0,-694997.0,-948344.0
61327,1697377492111,6.6095136E7,660150.0,-698507.0,-949630.0
61328,1697377492113,6.6096172E7,666585.0,-702509.0,-947807.0
61329,1697377492113,6.6097208E7,667164.0,-701337.0,-952074.0
61330,1697377492115,6.609824E7,665156.0,-699208.0,-951750.0
61331,1697377492116,6.6099276E7,663567.0,-695624.0,-949897.0
61332,1697377492117,6.6100312E7,667082.0,-700552.0,-948508.0
61333,1697377492119,6.6101348E7,666464.0,-698336.0,-950611.0
61334,1697377492119,6.6102384E7,669591.0,-696491.0,-944626.0
61335,1697377492121,6.6103416E7,665572.0,-694851.0,-950119.0
61336,1697377492121,6.6104456E7,667127.0,-693062.0,-944016.0
61337,1697377492122,6.6105488E7,671709.0,-695408.0,-943985.0
61338,1697377492124,6.6106524E7,667479.0,-698524.0,-946966.0
61339,1697377492124,6.610756E7,668016.0,-693104.0,-939991.0
61340,1697377492126,6.6108596E7,670393.0,-695788.0,-940157.0
61341,1697377492126,6.6109632E7,671341.0,-691971.0,-939389.0
61342,1697377492127,6.6110664E7,672561.0,-700245.0,-942666.0
61343,1697377492128,6.61117E7,665091.0,-704529.0,-943386.0
61344,1697377492130,6.6112736E7,664321.0,-692519.0,-946604.0
61345,1697377492130,6.6113772E7,663049.0,-698502.0,-952884.0
61346,1697377492131,6.6114808E7,669510.0,-701413.0,-949430.0
61347,1697377492132,6.611584E7,664366.0,-699703.0,-950167.0
61348,1697377492133,6.6116876E7,666796.0,-694201.0,-949706.0
61349,1697377492133,6.6117912E7,663578.0,-698136.0,-950488.0
61350,1697377492136,6.6118948E7,660802.0,-703789.0,-951177.0
61351,1697377492136,6.6119984E7,665358.0,-698288.0,-954689.0
61352,1697377492137,6.6121016E7,668196.0,-697509.0,-953351.0
61353,1697377492139,6.6122052E7,667676.0,-698938.0,-951995.0
61354,1697377492139,6.6123088E7,669096.0,-695090.0,-946741.0
61355,1697377492140,6.6124124E7,670972.0,-698985.0,-943333.0
61356,1697377492141,6.612516E7,675610.0,-698561.0,-945650.0
61357,1697377492142,6.6126192E7,664664.0,-695023.0,-945712.0
61358,1697377492144,6.6127228E7,669901.0,-697475.0,-945723.0
61359,1697377492144,6.6128264E7,672426.0,-695287.0,-946370.0
61360,1697377492145,6.61293E7,675053.0,-691695.0,-940202.0
61361,1697377492147,6.6130336E7,669389.0,-696519.0,-946300.0
61362,1697377492147,6.6131368E7,665673.0,-696342.0,-947267.0
61363,1697377492149,6.6132404E7,670387.0,-693082.0,-942565.0
61364,1697377492149,6.613344E7,666191.0,-698440.0,-947880.0
61365,1697377492150,6.6134476E7,665524.0,-698012.0,-947779.0
61366,1697377492151,6.6135512E7,661674.0,-697079.0,-949433.0
61367,1697377492152,6.6136548E7,663525.0,-699500.0,-945771.0
61368,1697377492153,6.6137584E7,665673.0,-695346.0,-949011.0
61369,1697377492155,6.6138616E7,664312.0,-695293.0,-947765.0
61370,1697377492155,6.6139652E7,661964.0,-699824.0,-953092.0
61371,1697377492156,6.6140688E7,667060.0,-697950.0,-947855.0
61372,1697377492158,6.6141724E7,663907.0,-695346.0,-951568.0
61373,1697377492158,6.614276E7,670227.0,-698243.0,-947391.0
61374,1697377492160,6.6143792E7,670117.0,-695667.0,-948491.0
61375,1697377492160,6.6144828E7,673090.0,-697509.0,-946125.0
61376,1697377492161,6.6145864E7,668573.0,-699244.0,-948181.0
61377,1697377492162,6.61469E7,669237.0,-693965.0,-947250.0
61378,1697377492164,6.6147936E7,671791.0,-691504.0,-947236.0
61379,1697377492164,6.6148968E7,670576.0,-691960.0,-940669.0
61380,1697377492165,6.6150008E7,668157.0,-696044.0,-944972.0
61381,1697377492167,6.615104E7,668151.0,-698589.0,-943237.0
61382,1697377492167,6.6152076E7,665685.0,-694148.0,-945352.0
61383,1697377492169,6.6153112E7,665327.0,-703646.0,-946311.0
61384,1697377492172,6.6154148E7,662208.0,-697959.0,-949967.0
61385,1697377492172,6.6155184E7,667037.0,-702948.0,-949863.0
61386,1697377492172,6.6156216E7,668643.0,-698462.0,-948342.0
61387,1697377492174,6.6157252E7,662647.0,-700251.0,-950150.0
61388,1697377492174,6.6158288E7,662821.0,-701826.0,-950125.0
61389,1697377492175,6.6159324E7,665623.0,-703021.0,-951194.0
61390,1697377492176,6.616036E7,656384.0,-697720.0,-948114.0
61391,1697377492177,6.6161392E7,666047.0,-697993.0,-949956.0
61392,1697377492178,6.6162428E7,664256.0,-695605.0,-941732.0
61393,1697377492180,6.6163464E7,666826.0,-699534.0,-949869.0
61394,1697377492180,6.61645E7,671771.0,-699905.0,-945808.0
61395,1697377492182,6.6165536E7,673891.0,-693923.0,-944764.0
61396,1697377492182,6.6166568E7,668331.0,-701941.0,-941859.0
61397,1697377492183,6.6167604E7,674035.0,-699357.0,-941789.0
61398,1697377492185,6.616864E7,664740.0,-696240.0,-936965.0
61399,1697377492185,6.6169676E7,673171.0,-694266.0,-941755.0
61400,1697377492187,6.6170712E7,672215.0,-694874.0,-946688.0
61401,1697377492187,6.6171744E7,668449.0,-698763.0,-947304.0
61402,1697377492188,6.617278E7,666590.0,-697942.0,-943288.0
61403,1697377492190,6.6173816E7,664174.0,-698485.0,-950184.0
61404,1697377492192,6.6174852E7,664006.0,-698617.0,-951601.0
61405,1697377492192,6.6175888E7,667963.0,-698324.0,-951213.0
61406,1697377492194,6.6176924E7,666416.0,-695729.0,-949846.0
61407,1697377492194,6.617796E7,662141.0,-695627.0,-951798.0
61408,1697377492195,6.6178992E7,662985.0,-699739.0,-948575.0
61409,1697377492196,6.6180028E7,665108.0,-703165.0,-955412.0
61410,1697377492197,6.6181064E7,668576.0,-697874.0,-949439.0
61411,1697377492198,6.61821E7,661106.0,-697216.0,-945166.0
61412,1697377492200,6.6183136E7,666897.0,-694741.0,-950074.0
61413,1697377492200,6.6184168E7,667189.0,-695962.0,-945889.0
61414,1697377492201,6.6185204E7,668925.0,-693262.0,-945704.0
61415,1697377492202,6.618624E7,673073.0,-689212.0,-943934.0
61416,1697377492204,6.6187276E7,668472.0,-697931.0,-944629.0
61417,1697377492204,6.6188312E7,671402.0,-692339.0,-943605.0
61418,1697377492205,6.6189344E7,664678.0,-698024.0,-940174.0
61419,1697377492206,6.619038E7,667918.0,-693729.0,-942627.0
61420,1697377492208,6.6191416E7,665859.0,-696825.0,-941502.0
61421,1697377492208,6.6192452E7,668058.0,-694980.0,-945611.0
61422,1697377492210,6.6193488E7,665142.0,-698690.0,-946761.0
61423,1697377492210,6.619452E7,666433.0,-696485.0,-949503.0
61424,1697377492211,6.619556E7,663561.0,-692801.0,-951663.0
61425,1697377492212,6.6196592E7,668236.0,-702254.0,-943558.0
61426,1697377492213,6.6197628E7,662931.0,-698929.0,-949349.0
61427,1697377492214,6.6198664E7,662304.0,-694432.0,-955674.0
61428,1697377492215,6.61997E7,663390.0,-700648.0,-950375.0
61429,1697377492216,6.6200736E7,664993.0,-699300.0,-948533.0
61430,1697377492217,6.6201768E7,671259.0,-698246.0,-946615.0
61431,1697377492219,6.6202804E7,665645.0,-698834.0,-944235.0
61432,1697377492219,6.620384E7,667628.0,-694685.0,-947487.0
61433,1697377492221,6.6204876E7,669735.0,-694750.0,-948128.0
61434,1697377492221,6.6205912E7,666301.0,-699911.0,-940244.0
61435,1697377492223,6.6206944E7,667833.0,-692936.0,-947467.0
61436,1697377492223,6.620798E7,672381.0,-695217.0,-943020.0
61437,1697377492225,6.6209016E7,671310.0,-692691.0,-945507.0
61438,1697377492225,6.6210052E7,672966.0,-693695.0,-936827.0
61439,1697377492226,6.6211088E7,676757.0,-698637.0,-940281.0
61440,1697377492228,6.621212E7,667150.0,-695509.0,-943479.0
61441,1697377492229,6.6213156E7,660805.0,-699641.0,-946947.0
61442,1697377492230,6.6214192E7,663089.0,-699818.0,-952603.0
61443,1697377492232,6.6215228E7,667181.0,-694376.0,-953424.0
61444,1697377492232,6.6216264E7,662900.0,-698707.0,-949998.0
61445,1697377492234,6.62173E7,662886.0,-699109.0,-948600.0
61446,1697377492235,6.6218336E7,662107.0,-698249.0,-950336.0
61447,1697377492236,6.6219368E7,663938.0,-701328.0,-946227.0
61448,1697377492236,6.6220404E7,662928.0,-696378.0,-948280.0
61449,1697377492238,6.622144E7,664658.0,-699118.0,-953826.0
61450,1697377492238,6.6222476E7,666762.0,-696752.0,-943971.0
61451,1697377492239,6.6223512E7,668109.0,-695259.0,-944612.0
61452,1697377492240,6.6224544E7,675728.0,-694612.0,-945636.0
61453,1697377492241,6.622558E7,668019.0,-699672.0,-944418.0
61454,1697377492243,6.6226616E7,668736.0,-695335.0,-946665.0
61455,1697377492243,6.6227652E7,672775.0,-694750.0,-940939.0
61456,1697377492245,6.6228688E7,669394.0,-693619.0,-941184.0
61457,1697377492245,6.622972E7,672460.0,-694910.0,-944705.0
61458,1697377492246,6.6230756E7,671386.0,-703154.0,-949385.0
61459,1697377492248,6.6231792E7,671760.0,-697787.0,-942258.0
61460,1697377492250,6.6232828E7,666042.0,-701072.0,-946969.0
61461,1697377492250,6.6233864E7,667569.0,-698569.0,-945110.0
61462,1697377492250,6.62349E7,665249.0,-697422.0,-951933.0
61463,1697377492252,6.6235936E7,665648.0,-699849.0,-950620.0
61464,1697377492254,6.6236968E7,666067.0,-698887.0,-948063.0
61465,1697377492254,6.6238004E7,660380.0,-699303.0,-949962.0
61466,1697377492256,6.623904E7,665803.0,-698853.0,-948240.0
61467,1697377492256,6.6240076E7,666933.0,-696055.0,-951413.0
61468,1697377492257,6.6241112E7,667676.0,-699689.0,-947172.0
61469,1697377492258,6.6242144E7,667445.0,-695354.0,-949185.0
61470,1697377492260,6.624318E7,669451.0,-693498.0,-946817.0
61471,1697377492260,6.6244216E7,670744.0,-699576.0,-945442.0
61472,1697377492262,6.6245252E7,666661.0,-692258.0,-948097.0
61473,1697377492263,6.6246288E7,668365.0,-689021.0,-942880.0
61474,1697377492263,6.624732E7,664869.0,-695675.0,-944235.0
61475,1697377492265,6.6248356E7,666781.0,-696550.0,-940582.0
61476,1697377492266,6.6249392E7,671189.0,-690551.0,-946767.0
61477,1697377492268,6.6250428E7,671776.0,-698018.0,-944370.0
61478,1697377492268,6.6251464E7,664529.0,-696547.0,-941482.0
61479,1697377492269,6.6252496E7,670604.0,-698206.0,-950741.0
61480,1697377492271,6.6253532E7,667057.0,-697714.0,-942464.0
61481,1697377492271,6.6254568E7,664155.0,-695723.0,-946094.0
61482,1697377492272,6.6255604E7,663679.0,-699978.0,-946826.0
61483,1697377492274,6.625664E7,662611.0,-700192.0,-946927.0
61484,1697377492274,6.6257672E7,662900.0,-700130.0,-947534.0
61485,1697377492276,6.6258708E7,669434.0,-701801.0,-947144.0
61486,1697377492276,6.6259744E7,667580.0,-701595.0,-953320.0
61487,1697377492278,6.626078E7,667167.0,-698983.0,-950144.0
61488,1697377492278,6.6261816E7,667248.0,-700712.0,-947523.0
61489,1697377492280,6.6262848E7,666607.0,-695270.0,-950760.0
61490,1697377492280,6.6263888E7,663100.0,-697273.0,-945206.0
61491,1697377492281,6.626492E7,671307.0,-691597.0,-944877.0
61492,1697377492282,6.6265956E7,666461.0,-697813.0,-941623.0
61493,1697377492283,6.6266992E7,669138.0,-696314.0,-941642.0
61494,1697377492284,6.6268028E7,671197.0,-695439.0,-944252.0
61495,1697377492285,6.6269064E7,668154.0,-693262.0,-944106.0
61496,1697377492287,6.6270096E7,661891.0,-693377.0,-939572.0
61497,1697377492287,6.6271132E7,669625.0,-698713.0,-946488.0
61498,1697377492289,6.6272168E7,665980.0,-697869.0,-947461.0
61499,1697377492289,6.6273204E7,670111.0,-695776.0,-948915.0
61500,1697377492291,6.627424E7,666773.0,-697734.0,-947163.0
61501,1697377492291,6.6275272E7,664686.0,-697199.0,-952887.0
61502,1697377492293,6.6276308E7,665119.0,-698662.0,-953081.0
61503,1697377492293,6.6277344E7,663125.0,-701851.0,-949633.0
61504,1697377492294,6.627838E7,662155.0,-702695.0,-946052.0
61505,1697377492296,6.6279416E7,663122.0,-700684.0,-953474.0
61506,1697377492296,6.6280448E7,667797.0,-697911.0,-952043.0
61507,1697377492297,6.6281484E7,662844.0,-698308.0,-951944.0
61508,1697377492299,6.628252E7,665808.0,-699669.0,-947551.0
61509,1697377492299,6.6283556E7,668722.0,-693749.0,-940121.0
61510,1697377492301,6.6284592E7,669307.0,-697495.0,-942494.0
61511,1697377492301,6.6285624E7,670919.0,-701708.0,-940517.0
61512,1697377492302,6.6286664E7,671467.0,-693290.0,-943994.0
61513,1697377492303,6.6287696E7,665912.0,-698488.0,-943642.0
61514,1697377492304,6.6288732E7,673776.0,-690388.0,-941654.0
61515,1697377492305,6.6289768E7,667591.0,-692638.0,-943625.0
