Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),635 (),Degraw (),tal ()
22867,1697381410526,3.39314202E9,647822.0,-703004.0,-960002.0
22868,1697381410639,3.39325517E9,648196.0,-702433.0,-959771.0
22869,1697381410752,3.39336832E9,646637.0,-702714.0,-959612.0
22870,1697381410867,3.39348147E9,647924.0,-702995.0,-959867.0
22871,1697381410979,3.39359462E9,648132.0,-702546.0,-959806.0
22872,1697381411092,3.39370778E9,646982.0,-702404.0,-959507.0
22873,1697381411205,3.39382118E9,648244.0,-702326.0,-959947.0
22874,1697381411318,3.39393434E9,647985.0,-702462.0,-959973.0
22875,1697381411432,3.39404749E9,647317.0,-702973.0,-959708.0
22876,1697381411544,3.39416064E9,647907.0,-702578.0,-959529.0
22877,1697381411658,3.39427379E9,648261.0,-702333.0,-959639.0
22878,1697381411771,3.3943872E9,646957.0,-703181.0,-960036.0
22879,1697381411885,3.39450035E9,648106.0,-702588.0,-959742.0
22880,1697381411999,3.3946135E9,647256.0,-702863.0,-959961.0
22881,1697381412111,3.39472666E9,647514.0,-703322.0,-959936.0
22882,1697381412223,3.39483981E9,648246.0,-703135.0,-959320.0
22883,1697381412338,3.39495296E9,647250.0,-702086.0,-959635.0
22884,1697381412451,3.39506637E9,647360.0,-702949.0,-959870.0
22885,1697381412564,3.39517952E9,647769.0,-702644.0,-959335.0
22886,1697381412676,3.39529267E9,647521.0,-703096.0,-959612.0
22887,1697381412790,3.39540582E9,647648.0,-702775.0,-960217.0
22888,1697381412903,3.39551898E9,647665.0,-702318.0,-959533.0
22889,1697381413016,3.39563213E9,647265.0,-702844.0,-959669.0
22890,1697381413130,3.39574554E9,647067.0,-703276.0,-959506.0
22891,1697381413243,3.39585869E9,647615.0,-702816.0,-959680.0
22892,1697381413355,3.39597184E9,646892.0,-702561.0,-958919.0
22893,1697381413469,3.39608499E9,646907.0,-703016.0,-959904.0
22894,1697381413582,3.39619814E9,647477.0,-702747.0,-959933.0
22895,1697381413695,3.3963113E9,646773.0,-702495.0,-959956.0
22896,1697381413808,3.3964247E9,647063.0,-703168.0,-960079.0
22897,1697381413922,3.39653786E9,646688.0,-702589.0,-959613.0
22898,1697381414035,3.39665101E9,646645.0,-702704.0,-959912.0
22899,1697381414149,3.39676416E9,647233.0,-703101.0,-960046.0
22900,1697381414262,3.39687731E9,647070.0,-703023.0,-959424.0
22901,1697381414374,3.39699046E9,647092.0,-703022.0,-959415.0
22902,1697381414488,3.39710387E9,647184.0,-703056.0,-960169.0
22903,1697381414601,3.39721702E9,647247.0,-702560.0,-959255.0
22904,1697381414714,3.39733018E9,646617.0,-702924.0,-959555.0
22905,1697381414827,3.39744333E9,647542.0,-702594.0,-959729.0
22906,1697381414942,3.39755648E9,647315.0,-702727.0,-959826.0
22907,1697381415054,3.39766963E9,646807.0,-703108.0,-960247.0
22908,1697381415167,3.39778304E9,647671.0,-702588.0,-959963.0
22909,1697381415280,3.39789619E9,646960.0,-702396.0,-959917.0
22910,1697381415394,3.39800934E9,647146.0,-702676.0,-960161.0
22911,1697381415507,3.3981225E9,647778.0,-702682.0,-959991.0
22912,1697381415620,3.39823565E9,647638.0,-702886.0,-959321.0
22913,1697381415732,3.3983488E9,646972.0,-702788.0,-960215.0
22914,1697381415846,3.39846195E9,647422.0,-702748.0,-959603.0
22915,1697381415959,3.39857536E9,647114.0,-702908.0,-959764.0
22916,1697381416073,3.39868851E9,647114.0,-702696.0,-960097.0
22917,1697381416186,3.39880166E9,647705.0,-702546.0,-959975.0
22918,1697381416300,3.39891482E9,646964.0,-702361.0,-959669.0
22919,1697381416412,3.39902797E9,646875.0,-703175.0,-960916.0
22920,1697381416525,3.39914112E9,647649.0,-702332.0,-959807.0
22921,1697381416638,3.39925453E9,646506.0,-702906.0,-959554.0
22922,1697381416751,3.39936768E9,647046.0,-702768.0,-960067.0
22923,1697381416864,3.39948083E9,647259.0,-702572.0,-960122.0
22924,1697381416977,3.39959398E9,646774.0,-702910.0,-959926.0
22925,1697381417092,3.39970714E9,647146.0,-702542.0,-959960.0
22926,1697381417204,3.39982029E9,646835.0,-702416.0,-959643.0
22927,1697381417318,3.39993344E9,646619.0,-703064.0,-960274.0
22928,1697381417431,3.40004685E9,647366.0,-702186.0,-960814.0
22929,1697381417544,3.40016E9,647224.0,-702884.0,-959900.0
22930,1697381417657,3.40027315E9,646680.0,-702833.0,-960112.0
22931,1697381417770,3.4003863E9,647033.0,-702779.0,-960224.0
22932,1697381417883,3.40049946E9,646485.0,-702741.0,-959889.0
22933,1697381417997,3.40061261E9,646600.0,-702832.0,-960032.0
22934,1697381418109,3.40072576E9,646982.0,-702521.0,-960270.0
22935,1697381418224,3.40083891E9,646885.0,-702754.0,-960007.0
22936,1697381418336,3.40095206E9,646652.0,-703007.0,-960480.0
22937,1697381418449,3.40106547E9,646866.0,-702501.0,-960127.0
22938,1697381418563,3.40117862E9,646524.0,-702694.0,-959892.0
22939,1697381418676,3.40129178E9,646811.0,-702697.0,-960507.0
22940,1697381418790,3.40140493E9,646859.0,-702604.0,-959895.0
22941,1697381418902,3.40151808E9,646886.0,-702610.0,-959801.0
22942,1697381419016,3.40163123E9,646336.0,-702962.0,-960788.0
22943,1697381419129,3.40174438E9,646990.0,-702994.0,-960014.0
22944,1697381419242,3.40185754E9,646103.0,-702548.0,-959971.0
22945,1697381419355,3.40197069E9,646965.0,-702803.0,-960064.0
22946,1697381419469,3.4020841E9,647299.0,-702472.0,-959954.0
22947,1697381419582,3.40219725E9,646947.0,-703225.0,-959940.0
22948,1697381419695,3.4023104E9,646819.0,-702363.0,-960531.0
22949,1697381419807,3.40242355E9,647140.0,-702265.0,-959640.0
22950,1697381419922,3.4025367E9,646459.0,-702767.0,-960611.0
22951,1697381420035,3.40264986E9,647093.0,-702671.0,-960201.0
22952,1697381420147,3.40276301E9,646999.0,-702324.0,-959531.0
22953,1697381420260,3.40287616E9,646497.0,-702816.0,-960743.0
22954,1697381420373,3.40298931E9,646310.0,-702569.0,-960187.0
22955,1697381420486,3.40310246E9,646540.0,-702782.0,-959840.0
22956,1697381420600,3.40321587E9,646573.0,-702605.0,-960507.0
22957,1697381420713,3.40332902E9,646470.0,-702860.0,-960641.0
22958,1697381420826,3.40344218E9,646656.0,-702785.0,-960149.0
22959,1697381420939,3.40355533E9,646749.0,-702864.0,-960295.0
22960,1697381421053,3.40366848E9,646765.0,-703301.0,-961229.0
22961,1697381421165,3.40378163E9,646353.0,-702855.0,-960072.0
22962,1697381421279,3.40389478E9,645944.0,-703159.0,-960553.0
22963,1697381421391,3.40400794E9,647353.0,-702458.0,-960469.0
22964,1697381421506,3.40412109E9,646649.0,-703190.0,-959885.0
22965,1697381421618,3.4042345E9,646353.0,-702797.0,-960172.0
22966,1697381421731,3.40434765E9,646773.0,-702482.0,-960102.0
22967,1697381421846,3.4044608E9,646540.0,-702755.0,-960071.0
22968,1697381421957,3.40457395E9,646821.0,-703300.0,-960452.0
22969,1697381422070,3.4046871E9,646835.0,-703126.0,-960035.0
22970,1697381422185,3.40480026E9,646581.0,-702558.0,-960048.0
22971,1697381422298,3.40491341E9,646555.0,-702987.0,-960485.0
22972,1697381422411,3.40502656E9,646561.0,-702544.0,-960135.0
22973,1697381422524,3.40513971E9,646355.0,-703031.0,-960146.0
22974,1697381422637,3.40525312E9,646147.0,-702547.0,-960049.0
22975,1697381422750,3.40536627E9,647107.0,-702676.0,-960209.0
22976,1697381422863,3.40547942E9,646214.0,-702900.0,-960238.0
22977,1697381422978,3.40559258E9,646502.0,-702635.0,-960570.0
22978,1697381423090,3.40570573E9,647209.0,-702692.0,-960289.0
22979,1697381423202,3.40581888E9,646005.0,-702884.0,-960084.0
22980,1697381423315,3.40593203E9,646518.0,-703202.0,-960516.0
22981,1697381423430,3.40604518E9,647237.0,-702365.0,-959871.0
22982,1697381423542,3.40615834E9,645844.0,-703355.0,-960567.0
22983,1697381423655,3.40627149E9,646568.0,-703364.0,-960155.0
22984,1697381423769,3.40638464E9,646575.0,-702856.0,-959988.0
22985,1697381423882,3.40649805E9,646078.0,-703373.0,-960723.0
22986,1697381423995,3.4066112E9,646312.0,-703003.0,-960636.0
22987,1697381424108,3.40672435E9,646877.0,-702786.0,-960255.0
22988,1697381424222,3.4068375E9,645879.0,-703087.0,-960529.0
22989,1697381424335,3.40695066E9,646759.0,-703015.0,-960152.0
22990,1697381424448,3.40706381E9,646577.0,-703011.0,-959833.0
22991,1697381424561,3.40717696E9,645770.0,-703354.0,-960625.0
22992,1697381424674,3.40729011E9,646799.0,-702286.0,-960278.0
22993,1697381424787,3.40740326E9,646268.0,-702629.0,-960687.0
22994,1697381424901,3.40751642E9,646694.0,-702973.0,-960774.0
22995,1697381425013,3.40762957E9,647400.0,-702914.0,-960392.0
22996,1697381425128,3.40774272E9,646258.0,-702949.0,-959913.0
22997,1697381425239,3.40785613E9,646216.0,-703152.0,-960518.0
22998,1697381425354,3.40796928E9,646572.0,-702808.0,-960029.0
22999,1697381425466,3.40808243E9,646299.0,-703452.0,-960191.0
23000,1697381425579,3.40819558E9,646306.0,-703074.0,-960417.0
23001,1697381425693,3.40830874E9,646685.0,-702968.0,-960426.0
23002,1697381425805,3.40842189E9,645471.0,-703419.0,-959942.0
23003,1697381425918,3.40853504E9,646410.0,-702979.0,-959948.0
23004,1697381426032,3.40864819E9,647018.0,-703330.0,-959864.0
23005,1697381426145,3.40876134E9,646709.0,-702823.0,-960530.0
23006,1697381426260,3.4088745E9,646803.0,-703211.0,-960717.0
23007,1697381426372,3.40898765E9,646651.0,-703201.0,-959545.0
23008,1697381426485,3.4091008E9,645786.0,-703385.0,-960752.0
23009,1697381426599,3.40921395E9,647104.0,-703370.0,-960902.0
23010,1697381426711,3.4093271E9,646666.0,-702449.0,-960374.0
23011,1697381426825,3.40944026E9,646405.0,-703370.0,-960277.0
23012,1697381426938,3.40955341E9,647100.0,-703063.0,-960781.0
23013,1697381427050,3.40966682E9,646911.0,-702711.0,-960495.0
23014,1697381427164,3.40977997E9,646108.0,-703252.0,-961045.0
23015,1697381427278,3.40989312E9,646537.0,-702989.0,-960642.0
23016,1697381427390,3.41000627E9,646689.0,-703027.0,-959880.0
23017,1697381427504,3.41011942E9,646342.0,-703277.0,-960832.0
23018,1697381427616,3.41023258E9,647063.0,-702318.0,-960481.0
23019,1697381427730,3.41034573E9,646072.0,-703094.0,-960489.0
23020,1697381427843,3.41045888E9,645937.0,-702884.0,-960773.0
23021,1697381427957,3.41057203E9,646245.0,-702686.0,-960398.0
23022,1697381428070,3.41068518E9,646125.0,-703044.0,-960412.0
23023,1697381428183,3.41079834E9,646198.0,-702676.0,-961033.0
23024,1697381428297,3.41091149E9,646837.0,-702869.0,-960318.0
23025,1697381428410,3.41102464E9,646233.0,-702892.0,-960200.0
23026,1697381428522,3.41113779E9,646357.0,-703550.0,-960811.0
23027,1697381428634,3.41125094E9,646793.0,-702780.0,-960089.0
23028,1697381428748,3.4113641E9,646485.0,-703451.0,-960007.0
23029,1697381428862,3.4114775E9,646646.0,-703262.0,-960752.0
23030,1697381428974,3.41159066E9,646555.0,-702613.0,-960376.0
23031,1697381429088,3.41170381E9,646377.0,-703264.0,-960563.0
23032,1697381429201,3.41181696E9,646758.0,-703009.0,-961134.0
23033,1697381429314,3.41193011E9,645938.0,-703136.0,-960267.0
23034,1697381429428,3.41204326E9,645822.0,-703232.0,-961116.0
23035,1697381429540,3.41215642E9,646727.0,-702997.0,-960178.0
23036,1697381429653,3.41226957E9,646937.0,-702759.0,-960270.0
23037,1697381429767,3.41238272E9,645531.0,-703406.0,-960330.0
23038,1697381429880,3.41249587E9,646829.0,-702742.0,-960839.0
23039,1697381429993,3.41260902E9,646336.0,-702722.0,-960644.0
23040,1697381430105,3.41272218E9,646164.0,-703012.0,-960634.0
23041,1697381430221,3.41283533E9,646864.0,-702740.0,-960310.0
23042,1697381430333,3.41294848E9,646342.0,-702826.0,-960381.0
23043,1697381430446,3.41306189E9,645635.0,-703185.0,-960804.0
23044,1697381430559,3.41317504E9,646536.0,-702968.0,-959913.0
23045,1697381430671,3.41328819E9,646207.0,-702736.0,-960776.0
23046,1697381430785,3.41340134E9,646261.0,-702689.0,-961186.0
23047,1697381430898,3.4135145E9,646695.0,-702429.0,-960523.0
23048,1697381431013,3.41362765E9,646400.0,-703046.0,-960693.0
23049,1697381431124,3.4137408E9,646027.0,-703057.0,-960527.0
23050,1697381431238,3.41385395E9,646422.0,-702824.0,-960529.0
23051,1697381431350,3.4139671E9,645861.0,-703194.0,-960900.0
23052,1697381431464,3.41408026E9,646139.0,-703127.0,-960515.0
23053,1697381431578,3.41419341E9,646927.0,-702338.0,-960030.0
23054,1697381431691,3.41430656E9,646045.0,-703303.0,-960815.0
23055,1697381431803,3.41441971E9,646059.0,-702802.0,-960812.0
23056,1697381431917,3.41453286E9,646704.0,-703150.0,-960364.0
23057,1697381432030,3.41464602E9,646224.0,-703281.0,-960516.0
23058,1697381432143,3.41475917E9,646271.0,-703309.0,-960805.0
23059,1697381432256,3.41487232E9,646509.0,-702933.0,-960495.0
23060,1697381432369,3.41498547E9,646531.0,-703057.0,-960589.0
23061,1697381432483,3.41509888E9,646465.0,-703197.0,-960888.0
23062,1697381432596,3.41521203E9,646577.0,-702879.0,-960350.0
23063,1697381432709,3.41532518E9,645772.0,-703312.0,-961037.0
23064,1697381432823,3.41543834E9,646725.0,-703245.0,-960585.0
23065,1697381432936,3.41555149E9,646112.0,-702067.0,-960024.0
23066,1697381433049,3.41566464E9,646128.0,-703426.0,-961415.0
23067,1697381433163,3.41577779E9,646858.0,-702794.0,-960706.0
23068,1697381433275,3.41589094E9,646037.0,-703169.0,-960513.0
23069,1697381433388,3.4160041E9,646146.0,-702823.0,-961320.0
23070,1697381433501,3.41611725E9,646744.0,-703253.0,-960387.0
23071,1697381433614,3.4162304E9,646331.0,-703269.0,-960700.0
23072,1697381433728,3.41634355E9,646189.0,-703273.0,-961282.0
23073,1697381433842,3.4164567E9,646223.0,-703482.0,-960433.0
23074,1697381433954,3.41656986E9,646349.0,-703378.0,-960315.0
23075,1697381434068,3.41668301E9,645547.0,-703138.0,-960910.0
23076,1697381434180,3.41679642E9,646553.0,-702706.0,-960378.0
23077,1697381434293,3.41690957E9,645947.0,-703523.0,-960405.0
23078,1697381434406,3.41702272E9,646083.0,-702840.0,-961070.0
23079,1697381434520,3.41713587E9,646545.0,-702836.0,-960359.0
23080,1697381434633,3.41724902E9,645935.0,-703029.0,-960510.0
23081,1697381434747,3.41736218E9,646356.0,-703580.0,-960965.0
23082,1697381434859,3.41747533E9,646722.0,-702775.0,-960678.0
23083,1697381434972,3.41758848E9,646242.0,-703568.0,-960902.0
23084,1697381435085,3.41770163E9,646202.0,-703003.0,-960988.0
23085,1697381435199,3.41781478E9,645931.0,-702756.0,-960415.0
23086,1697381435312,3.41792794E9,646174.0,-702981.0,-961273.0
23087,1697381435426,3.41804109E9,646591.0,-703488.0,-961043.0
23088,1697381435538,3.41815424E9,646311.0,-702765.0,-960217.0
23089,1697381435653,3.41826739E9,646305.0,-703215.0,-961235.0
23090,1697381435765,3.4183808E9,646561.0,-703200.0,-961007.0
23091,1697381435877,3.41849395E9,646435.0,-702951.0,-960703.0
23092,1697381435990,3.4186071E9,645276.0,-703221.0,-960936.0
23093,1697381436105,3.41872026E9,646891.0,-702967.0,-960432.0
23094,1697381436218,3.41883341E9,646088.0,-702953.0,-960534.0
23095,1697381436331,3.41894656E9,646362.0,-702798.0,-961089.0
23096,1697381436444,3.41905971E9,646604.0,-702652.0,-960593.0
23097,1697381436556,3.41917286E9,646350.0,-702803.0,-960377.0
23098,1697381436670,3.41928602E9,645398.0,-702994.0,-960771.0
23099,1697381436783,3.41939917E9,646439.0,-703318.0,-960396.0
23100,1697381436896,3.41951232E9,645952.0,-702971.0,-960562.0
23101,1697381437010,3.41962573E9,646049.0,-703521.0,-961240.0
23102,1697381437122,3.41973888E9,646469.0,-702630.0,-960562.0
23103,1697381437235,3.41985203E9,645908.0,-703245.0,-960749.0
23104,1697381437348,3.41996518E9,646091.0,-702799.0,-960775.0
23105,1697381437463,3.42007834E9,646639.0,-702774.0,-960904.0
23106,1697381437576,3.42019149E9,646002.0,-703425.0,-960751.0
23107,1697381437689,3.42030464E9,645855.0,-703218.0,-961164.0
23108,1697381437801,3.42041779E9,646402.0,-702913.0,-960204.0
23109,1697381437916,3.42053094E9,645481.0,-703775.0,-960999.0
23110,1697381438028,3.42064435E9,646172.0,-703241.0,-961316.0
23111,1697381438141,3.4207575E9,646669.0,-703286.0,-961034.0
23112,1697381438254,3.42087066E9,646034.0,-703244.0,-961093.0
23113,1697381438368,3.42098381E9,646976.0,-703064.0,-960775.0
23114,1697381438480,3.42109696E9,646218.0,-703383.0,-960380.0
23115,1697381438594,3.42121011E9,645536.0,-703703.0,-961211.0
23116,1697381438707,3.42132326E9,646395.0,-702616.0,-960780.0
23117,1697381438820,3.42143642E9,646102.0,-703103.0,-960880.0
23118,1697381438934,3.42154957E9,645516.0,-703076.0,-961105.0
23119,1697381439047,3.42166272E9,646370.0,-703494.0,-961152.0
23120,1697381439160,3.42177613E9,646062.0,-702957.0,-961381.0
23121,1697381439273,3.42188928E9,645666.0,-703571.0,-960928.0
23122,1697381439386,3.42200243E9,646203.0,-702651.0,-960822.0
23123,1697381439500,3.42211558E9,645760.0,-703123.0,-960828.0
23124,1697381439613,3.42222874E9,646199.0,-703345.0,-961445.0
23125,1697381439726,3.42234189E9,646207.0,-703337.0,-960459.0
23126,1697381439838,3.42245504E9,645867.0,-703378.0,-960734.0
23127,1697381439952,3.42256819E9,645904.0,-703677.0,-961170.0
23128,1697381440065,3.42268134E9,646702.0,-702872.0,-960767.0
23129,1697381440179,3.4227945E9,645461.0,-703359.0,-960985.0
23130,1697381440293,3.4229079E9,646122.0,-703104.0,-961194.0
23131,1697381440404,3.42302106E9,646300.0,-703186.0,-960737.0
23132,1697381440519,3.42313421E9,645814.0,-703146.0,-960435.0
23133,1697381440632,3.42324736E9,646429.0,-703135.0,-960855.0
23134,1697381440744,3.42336051E9,646427.0,-703480.0,-961005.0
23135,1697381440857,3.42347366E9,645798.0,-703022.0,-960931.0
23136,1697381440971,3.42358682E9,646154.0,-702017.0,-961062.0
23137,1697381441084,3.42369997E9,646215.0,-702604.0,-960933.0
23138,1697381441197,3.42381312E9,646092.0,-702539.0,-961039.0
23139,1697381441310,3.42392627E9,646568.0,-702746.0,-961349.0
23140,1697381441423,3.42403968E9,646083.0,-702678.0,-960623.0
23141,1697381441538,3.42415283E9,645118.0,-702557.0,-961322.0
23142,1697381441650,3.42426598E9,646714.0,-702571.0,-961226.0
23143,1697381441764,3.42437914E9,646047.0,-702395.0,-961033.0
23144,1697381441875,3.42449229E9,645608.0,-702908.0,-961029.0
23145,1697381441990,3.42460544E9,646412.0,-702114.0,-960707.0
23146,1697381442102,3.42471859E9,645428.0,-702173.0,-960693.0
23147,1697381442215,3.42483174E9,645763.0,-702629.0,-961140.0
23148,1697381442329,3.4249449E9,646633.0,-702018.0,-960606.0
23149,1697381442442,3.42505805E9,646002.0,-703055.0,-961197.0
23150,1697381442555,3.4251712E9,645447.0,-702900.0,-961166.0
23151,1697381442669,3.42528435E9,645959.0,-702469.0,-960602.0
23152,1697381442781,3.42539776E9,645980.0,-702503.0,-960875.0
23153,1697381442894,3.42551091E9,645533.0,-702363.0,-961482.0
23154,1697381443008,3.42562406E9,646208.0,-702417.0,-960923.0
23155,1697381443122,3.42573722E9,645299.0,-702641.0,-960570.0
23156,1697381443235,3.42585037E9,645986.0,-702200.0,-961239.0
23157,1697381443347,3.42596352E9,646354.0,-702458.0,-961067.0
23158,1697381443461,3.42607667E9,645680.0,-702452.0,-960605.0
23159,1697381443574,3.42618982E9,645519.0,-702794.0,-960781.0
23160,1697381443687,3.42630298E9,646120.0,-702137.0,-960703.0
23161,1697381443800,3.42641613E9,645738.0,-702986.0,-960915.0
23162,1697381443913,3.42652928E9,646039.0,-702095.0,-961164.0
23163,1697381444026,3.42664269E9,646181.0,-702104.0,-960761.0
23164,1697381444140,3.42675584E9,645782.0,-702777.0,-961352.0
23165,1697381444253,3.42686899E9,646218.0,-702284.0,-961233.0
23166,1697381444366,3.42698214E9,645843.0,-702401.0,-960532.0
23167,1697381444479,3.4270953E9,645937.0,-703013.0,-961158.0
23168,1697381444592,3.42720845E9,646456.0,-703046.0,-961570.0
23169,1697381444706,3.4273216E9,645892.0,-702022.0,-960999.0
23170,1697381444820,3.42743475E9,645901.0,-702465.0,-961056.0
23171,1697381444933,3.4275479E9,646554.0,-702547.0,-961146.0
23172,1697381445044,3.42766106E9,645437.0,-702482.0,-960750.0
23173,1697381445159,3.42777421E9,645963.0,-702479.0,-961445.0
23174,1697381445271,3.42788736E9,646369.0,-702498.0,-961338.0
23175,1697381445385,3.42800051E9,645694.0,-702412.0,-960711.0
23176,1697381445498,3.42811392E9,645812.0,-702352.0,-961007.0
23177,1697381445611,3.42822707E9,646429.0,-702179.0,-960607.0
23178,1697381445724,3.42834022E9,645683.0,-702788.0,-960799.0
23179,1697381445837,3.42845338E9,646194.0,-703022.0,-961007.0
23180,1697381445950,3.42856653E9,646375.0,-702065.0,-960883.0
23181,1697381446064,3.42867968E9,645734.0,-702948.0,-961254.0
23182,1697381446176,3.42879283E9,645731.0,-702585.0,-961191.0
23183,1697381446289,3.42890598E9,646319.0,-702438.0,-960990.0
23184,1697381446403,3.42901914E9,645505.0,-702590.0,-960925.0
23185,1697381446516,3.42913229E9,645831.0,-702440.0,-961295.0
23186,1697381446630,3.42924544E9,645700.0,-702527.0,-960747.0
23187,1697381446743,3.42935859E9,645367.0,-702641.0,-961571.0
23188,1697381446855,3.42947174E9,645696.0,-702571.0,-961262.0
23189,1697381446968,3.4295849E9,646083.0,-702226.0,-960665.0
23190,1697381447082,3.42969805E9,645809.0,-703003.0,-961346.0
23191,1697381447195,3.4298112E9,645729.0,-702475.0,-960811.0
23192,1697381447308,3.42992461E9,645956.0,-702958.0,-961092.0
23193,1697381447421,3.43003776E9,645456.0,-702546.0,-961607.0
23194,1697381447534,3.43015091E9,645760.0,-702853.0,-961250.0
23195,1697381447649,3.43026406E9,645811.0,-702346.0,-961165.0
23196,1697381447760,3.43037722E9,645778.0,-702325.0,-961728.0
23197,1697381447874,3.43049037E9,645735.0,-702219.0,-961157.0
23198,1697381447987,3.43060352E9,645821.0,-702813.0,-960939.0
23199,1697381448102,3.43071667E9,645513.0,-702307.0,-961245.0
23200,1697381448214,3.43082982E9,646012.0,-702485.0,-960855.0
23201,1697381448327,3.43094298E9,645657.0,-702601.0,-961230.0
23202,1697381448440,3.43105613E9,645795.0,-702959.0,-960967.0
23203,1697381448554,3.43116928E9,645808.0,-702489.0,-960646.0
23204,1697381448667,3.43128269E9,645226.0,-702512.0,-960817.0
23205,1697381448780,3.43139584E9,645978.0,-702556.0,-961375.0
23206,1697381448893,3.43150899E9,645869.0,-702320.0,-960938.0
23207,1697381449007,3.43162214E9,645619.0,-702856.0,-960907.0
23208,1697381449120,3.4317353E9,646079.0,-702610.0,-960945.0
23209,1697381449233,3.43184845E9,645819.0,-702825.0,-960599.0
23210,1697381449345,3.4319616E9,645463.0,-702736.0,-960987.0
23211,1697381449459,3.43207475E9,646244.0,-702962.0,-960939.0
23212,1697381449571,3.4321879E9,645831.0,-702164.0,-960930.0
23213,1697381449686,3.43230106E9,645314.0,-702077.0,-961605.0
23214,1697381449799,3.43241421E9,646079.0,-702391.0,-961159.0
23215,1697381449911,3.43252736E9,645645.0,-702576.0,-961238.0
23216,1697381450025,3.43264051E9,645687.0,-702094.0,-961397.0
23217,1697381450138,3.43275392E9,646282.0,-702499.0,-961443.0
23218,1697381450251,3.43286707E9,645567.0,-702451.0,-960779.0
23219,1697381450364,3.43298022E9,644961.0,-702742.0,-961400.0
23220,1697381450478,3.43309338E9,645903.0,-702259.0,-960940.0
23221,1697381450591,3.43320653E9,645485.0,-702497.0,-960488.0
23222,1697381450704,3.43331968E9,645568.0,-702533.0,-961162.0
23223,1697381450817,3.43343283E9,646256.0,-702892.0,-961052.0
23224,1697381450929,3.43354598E9,645328.0,-702485.0,-961444.0
23225,1697381451043,3.43365914E9,645131.0,-702649.0,-961096.0
23226,1697381451157,3.43377229E9,645924.0,-702675.0,-960154.0
23227,1697381451270,3.43388544E9,645498.0,-702251.0,-960841.0
23228,1697381451382,3.43399859E9,646294.0,-702985.0,-961382.0
23229,1697381451496,3.43411174E9,645606.0,-702240.0,-960742.0
23230,1697381451608,3.43422515E9,645066.0,-703015.0,-961419.0
23231,1697381451721,3.4343383E9,646087.0,-702930.0,-961355.0
23232,1697381451836,3.43445146E9,645760.0,-702693.0,-960770.0
23233,1697381451949,3.43456461E9,645021.0,-702732.0,-961439.0
23234,1697381452061,3.43467776E9,646418.0,-702522.0,-961392.0
23235,1697381452176,3.43479091E9,645716.0,-702597.0,-961289.0
23236,1697381452287,3.43490406E9,645494.0,-703008.0,-961512.0
23237,1697381452401,3.43501722E9,645843.0,-702890.0,-960655.0
23238,1697381452515,3.43513037E9,645639.0,-702490.0,-960878.0
23239,1697381452628,3.43524352E9,645036.0,-702837.0,-961660.0
23240,1697381452741,3.43535667E9,645282.0,-702414.0,-961644.0
23241,1697381452854,3.43546982E9,645743.0,-702440.0,-960753.0
23242,1697381452968,3.43558298E9,645222.0,-702610.0,-961178.0
23243,1697381453081,3.43569613E9,645896.0,-701973.0,-960869.0
23244,1697381453193,3.43580928E9,645191.0,-702483.0,-961147.0
23245,1697381453306,3.43592243E9,645304.0,-702833.0,-961184.0
23246,1697381453419,3.43603558E9,645855.0,-702674.0,-960605.0
23247,1697381453534,3.43614874E9,645677.0,-702535.0,-960828.0
23248,1697381453647,3.43626189E9,646031.0,-702991.0,-961655.0
23249,1697381453759,3.4363753E9,646116.0,-702600.0,-960781.0
23250,1697381453872,3.43648845E9,645471.0,-702710.0,-960585.0
23251,1697381453985,3.4366016E9,645296.0,-702342.0,-961180.0
23252,1697381454099,3.43671475E9,645734.0,-702325.0,-961002.0
23253,1697381454212,3.4368279E9,645377.0,-702990.0,-960687.0
23254,1697381454325,3.43694106E9,645668.0,-702382.0,-961350.0
23255,1697381454438,3.43705421E9,646144.0,-702784.0,-960996.0
23256,1697381454552,3.43716736E9,644928.0,-702735.0,-961349.0
23257,1697381454664,3.43728051E9,645582.0,-702827.0,-961545.0
23258,1697381454778,3.43739366E9,645599.0,-702698.0,-960509.0
23259,1697381454891,3.43750682E9,645745.0,-703090.0,-961273.0
23260,1697381455003,3.43761997E9,645996.0,-702844.0,-961856.0
23261,1697381455116,3.43773312E9,645350.0,-702416.0,-960731.0
23262,1697381455230,3.43784627E9,645741.0,-702750.0,-961326.0
23263,1697381455344,3.43795942E9,646151.0,-702025.0,-960975.0
23264,1697381455457,3.43807258E9,646005.0,-702469.0,-960542.0
23265,1697381455569,3.43818573E9,645120.0,-702569.0,-961105.0
23266,1697381455683,3.43829888E9,645442.0,-702653.0,-961462.0
23267,1697381455796,3.43841203E9,645260.0,-702184.0,-961136.0
23268,1697381455909,3.43852518E9,645494.0,-702507.0,-961408.0
23269,1697381456022,3.43863834E9,645287.0,-702481.0,-961514.0
23270,1697381456136,3.43875174E9,645257.0,-702318.0,-961181.0
23271,1697381456248,3.4388649E9,645415.0,-703012.0,-961191.0
23272,1697381456362,3.43897805E9,645928.0,-702135.0,-961045.0
23273,1697381456475,3.4390912E9,645049.0,-702857.0,-961170.0
23274,1697381456589,3.43920435E9,645359.0,-702695.0,-961456.0
23275,1697381456701,3.4393175E9,645862.0,-702524.0,-961246.0
23276,1697381456814,3.43943066E9,645539.0,-703169.0,-960723.0
