Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),635 (),Degraw (),tal ()
7419,1697379662292,1.64490394E9,622900.0,-705273.0,-980162.0
7420,1697379662405,1.64501722E9,623507.0,-705204.0,-980182.0
7421,1697379662518,1.64513037E9,623291.0,-705214.0,-980118.0
7422,1697379662633,1.64524352E9,623304.0,-705347.0,-980211.0
7423,1697379662745,1.64535667E9,623498.0,-705372.0,-979961.0
7424,1697379662857,1.64546982E9,623152.0,-705276.0,-979600.0
7425,1697379662971,1.64558298E9,622779.0,-705289.0,-980508.0
7426,1697379663085,1.64569613E9,623139.0,-705008.0,-980263.0
7427,1697379663197,1.64580941E9,623771.0,-704937.0,-979747.0
7428,1697379663311,1.64592256E9,622844.0,-705162.0,-980465.0
7429,1697379663424,1.64603571E9,623549.0,-704905.0,-980258.0
7430,1697379663536,1.64614886E9,623862.0,-705194.0,-980075.0
7431,1697379663649,1.64626202E9,623305.0,-705368.0,-980565.0
7432,1697379663763,1.64637517E9,624087.0,-705379.0,-980479.0
7433,1697379663876,1.64648832E9,623471.0,-705168.0,-979752.0
7434,1697379663989,1.64660147E9,623197.0,-705508.0,-980173.0
7435,1697379664103,1.64671462E9,623901.0,-705136.0,-980015.0
7436,1697379664215,1.64682778E9,623588.0,-705619.0,-980270.0
7437,1697379664329,1.64694106E9,623409.0,-705589.0,-980766.0
7438,1697379664442,1.64705421E9,624420.0,-705127.0,-980172.0
7439,1697379664555,1.64716736E9,623533.0,-705515.0,-980248.0
7440,1697379664669,1.64728051E9,623977.0,-705538.0,-980754.0
7441,1697379664781,1.64739366E9,623667.0,-704877.0,-980018.0
7442,1697379664894,1.64750682E9,622850.0,-705428.0,-980395.0
7443,1697379665008,1.64761997E9,623291.0,-705255.0,-980742.0
7444,1697379665121,1.64773325E9,624095.0,-705240.0,-980048.0
7445,1697379665234,1.6478464E9,623664.0,-705425.0,-980094.0
7446,1697379665347,1.64795955E9,623335.0,-705727.0,-980765.0
7447,1697379665461,1.6480727E9,623681.0,-705005.0,-980168.0
7448,1697379665574,1.64818586E9,623442.0,-704935.0,-980312.0
7449,1697379665688,1.64829901E9,623780.0,-704854.0,-980421.0
7450,1697379665800,1.64841216E9,623696.0,-705144.0,-980213.0
7451,1697379665914,1.64852531E9,623359.0,-705345.0,-980404.0
7452,1697379666027,1.64863846E9,623809.0,-705291.0,-980369.0
7453,1697379666140,1.64875174E9,624165.0,-704931.0,-980405.0
7454,1697379666253,1.6488649E9,623344.0,-705321.0,-980750.0
7455,1697379666365,1.64897805E9,624073.0,-705495.0,-980454.0
7456,1697379666479,1.6490912E9,624038.0,-705171.0,-980036.0
7457,1697379666592,1.64920435E9,623693.0,-705398.0,-979891.0
7458,1697379666705,1.6493175E9,624341.0,-704910.0,-980224.0
7459,1697379666820,1.64943066E9,623743.0,-705177.0,-980431.0
7460,1697379666932,1.64954381E9,623938.0,-705201.0,-980154.0
7461,1697379667045,1.64965696E9,624953.0,-705344.0,-980705.0
7462,1697379667157,1.64977011E9,624139.0,-705346.0,-979923.0
7463,1697379667272,1.64988326E9,623774.0,-705250.0,-980253.0
7464,1697379667385,1.64999642E9,624217.0,-705545.0,-980510.0
7465,1697379667498,1.65010957E9,624050.0,-705501.0,-980191.0
7466,1697379667611,1.65022285E9,623585.0,-705503.0,-980603.0
7467,1697379667724,1.650336E9,624342.0,-705482.0,-980356.0
7468,1697379667838,1.65044915E9,623863.0,-705105.0,-980241.0
7469,1697379667950,1.6505623E9,623835.0,-705097.0,-980250.0
7470,1697379668064,1.65067546E9,624465.0,-705151.0,-979983.0
7471,1697379668177,1.65078861E9,624163.0,-705327.0,-980349.0
7472,1697379668289,1.65090176E9,623980.0,-705055.0,-980832.0
7473,1697379668402,1.65101491E9,624676.0,-705281.0,-980002.0
7474,1697379668516,1.65112806E9,624172.0,-704962.0,-980074.0
7475,1697379668630,1.65124122E9,624138.0,-705311.0,-980312.0
7476,1697379668742,1.65135437E9,624758.0,-705190.0,-980188.0
7477,1697379668856,1.65146752E9,624480.0,-705522.0,-980555.0
7478,1697379668968,1.65158067E9,624679.0,-705822.0,-980566.0
7479,1697379669081,1.65169382E9,624831.0,-704968.0,-980125.0
7480,1697379669196,1.65180698E9,624145.0,-705800.0,-980245.0
7481,1697379669309,1.65192013E9,624501.0,-705469.0,-980660.0
7482,1697379669422,1.65203328E9,625310.0,-704853.0,-980172.0
7483,1697379669534,1.65214656E9,624563.0,-704712.0,-980675.0
7484,1697379669648,1.65225971E9,625373.0,-704588.0,-980435.0
7485,1697379669761,1.65237286E9,625634.0,-705119.0,-979621.0
7486,1697379669874,1.65248602E9,626308.0,-705818.0,-980283.0
7487,1697379669986,1.65259917E9,627277.0,-705473.0,-980837.0
7488,1697379670100,1.65271232E9,627854.0,-705285.0,-980535.0
7489,1697379670213,1.65282547E9,628493.0,-705730.0,-980311.0
7490,1697379670326,1.65293862E9,628854.0,-705102.0,-980887.0
7491,1697379670440,1.65305178E9,628248.0,-705477.0,-979917.0
7492,1697379670552,1.65316493E9,628563.0,-705844.0,-980224.0
7493,1697379670666,1.65327808E9,629228.0,-705352.0,-980244.0
7494,1697379670780,1.65339123E9,628180.0,-705363.0,-979876.0
7495,1697379670892,1.65350451E9,628862.0,-705772.0,-980809.0
7496,1697379671005,1.65361766E9,629095.0,-705184.0,-980335.0
7497,1697379671120,1.65373082E9,628548.0,-705037.0,-980590.0
7498,1697379671231,1.65384397E9,628760.0,-705791.0,-980528.0
7499,1697379671345,1.65395712E9,629025.0,-705333.0,-980290.0
7500,1697379671458,1.65407027E9,628796.0,-705572.0,-980402.0
7501,1697379671571,1.65418342E9,628794.0,-705218.0,-980648.0
7502,1697379671684,1.65429658E9,629515.0,-704924.0,-980004.0
7503,1697379671798,1.65440986E9,629214.0,-704685.0,-980405.0
7504,1697379671911,1.65452301E9,628650.0,-705085.0,-980606.0
7505,1697379672024,1.65463616E9,629543.0,-705026.0,-980213.0
7506,1697379672137,1.65474931E9,628940.0,-705813.0,-980391.0
7507,1697379672251,1.65486246E9,628719.0,-705363.0,-980369.0
7508,1697379672364,1.65497562E9,629458.0,-705130.0,-980218.0
7509,1697379672477,1.65508877E9,628895.0,-705225.0,-980325.0
7510,1697379672590,1.65520205E9,628740.0,-705475.0,-980460.0
7511,1697379672702,1.6553152E9,628768.0,-705469.0,-979540.0
7512,1697379672817,1.65542835E9,628394.0,-705420.0,-980480.0
7513,1697379672929,1.6555415E9,629199.0,-705672.0,-980546.0
7514,1697379673042,1.65565466E9,628927.0,-705573.0,-980243.0
7515,1697379673156,1.65576781E9,628761.0,-705422.0,-980214.0
7516,1697379673269,1.65588096E9,628809.0,-705417.0,-980282.0
7517,1697379673382,1.65599411E9,628578.0,-705557.0,-980416.0
7518,1697379673496,1.65610739E9,628414.0,-705041.0,-980226.0
7519,1697379673609,1.65622054E9,629068.0,-705074.0,-980594.0
7520,1697379673721,1.6563337E9,629275.0,-705419.0,-980318.0
7521,1697379673836,1.65644685E9,628218.0,-705551.0,-980388.0
7522,1697379673949,1.65656E9,629113.0,-704849.0,-980843.0
7523,1697379674062,1.65667315E9,628967.0,-705273.0,-979915.0
7524,1697379674175,1.65678643E9,628276.0,-704774.0,-980855.0
7525,1697379674287,1.65689958E9,629504.0,-704977.0,-980335.0
7526,1697379674401,1.65701274E9,629014.0,-705683.0,-980571.0
7527,1697379674513,1.65712589E9,627932.0,-705301.0,-981267.0
7528,1697379674627,1.65723904E9,629696.0,-705215.0,-980598.0
7529,1697379674740,1.65735219E9,628095.0,-704968.0,-980188.0
7530,1697379674854,1.65746547E9,628618.0,-705761.0,-980665.0
7531,1697379674966,1.65757862E9,629015.0,-705186.0,-979702.0
7532,1697379675079,1.65769178E9,628660.0,-705132.0,-980112.0
7533,1697379675193,1.65780493E9,628713.0,-705307.0,-980994.0
7534,1697379675305,1.65791808E9,629483.0,-705110.0,-980347.0
7535,1697379675419,1.65803123E9,628244.0,-705196.0,-980249.0
7536,1697379675532,1.65814451E9,628542.0,-705533.0,-980492.0
7537,1697379675645,1.65825766E9,628875.0,-705051.0,-979700.0
7538,1697379675758,1.65837082E9,628209.0,-705280.0,-979973.0
7539,1697379675871,1.65848397E9,629042.0,-705487.0,-981087.0
7540,1697379675986,1.65859712E9,629073.0,-704957.0,-980007.0
7541,1697379676098,1.65871027E9,628386.0,-705007.0,-980541.0
7542,1697379676211,1.65882342E9,629084.0,-705243.0,-980362.0
7543,1697379676324,1.65893658E9,628989.0,-705110.0,-980423.0
7544,1697379676437,1.65904973E9,628701.0,-705427.0,-980137.0
7545,1697379676551,1.65916288E9,628381.0,-705315.0,-980884.0
7546,1697379676664,1.65927616E9,629133.0,-705036.0,-979666.0
7547,1697379676777,1.65938931E9,628765.0,-705658.0,-980497.0
7548,1697379676891,1.65950246E9,628595.0,-705115.0,-980409.0
7549,1697379677005,1.65961562E9,628728.0,-705319.0,-979955.0
7550,1697379677116,1.65972877E9,628562.0,-705217.0,-980322.0
7551,1697379677230,1.65984192E9,628938.0,-705331.0,-980355.0
7552,1697379677343,1.65995507E9,628632.0,-705394.0,-979781.0
7553,1697379677455,1.66006822E9,628493.0,-705477.0,-980441.0
7554,1697379677570,1.66018138E9,629091.0,-705320.0,-980506.0
7555,1697379677682,1.66029466E9,628292.0,-705480.0,-980359.0
7556,1697379677796,1.66040781E9,628601.0,-705162.0,-980970.0
7557,1697379677909,1.66052096E9,629527.0,-705263.0,-980382.0
7558,1697379678022,1.66063411E9,628477.0,-704511.0,-980453.0
7559,1697379678136,1.66074726E9,628411.0,-705401.0,-980672.0
7560,1697379678249,1.66086042E9,628820.0,-704801.0,-980247.0
7561,1697379678361,1.6609737E9,628868.0,-704805.0,-979846.0
7562,1697379678475,1.66108685E9,628445.0,-704668.0,-980569.0
7563,1697379678587,1.6612E9,628670.0,-704641.0,-980269.0
7564,1697379678701,1.66131315E9,628134.0,-705156.0,-979793.0
7565,1697379678814,1.6614263E9,628150.0,-704635.0,-980329.0
7566,1697379678927,1.66153958E9,628346.0,-704693.0,-980126.0
7567,1697379679041,1.66165274E9,628455.0,-704835.0,-980671.0
7568,1697379679155,1.66176589E9,628070.0,-704621.0,-980787.0
7569,1697379679267,1.66187904E9,628941.0,-704640.0,-980251.0
7570,1697379679381,1.66199219E9,627744.0,-704841.0,-980342.0
7571,1697379679494,1.66210534E9,627892.0,-705067.0,-980500.0
7572,1697379679607,1.66221862E9,629012.0,-704600.0,-980127.0
7573,1697379679720,1.66233178E9,628201.0,-704631.0,-980839.0
7574,1697379679832,1.66244493E9,628499.0,-704518.0,-980636.0
7575,1697379679947,1.66255808E9,628877.0,-704489.0,-980257.0
7576,1697379680059,1.66267123E9,628510.0,-705034.0,-980392.0
7577,1697379680172,1.66278438E9,628520.0,-704738.0,-980563.0
7578,1697379680285,1.66289766E9,628669.0,-705437.0,-980223.0
7579,1697379680399,1.66301082E9,628109.0,-705064.0,-980456.0
7580,1697379680512,1.66312397E9,628821.0,-704660.0,-980762.0
7581,1697379680626,1.66323712E9,628588.0,-705064.0,-980348.0
7582,1697379680738,1.66335027E9,627600.0,-705140.0,-979975.0
7583,1697379680851,1.66346342E9,628263.0,-704766.0,-981016.0
7584,1697379680965,1.6635767E9,628361.0,-704621.0,-980562.0
7585,1697379681079,1.66368986E9,628252.0,-704735.0,-980256.0
7586,1697379681190,1.66380301E9,628745.0,-704218.0,-979998.0
7587,1697379681305,1.66391616E9,628310.0,-705149.0,-980454.0
7588,1697379681416,1.66402931E9,627918.0,-705443.0,-980178.0
7589,1697379681530,1.66414246E9,628879.0,-704558.0,-980290.0
7590,1697379681643,1.66425562E9,628193.0,-704330.0,-980052.0
7591,1697379681758,1.6643689E9,628263.0,-705155.0,-980818.0
7592,1697379681871,1.66448205E9,628864.0,-704163.0,-980337.0
7593,1697379681984,1.6645952E9,628292.0,-704839.0,-980202.0
7594,1697379682096,1.66470835E9,628140.0,-704802.0,-980638.0
7595,1697379682210,1.6648215E9,628360.0,-704729.0,-980395.0
7596,1697379682323,1.66493466E9,628041.0,-705064.0,-980048.0
7597,1697379682435,1.66504781E9,628110.0,-704595.0,-980514.0
7598,1697379682550,1.66516096E9,628550.0,-704871.0,-980063.0
7599,1697379682662,1.66527424E9,628180.0,-704849.0,-980493.0
7600,1697379682776,1.66538739E9,627649.0,-704919.0,-980266.0
7601,1697379682889,1.66550054E9,628507.0,-704810.0,-980728.0
7602,1697379683002,1.6656137E9,628177.0,-704773.0,-979954.0
7603,1697379683114,1.66572685E9,628087.0,-705203.0,-980705.0
7604,1697379683228,1.66584013E9,628544.0,-704620.0,-980098.0
7605,1697379683342,1.66595328E9,627914.0,-705137.0,-980378.0
7606,1697379683454,1.66606643E9,628292.0,-704895.0,-980540.0
7607,1697379683568,1.66617958E9,628486.0,-705106.0,-980059.0
7608,1697379683681,1.66629274E9,627662.0,-705067.0,-980280.0
7609,1697379683794,1.66640602E9,628435.0,-705260.0,-980321.0
7610,1697379683907,1.66651917E9,629372.0,-705092.0,-980303.0
7611,1697379684020,1.66663232E9,627635.0,-705008.0,-980375.0
7612,1697379684133,1.66674547E9,628055.0,-704837.0,-980516.0
7613,1697379684248,1.66685862E9,628461.0,-704670.0,-979947.0
7614,1697379684359,1.6669719E9,628371.0,-704758.0,-980239.0
7615,1697379684472,1.66708506E9,628403.0,-704911.0,-980685.0
7616,1697379684586,1.66719821E9,628737.0,-704950.0,-980273.0
7617,1697379684699,1.66731136E9,627801.0,-704834.0,-980243.0
7618,1697379684812,1.66742451E9,628482.0,-704758.0,-980537.0
7619,1697379684925,1.66753779E9,628358.0,-704553.0,-979903.0
7620,1697379685040,1.66765094E9,627341.0,-705728.0,-980403.0
7621,1697379685153,1.6677641E9,628959.0,-704770.0,-980403.0
7622,1697379685266,1.66787725E9,627868.0,-704608.0,-980463.0
7623,1697379685379,1.6679904E9,628034.0,-705064.0,-980358.0
7624,1697379685491,1.66810355E9,628410.0,-704956.0,-980609.0
7625,1697379685604,1.6682167E9,628397.0,-705200.0,-979610.0
7626,1697379685718,1.66832998E9,628248.0,-705194.0,-980347.0
7627,1697379685831,1.66844314E9,628207.0,-705072.0,-980621.0
7628,1697379685944,1.66855629E9,628159.0,-704846.0,-979890.0
7629,1697379686058,1.66866944E9,627912.0,-705197.0,-980519.0
7630,1697379686171,1.66878259E9,628304.0,-705146.0,-980239.0
7631,1697379686283,1.66889574E9,628309.0,-704646.0,-980139.0
7632,1697379686397,1.6690089E9,627988.0,-704802.0,-980053.0
7633,1697379686510,1.66912218E9,628704.0,-704788.0,-980555.0
7634,1697379686623,1.66923533E9,628465.0,-704959.0,-980292.0
7635,1697379686736,1.66934848E9,628074.0,-705553.0,-980247.0
7636,1697379686850,1.66946163E9,628603.0,-704498.0,-980356.0
7637,1697379686963,1.66957478E9,627866.0,-704668.0,-979821.0
7638,1697379687076,1.66968794E9,628141.0,-704998.0,-980451.0
7639,1697379687189,1.66980109E9,628287.0,-704740.0,-980267.0
7640,1697379687302,1.66991424E9,628201.0,-704931.0,-980141.0
7641,1697379687415,1.67002739E9,628152.0,-705281.0,-980476.0
7642,1697379687529,1.67014067E9,628276.0,-704695.0,-980385.0
7643,1697379687641,1.67025382E9,627803.0,-704988.0,-980574.0
7644,1697379687755,1.67036698E9,628303.0,-705173.0,-980269.0
7645,1697379687867,1.67048013E9,628558.0,-704691.0,-979951.0
7646,1697379687981,1.67059328E9,627821.0,-705383.0,-980415.0
7647,1697379688094,1.67070643E9,628301.0,-705021.0,-980442.0
7648,1697379688208,1.67081958E9,628675.0,-704647.0,-979553.0
7649,1697379688322,1.67093274E9,627629.0,-704691.0,-980312.0
7650,1697379688433,1.67104589E9,627846.0,-705001.0,-980702.0
7651,1697379688546,1.67115904E9,628331.0,-704786.0,-979543.0
7652,1697379688661,1.67127219E9,627880.0,-705236.0,-979555.0
7653,1697379688773,1.67138547E9,628624.0,-705383.0,-980597.0
7654,1697379688887,1.67149862E9,628205.0,-705061.0,-979945.0
7655,1697379689000,1.67161178E9,628152.0,-705440.0,-980027.0
7656,1697379689114,1.67172493E9,628444.0,-704899.0,-980378.0
7657,1697379689225,1.67183808E9,627832.0,-704835.0,-979659.0
7658,1697379689339,1.67195123E9,627470.0,-705232.0,-980705.0
7659,1697379689452,1.67206438E9,628373.0,-705313.0,-980436.0
7660,1697379689566,1.67217754E9,628138.0,-704765.0,-980174.0
7661,1697379689679,1.67229069E9,628418.0,-705039.0,-980538.0
7662,1697379689791,1.67240384E9,629227.0,-705062.0,-980193.0
7663,1697379689906,1.67251699E9,628215.0,-704954.0,-980110.0
7664,1697379690019,1.67263014E9,627751.0,-704950.0,-980135.0
7665,1697379690132,1.6727433E9,628449.0,-704835.0,-980484.0
7666,1697379690245,1.67285658E9,627632.0,-705655.0,-980344.0
7667,1697379690357,1.67296973E9,627873.0,-704728.0,-980377.0
7668,1697379690471,1.67308288E9,628309.0,-704883.0,-980103.0
7669,1697379690584,1.67319603E9,627608.0,-704799.0,-979860.0
7670,1697379690697,1.67330918E9,627908.0,-705232.0,-980422.0
7671,1697379690810,1.67342234E9,628413.0,-704921.0,-979795.0
7672,1697379690923,1.67353549E9,628315.0,-705428.0,-979602.0
7673,1697379691036,1.67364864E9,628821.0,-705191.0,-979904.0
7674,1697379691150,1.67376179E9,629102.0,-705319.0,-979463.0
7675,1697379691262,1.67387494E9,627998.0,-705231.0,-979999.0
7676,1697379691377,1.6739881E9,628298.0,-705007.0,-979790.0
7677,1697379691490,1.67410125E9,628435.0,-704709.0,-979050.0
7678,1697379691602,1.6742144E9,627948.0,-705544.0,-979620.0
7679,1697379691715,1.67432755E9,630463.0,-705239.0,-979575.0
7680,1697379691828,1.67444083E9,630229.0,-704031.0,-976246.0
7681,1697379691941,1.67455398E9,647615.0,-703652.0,-972276.0
7682,1697379692056,1.67466714E9,673669.0,-703030.0,-956088.0
7683,1697379692169,1.67478029E9,686959.0,-701370.0,-936579.0
7684,1697379692281,1.67489344E9,708817.0,-686094.0,-932141.0
7685,1697379692395,1.67500659E9,721517.0,-661278.0,-925818.0
7686,1697379692508,1.67511974E9,731998.0,-632198.0,-912402.0
7687,1697379692620,1.6752329E9,688721.0,-639730.0,-910054.0
7688,1697379692734,1.67534605E9,642148.0,-648277.0,-921026.0
7689,1697379692847,1.6754592E9,627309.0,-649517.0,-922641.0
7690,1697379692960,1.67557235E9,625490.0,-689833.0,-938721.0
7691,1697379693073,1.67568563E9,620653.0,-709365.0,-978369.0
7692,1697379693187,1.67579878E9,615163.0,-709371.0,-984898.0
7693,1697379693300,1.67591194E9,582222.0,-717503.0,-990610.0
7694,1697379693413,1.67602509E9,468650.0,-755377.0,-1002796.0
7695,1697379693527,1.67613824E9,-449995.0,-800982.0,-1028095.0
7696,1697379693639,1.67625139E9,-431677.0,-821378.0,-1074899.0
7697,1697379693753,1.67636454E9,-2452747.0,-863698.0,-1125725.0
7698,1697379693866,1.6764777E9,-3269570.0,-926614.0,-1291594.0
7699,1697379693978,1.67659085E9,-4481099.0,-940488.0,-1587038.0
7700,1697379694092,1.676704E9,-5150502.0,-1002408.0,-1737106.0
7701,1697379694204,1.67681715E9,-5207246.0,-1021335.0,-2613933.0
7702,1697379694319,1.6769303E9,-5768531.0,-1104109.0,-2738516.0
7703,1697379694431,1.67704346E9,-5947801.0,-1204557.0,-3734546.0
7704,1697379694544,1.67715661E9,-5806558.0,-1339948.0,-4110323.0
7705,1697379694658,1.67726976E9,-5761019.0,-1322715.0,-4241771.0
7706,1697379694771,1.67738304E9,-5576506.0,-1341261.0,-4480090.0
7707,1697379694884,1.67749619E9,-5523870.0,-1449152.0,-4402665.0
7708,1697379694998,1.67760934E9,-5529119.0,-1592212.0,-4514254.0
7709,1697379695110,1.6777225E9,-5648438.0,-1768240.0,-4534837.0
7710,1697379695223,1.67783565E9,-5660030.0,-1816415.0,-4531440.0
7711,1697379695337,1.6779488E9,-5733345.0,-1966007.0,-4579962.0
7712,1697379695450,1.67806195E9,-5956086.0,-2304857.0,-4624239.0
7713,1697379695562,1.6781751E9,-6062061.0,-2672277.0,-4564994.0
7714,1697379695676,1.67828826E9,-6092572.0,-2777070.0,-4645934.0
7715,1697379695790,1.67840141E9,-6129620.0,-2975801.0,-4722098.0
7716,1697379695903,1.67851456E9,-6146000.0,-3162611.0,-4753880.0
7717,1697379696016,1.67862771E9,-6242093.0,-3397219.0,-4753111.0
7718,1697379696128,1.67874086E9,-6264502.0,-3521396.0,-4743448.0
7719,1697379696243,1.67885414E9,-6285466.0,-3985622.0,-4776506.0
7720,1697379696354,1.6789673E9,-6297780.0,-4247954.0,-4811565.0
7721,1697379696467,1.67908045E9,-6292875.0,-4640522.0,-4845975.0
7722,1697379696581,1.6791936E9,-6287364.0,-4903367.0,-4858655.0
7723,1697379696696,1.67930675E9,-6193427.0,-5228415.0,-4821287.0
7724,1697379696807,1.6794199E9,-6299101.0,-5493574.0,-4826749.0
7725,1697379696920,1.67953306E9,-6276392.0,-5805378.0,-4878529.0
7726,1697379697035,1.67964621E9,-6242399.0,-6068846.0,-4878512.0
7727,1697379697147,1.67975936E9,-6226712.0,-6122356.0,-4856852.0
7728,1697379697260,1.67987251E9,-6219800.0,-6245926.0,-4851843.0
7729,1697379697373,1.67998566E9,-6300458.0,-6260472.0,-4837833.0
7730,1697379697487,1.68009894E9,-6297613.0,-6288992.0,-4841406.0
7731,1697379697601,1.6802121E9,-6352873.0,-6300665.0,-4839086.0
7732,1697379697712,1.68032525E9,-6304235.0,-6262349.0,-4826433.0
7733,1697379697826,1.6804384E9,-6292423.0,-6238514.0,-4803161.0
7734,1697379697939,1.68055155E9,-6316985.0,-6326309.0,-4805069.0
7735,1697379698053,1.6806647E9,-6297490.0,-6351946.0,-4810742.0
7736,1697379698167,1.68077786E9,-6312109.0,-6328628.0,-4847010.0
7737,1697379698278,1.68089101E9,-6299121.0,-6316841.0,-4868027.0
7738,1697379698392,1.68100416E9,-6332486.0,-6392717.0,-4838873.0
7739,1697379698505,1.68111731E9,-6344653.0,-6384384.0,-4861542.0
7740,1697379698619,1.68123046E9,-6325708.0,-6392154.0,-4847023.0
7741,1697379698731,1.68134374E9,-6325971.0,-6464141.0,-4837174.0
7742,1697379698845,1.6814569E9,-6338681.0,-6400511.0,-4845071.0
7743,1697379698958,1.68157005E9,-6306643.0,-6384712.0,-4851658.0
7744,1697379699072,1.6816832E9,-6308362.0,-6382856.0,-4849166.0
7745,1697379699185,1.68179635E9,-6304873.0,-6372130.0,-4861325.0
7746,1697379699297,1.6819095E9,-6267865.0,-6421182.0,-4851957.0
7747,1697379699411,1.68202266E9,-6303790.0,-6457298.0,-4861886.0
7748,1697379699524,1.68213581E9,-6251982.0,-6480581.0,-4845152.0
7749,1697379699637,1.68224896E9,-6270293.0,-6564005.0,-4854594.0
7750,1697379699750,1.68236224E9,-6236247.0,-6558062.0,-4871710.0
7751,1697379699863,1.68247539E9,-6249739.0,-6520113.0,-4843427.0
7752,1697379699976,1.68258854E9,-6224822.0,-6518210.0,-4841562.0
7753,1697379700090,1.6827017E9,-6253985.0,-6536664.0,-4860011.0
7754,1697379700203,1.68281485E9,-6294814.0,-6531006.0,-4852147.0
7755,1697379700315,1.682928E9,-6301600.0,-6516935.0,-4841447.0
7756,1697379700430,1.68304115E9,-6328199.0,-6520791.0,-4817942.0
7757,1697379700542,1.6831543E9,-6276489.0,-6537581.0,-4817002.0
7758,1697379700655,1.68326746E9,-6237616.0,-6571859.0,-4837619.0
7759,1697379700768,1.68338074E9,-6206892.0,-6586227.0,-4839562.0
7760,1697379700881,1.68349389E9,-6179256.0,-6601549.0,-4850293.0
7761,1697379700996,1.68360704E9,-6204516.0,-6623600.0,-4839302.0
7762,1697379701107,1.68372019E9,-6227529.0,-6613748.0,-4820662.0
7763,1697379701221,1.68383334E9,-6264411.0,-6583456.0,-4820035.0
7764,1697379701334,1.6839465E9,-6281922.0,-6548650.0,-4826283.0
7765,1697379701447,1.68405965E9,-6261977.0,-6527768.0,-4845936.0
7766,1697379701561,1.6841728E9,-6254664.0,-6511285.0,-4868527.0
7767,1697379701675,1.68428595E9,-6240803.0,-6514375.0,-4874095.0
7768,1697379701787,1.68439923E9,-6236251.0,-6541013.0,-4870082.0
7769,1697379701901,1.68451238E9,-6248633.0,-6576588.0,-4843639.0
7770,1697379702014,1.68462554E9,-6240824.0,-6593795.0,-4821779.0
7771,1697379702128,1.68473869E9,-6233476.0,-6597626.0,-4822128.0
7772,1697379702239,1.68485184E9,-6239000.0,-6574220.0,-4829961.0
7773,1697379702353,1.68496499E9,-6227603.0,-6552421.0,-4859491.0
7774,1697379702466,1.68507814E9,-6254333.0,-6521549.0,-4871066.0
7775,1697379702580,1.68519142E9,-6264404.0,-6503563.0,-4869446.0
7776,1697379702693,1.68530458E9,-6271600.0,-6517582.0,-4859397.0
7777,1697379702806,1.68541773E9,-6275960.0,-6526953.0,-4846083.0
7778,1697379702918,1.68553088E9,-6253744.0,-6550130.0,-4851364.0
7779,1697379703032,1.68564403E9,-6234800.0,-6568778.0,-4847403.0
7780,1697379703145,1.68575731E9,-6207620.0,-6587621.0,-4839869.0
7781,1697379703258,1.68587046E9,-6213937.0,-6584554.0,-4843404.0
7782,1697379703372,1.68598362E9,-6236195.0,-6565578.0,-4848938.0
7783,1697379703485,1.68609677E9,-6251771.0,-6546815.0,-4852674.0
7784,1697379703597,1.68620992E9,-6288199.0,-6521542.0,-4849108.0
7785,1697379703710,1.6863232E9,-6276303.0,-6503446.0,-4852655.0
7786,1697379703824,1.68643635E9,-6264674.0,-6511662.0,-4866585.0
7787,1697379703938,1.6865495E9,-6239171.0,-6524293.0,-4867402.0
7788,1697379704050,1.68666266E9,-6225175.0,-6554687.0,-4860071.0
7789,1697379704163,1.68677581E9,-6227314.0,-6563141.0,-4853229.0
7790,1697379704278,1.68688896E9,-6253221.0,-6570845.0,-4843354.0
7791,1697379704390,1.68700224E9,-6241107.0,-6573806.0,-4840358.0
7792,1697379704503,1.68711539E9,-6280382.0,-6537609.0,-4840233.0
7793,1697379704616,1.68722854E9,-6262226.0,-6518989.0,-4854787.0
7794,1697379704730,1.6873417E9,-6256773.0,-6506550.0,-4866495.0
7795,1697379704843,1.68745485E9,-6262592.0,-6503656.0,-4872202.0
7796,1697379704957,1.687568E9,-6250270.0,-6518685.0,-4873693.0
7797,1697379705068,1.68768115E9,-6261275.0,-6538041.0,-4855857.0
7798,1697379705183,1.68779443E9,-6242805.0,-6568827.0,-4839570.0
7799,1697379705295,1.68790758E9,-6242892.0,-6576941.0,-4833277.0
7800,1697379705409,1.68802074E9,-6236809.0,-6568822.0,-4838459.0
7801,1697379705521,1.68813389E9,-6238465.0,-6550501.0,-4853365.0
7802,1697379705635,1.68824704E9,-6256835.0,-6525431.0,-4864398.0
7803,1697379705748,1.68836019E9,-6271526.0,-6506052.0,-4868399.0
7804,1697379705862,1.68847334E9,-6285745.0,-6495356.0,-4866652.0
7805,1697379705975,1.68858662E9,-6283308.0,-6504075.0,-4861033.0
7806,1697379706088,1.68869978E9,-6260153.0,-6521939.0,-4858747.0
7807,1697379706200,1.68881293E9,-6249278.0,-6544053.0,-4853516.0
7808,1697379706313,1.68892608E9,-6221509.0,-6563506.0,-4848041.0
7809,1697379706428,1.68903923E9,-6225416.0,-6577666.0,-4847343.0
7810,1697379706540,1.68915238E9,-6240966.0,-6565310.0,-4847524.0
7811,1697379706653,1.68926554E9,-6263847.0,-6543923.0,-4848993.0
7812,1697379706766,1.68937869E9,-6280415.0,-6521339.0,-4850613.0
7813,1697379706880,1.68949197E9,-6284666.0,-6499673.0,-4858248.0
7814,1697379706992,1.68960512E9,-6276288.0,-6492184.0,-4870890.0
