Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
326,1702727351516,1.33976304E8,149.80873
327,1702727351516,1.33976648E8,151.13246
328,1702727351516,1.33976992E8,151.35939
329,1702727351516,1.33977336E8,150.68582
330,1702727351517,1.3397768E8,152.2655
331,1702727351517,1.33978032E8,152.14397
332,1702727351517,1.33978376E8,152.97958
333,1702727351517,1.3397872E8,151.09723
334,1702727351517,1.33979064E8,151.16211
335,1702727351519,1.33979408E8,152.54613
336,1702727351519,1.33979752E8,153.25856
337,1702727351519,1.33980096E8,151.36137
338,1702727351519,1.33980448E8,152.83893
339,1702727351519,1.33980792E8,151.72336
340,1702727351519,1.33981136E8,153.78094
341,1702727351520,1.3398148E8,153.1805
342,1702727351520,1.33981824E8,153.10475
343,1702727351522,1.33982176E8,152.76483
344,1702727351522,1.3398252E8,152.96936
345,1702727351522,1.33982864E8,152.81555
346,1702727351522,1.33983208E8,151.63278
347,1702727351522,1.33983552E8,152.08205
348,1702727351522,1.33983896E8,154.29509
349,1702727351524,1.3398424E8,151.38081
350,1702727351524,1.33984592E8,151.752
351,1702727351524,1.33984936E8,151.16309
352,1702727351524,1.3398528E8,151.73456
353,1702727351524,1.33985624E8,151.87454
354,1702727351524,1.33985968E8,150.82384
355,1702727351526,1.33986312E8,151.04057
356,1702727351526,1.33986656E8,148.5459
357,1702727351526,1.33987008E8,148.7646
358,1702727351526,1.33987352E8,148.85353
359,1702727351527,1.33987696E8,149.83078
360,1702727351527,1.3398804E8,147.01201
361,1702727351527,1.33988384E8,149.17796
362,1702727351528,1.33988736E8,148.74516
363,1702727351528,1.3398908E8,147.23137
364,1702727351528,1.33989424E8,146.40134
365,1702727351530,1.33989768E8,148.73132
366,1702727351530,1.33990112E8,147.93457
367,1702727351530,1.33990456E8,148.66545
368,1702727351530,1.339908E8,148.24683
369,1702727351530,1.33991152E8,147.94678
370,1702727351530,1.33991496E8,148.83311
371,1702727351531,1.3399184E8,147.27682
372,1702727351531,1.33992184E8,148.55609
373,1702727351531,1.33992528E8,147.6029
374,1702727351533,1.33992872E8,147.25276
375,1702727351533,1.33993216E8,149.5159
376,1702727351533,1.33993568E8,147.78735
377,1702727351533,1.33993912E8,147.48894
378,1702727351533,1.33994256E8,149.11768
379,1702727351535,1.339946E8,149.02777
380,1702727351535,1.33994944E8,149.47142
381,1702727351535,1.33995296E8,150.421
382,1702727351535,1.3399564E8,150.561
383,1702727351535,1.33995984E8,148.74715
384,1702727351535,1.33996328E8,150.5498
385,1702727351536,1.33996672E8,151.15288
386,1702727351536,1.33997016E8,152.26254
387,1702727351536,1.3399736E8,149.06203
388,1702727351537,1.33997712E8,150.98985
389,1702727351537,1.33998056E8,151.5567
390,1702727351537,1.339984E8,151.75035
391,1702727351537,1.33998744E8,153.2019
392,1702727351537,1.33999088E8,152.00398
393,1702727351539,1.33999432E8,152.1634
394,1702727351539,1.33999776E8,152.84619
395,1702727351539,1.34000128E8,153.39722
396,1702727351539,1.34000472E8,152.64528
397,1702727351539,1.34000816E8,151.28264
398,1702727351539,1.3400116E8,152.68512
399,1702727351540,1.34001504E8,152.87318
400,1702727351540,1.34001856E8,155.1854
401,1702727351542,1.340022E8,154.01712
402,1702727351542,1.34002544E8,153.6976
403,1702727351542,1.34002888E8,151.41507
404,1702727351542,1.34003232E8,153.93277
405,1702727351542,1.34003576E8,153.51219
406,1702727351542,1.3400392E8,153.21869
407,1702727351543,1.34004272E8,152.42557
408,1702727351543,1.34004616E8,151.32315
409,1702727351543,1.3400496E8,152.95454
410,1702727351546,1.34005304E8,149.63185
411,1702727351546,1.34005648E8,151.58899
412,1702727351546,1.34005992E8,152.59619
413,1702727351546,1.34006344E8,151.19734
414,1702727351546,1.34006688E8,151.6733
415,1702727351546,1.34007032E8,151.08603
416,1702727351546,1.34007376E8,149.24352
417,1702727351547,1.3400772E8,150.13116
418,1702727351547,1.34008064E8,147.65956
419,1702727351547,1.34008416E8,149.37228
420,1702727351548,1.3400876E8,149.77806
421,1702727351548,1.34009104E8,149.22704
422,1702727351548,1.34009448E8,148.82686
423,1702727351550,1.34009792E8,149.07881
424,1702727351550,1.34010136E8,147.43427
425,1702727351550,1.3401048E8,146.94054
426,1702727351550,1.34010832E8,147.77911
427,1702727351550,1.34011176E8,148.12825
428,1702727351551,1.3401152E8,145.91321
429,1702727351551,1.34011864E8,147.62892
430,1702727351551,1.34012208E8,146.98895
431,1702727351551,1.34012552E8,149.44278
432,1702727351553,1.34012904E8,150.08209
433,1702727351553,1.34013248E8,147.14078
434,1702727351553,1.34013592E8,147.76035
435,1702727351553,1.34013936E8,147.40855
436,1702727351553,1.3401428E8,149.15654
437,1702727351553,1.34014624E8,148.7534
438,1702727351555,1.34014976E8,149.86964
439,1702727351555,1.3401532E8,149.86601
440,1702727351555,1.34015664E8,150.53662
441,1702727351555,1.34016008E8,151.63739
442,1702727351555,1.34016352E8,150.04488
443,1702727351555,1.34016696E8,151.38344
444,1702727351557,1.3401704E8,148.77019
445,1702727351557,1.34017392E8,151.9783
446,1702727351557,1.34017736E8,152.6479
447,1702727351557,1.3401808E8,152.05405
448,1702727351558,1.34018424E8,151.13805
449,1702727351558,1.34018768E8,152.25331
450,1702727351558,1.34019112E8,152.18182
451,1702727351560,1.34019464E8,152.52011
452,1702727351560,1.34019808E8,152.64427
453,1702727351560,1.34020152E8,152.6367
454,1702727351560,1.34020496E8,153.51877
455,1702727351560,1.3402084E8,152.10048
456,1702727351560,1.34021184E8,154.12184
457,1702727351561,1.34021536E8,154.55069
458,1702727351561,1.3402188E8,153.67621
459,1702727351563,1.34022224E8,153.34914
460,1702727351563,1.34022568E8,152.16637
461,1702727351563,1.34022912E8,152.15977
462,1702727351563,1.34023256E8,152.99442
463,1702727351563,1.340236E8,152.0412
464,1702727351563,1.34023952E8,152.53954
465,1702727351565,1.34024296E8,152.7859
466,1702727351565,1.3402464E8,151.6957
467,1702727351565,1.34024984E8,150.19572
468,1702727351565,1.34025328E8,149.82056
469,1702727351565,1.3402568E8,152.04318
470,1702727351565,1.34026024E8,153.0517
471,1702727351566,1.34026368E8,151.16473
472,1702727351566,1.34026712E8,151.44637
473,1702727351566,1.34027056E8,149.591
474,1702727351566,1.340274E8,150.0172
475,1702727351567,1.34027744E8,149.39635
476,1702727351567,1.34028096E8,148.6895
477,1702727351567,1.3402844E8,148.38219
478,1702727351568,1.34028784E8,149.25569
479,1702727351568,1.34029128E8,148.93886
480,1702727351568,1.34029472E8,146.8694
481,1702727351570,1.34029816E8,147.1128
482,1702727351570,1.3403016E8,147.32887
483,1702727351570,1.34030512E8,148.01428
484,1702727351570,1.34030856E8,148.26723
485,1702727351570,1.340312E8,148.43193
486,1702727351570,1.34031544E8,147.844
487,1702727351572,1.34031888E8,149.80312
