Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
352,1702662653354,5215590.0,131.61308
353,1702662653354,5215936.0,131.18883
354,1702662653356,5216281.0,132.1822
355,1702662653356,5216626.0,131.18088
356,1702662653356,5216972.0,131.74683
357,1702662653356,5217317.0,132.82753
358,1702662653356,5217662.0,131.5996
359,1702662653357,5218007.0,131.35075
360,1702662653357,5218353.0,131.71666
361,1702662653357,5218698.0,132.68901
362,1702662653359,5219043.0,130.61731
363,1702662653359,5219388.0,130.00217
364,1702662653359,5219734.0,132.96364
365,1702662653359,5220079.0,130.66058
366,1702662653359,5220424.0,132.83745
367,1702662653359,5220770.0,130.90625
368,1702662653360,5221115.0,131.17096
369,1702662653360,5221460.0,132.84737
370,1702662653360,5221806.0,130.83163
371,1702662653361,5222151.0,132.20006
372,1702662653361,5222496.0,132.66322
373,1702662653361,5222842.0,131.86629
374,1702662653362,5223187.0,131.06143
375,1702662653362,5223532.0,131.60713
376,1702662653362,5223878.0,131.79723
377,1702662653363,5224223.0,130.90625
378,1702662653363,5224568.0,130.68518
379,1702662653363,5224914.0,132.80728
380,1702662653364,5225259.0,130.82925
381,1702662653364,5225604.0,131.00586
382,1702662653364,5225950.0,131.30591
383,1702662653366,5226295.0,131.03801
384,1702662653366,5226640.0,132.39095
385,1702662653366,5226985.0,132.31715
386,1702662653366,5227331.0,132.49931
387,1702662653366,5227676.0,131.50354
388,1702662653366,5228021.0,131.81708
389,1702662653368,5228367.0,133.92805
390,1702662653368,5228712.0,131.00903
391,1702662653368,5229058.0,131.10826
392,1702662653368,5229403.0,133.44347
393,1702662653368,5229748.0,132.16554
394,1702662653368,5230093.0,130.86617
395,1702662653370,5230439.0,131.71428
396,1702662653370,5230784.0,130.82132
397,1702662653370,5231129.0,133.401
398,1702662653370,5231474.0,133.20891
399,1702662653370,5231820.0,132.49812
400,1702662653371,5232165.0,132.25246
401,1702662653371,5232510.0,131.02809
402,1702662653371,5232856.0,133.64984
403,1702662653372,5233201.0,131.82065
404,1702662653372,5233546.0,133.33513
405,1702662653372,5233892.0,132.3239
406,1702662653374,5234237.0,132.5013
407,1702662653374,5234582.0,132.75371
408,1702662653374,5234928.0,131.8139
409,1702662653374,5235273.0,131.42656
410,1702662653374,5235618.0,132.04369
411,1702662653374,5235964.0,131.94447
412,1702662653375,5236309.0,132.33382
413,1702662653375,5236654.0,132.92238
414,1702662653375,5237000.0,134.11975
415,1702662653376,5237345.0,130.80823
416,1702662653376,5237690.0,132.7144
417,1702662653376,5238036.0,131.03801
418,1702662653377,5238381.0,131.50671
419,1702662653377,5238726.0,132.35405
420,1702662653377,5239071.0,132.59535
421,1702662653379,5239417.0,130.55582
422,1702662653379,5239762.0,132.09608
423,1702662653379,5240107.0,131.70674
424,1702662653379,5240453.0,131.65198
425,1702662653379,5240798.0,132.49931
426,1702662653380,5241143.0,132.74379
427,1702662653380,5241489.0,132.03496
428,1702662653380,5241834.0,132.1064
429,1702662653380,5242179.0,131.19875
430,1702662653380,5242524.0,129.98868
431,1702662653381,5242870.0,129.97557
432,1702662653381,5243215.0,131.20311
433,1702662653381,5243560.0,132.52946
434,1702662653382,5243906.0,132.08617
435,1702662653382,5244251.0,129.63069
436,1702662653382,5244596.0,132.95888
437,1702662653383,5244941.0,131.85518
438,1702662653383,5245287.0,133.19106
439,1702662653383,5245632.0,133.18233
440,1702662653385,5245978.0,132.6009
441,1702662653385,5246323.0,131.76033
442,1702662653385,5246668.0,130.2133
443,1702662653385,5247013.0,133.61769
444,1702662653385,5247359.0,132.0048
445,1702662653387,5247704.0,131.60713
446,1702662653387,5248049.0,131.78255
447,1702662653387,5248395.0,131.12492
448,1702662653387,5248740.0,133.03944
449,1702662653387,5249085.0,132.68346
450,1702662653387,5249431.0,132.64218
451,1702662653388,5249776.0,132.1064
452,1702662653388,5250121.0,132.45683
453,1702662653388,5250467.0,130.46214
454,1702662653389,5250812.0,132.39412
455,1702662653389,5251157.0,132.66005
456,1702662653389,5251503.0,132.19649
457,1702662653391,5251848.0,133.50618
458,1702662653391,5252193.0,132.02385
459,1702662653391,5252538.0,131.90994
460,1702662653392,5252884.0,132.62193
461,1702662653392,5253229.0,132.55367
462,1702662653392,5253574.0,131.9913
463,1702662653394,5253920.0,133.3776
464,1702662653394,5254265.0,131.0122
465,1702662653394,5254610.0,132.6787
466,1702662653394,5254956.0,130.10059
467,1702662653394,5255301.0,131.91551
468,1702662653394,5255646.0,133.02397
469,1702662653396,5255992.0,131.92424
470,1702662653396,5256337.0,131.4579
471,1702662653396,5256682.0,132.006
472,1702662653396,5257028.0,132.89102
473,1702662653396,5257373.0,132.0302
474,1702662653396,5257718.0,132.57274
475,1702662653397,5258063.0,131.59166
476,1702662653397,5258409.0,129.46202
477,1702662653397,5258754.0,131.56943
478,1702662653399,5259099.0,130.55939
479,1702662653399,5259445.0,132.33739
480,1702662653399,5259790.0,130.54471
481,1702662653399,5260135.0,132.33382
482,1702662653399,5260481.0,130.9364
483,1702662653400,5260826.0,132.47667
