Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
593,1702665121192,5.3800442E8,134.83662
594,1702665121193,5.380048E8,135.78357
595,1702665121193,5.3800512E8,133.01448
596,1702665121193,5.380055E8,134.63669
597,1702665121195,5.3800582E8,134.9025
598,1702665121195,5.3800614E8,133.94368
599,1702665121195,5.3800653E8,133.29811
600,1702665121195,5.3800685E8,132.8755
601,1702665121197,5.3800717E8,132.35509
602,1702665121197,5.3800755E8,134.11891
603,1702665121197,5.3800787E8,133.19896
604,1702665121197,5.3800826E8,134.74045
605,1702665121197,5.3800858E8,132.27733
606,1702665121197,5.380089E8,130.53096
607,1702665121198,5.3800928E8,132.10475
608,1702665121198,5.380096E8,132.60146
609,1702665121198,5.3800998E8,132.6525
610,1702665121199,5.380103E8,132.00034
611,1702665121199,5.3801062E8,131.06357
612,1702665121199,5.3801101E8,131.70094
613,1702665121201,5.3801133E8,130.86528
614,1702665121201,5.3801171E8,130.18184
615,1702665121201,5.3801203E8,130.48453
616,1702665121201,5.3801235E8,130.47366
617,1702665121201,5.3801274E8,129.50363
618,1702665121201,5.3801306E8,129.0247
619,1702665121202,5.3801344E8,130.81918
620,1702665121202,5.3801376E8,129.90845
621,1702665121202,5.3801408E8,129.74805
622,1702665121203,5.3801446E8,129.86958
623,1702665121203,5.3801478E8,130.61232
624,1702665121203,5.3801517E8,128.1677
625,1702665121203,5.3801549E8,130.15482
626,1702665121204,5.3801581E8,129.96971
627,1702665121204,5.3801619E8,129.33139
628,1702665121204,5.3801651E8,129.79646
629,1702665121205,5.380169E8,131.50165
630,1702665121205,5.3801722E8,130.08368
631,1702665121205,5.3801754E8,131.19139
632,1702665121206,5.3801792E8,132.03163
633,1702665121206,5.3801824E8,130.88408
634,1702665121206,5.3801862E8,131.71873
635,1702665121207,5.3801894E8,132.03362
636,1702665121207,5.3801926E8,130.32907
637,1702665121207,5.3801965E8,133.73914
638,1702665121208,5.3801997E8,133.12285
639,1702665121208,5.3802035E8,134.7164
640,1702665121208,5.3802067E8,135.14163
641,1702665121210,5.3802099E8,134.92653
642,1702665121210,5.3802138E8,134.94038
643,1702665121210,5.380217E8,135.11823
644,1702665121210,5.3802202E8,135.19795
645,1702665121210,5.380224E8,134.45222
646,1702665121210,5.3802272E8,133.6492
647,1702665121213,5.380231E8,137.20648
648,1702665121213,5.3802342E8,135.3656
649,1702665121213,5.3802374E8,134.45686
650,1702665121213,5.3802413E8,135.2378
651,1702665121213,5.3802445E8,135.3343
652,1702665121213,5.3802483E8,133.96509
653,1702665121213,5.3802515E8,135.11755
654,1702665121214,5.3802547E8,135.43443
655,1702665121214,5.3802586E8,133.5639
656,1702665121214,5.3802618E8,134.28459
