Time,Channel A
(ms),(V)

-500.00657358,3.28348600
-499.99657358,3.25815600
-499.98657358,3.27112700
-499.97657358,3.31110600
-499.96657358,3.28424900
-499.95657358,3.29371000
-499.94657358,3.27341500
-499.93657358,3.29584600
-499.92657358,3.29081100
-499.91657358,3.28424900
-499.90657358,3.28791200
-499.89657358,3.28348600
-499.88657358,3.27768800
-499.87657358,3.27845100
-499.86657358,3.25449400
-499.85657358,3.29737200
-499.84657358,3.28501200
-499.83657358,3.31186900
-499.82657358,3.28577500
-499.81657359,3.26242900
-499.80657359,3.31263200
-499.79657359,3.28867500
-499.78657359,3.29004800
-499.77657359,3.30393400
-499.76657359,3.28135000
-499.75657359,3.27845100
-499.74657359,3.29081100
-499.73657359,3.29081100
-499.72657359,3.26822700
-499.71657359,3.26899000
-499.70657359,3.31034300
-499.69657359,3.30896900
-499.68657359,3.27707700
-499.67657359,3.27768800
-499.66657359,3.26899000
-499.65657359,3.28348600
-499.64657359,3.30088200
-499.63657359,3.28211300
-499.62657359,3.30027200
-499.61657359,3.28135000
-499.60657359,3.29508400
-499.59657359,3.29081100
-499.58657359,3.29218400
-499.57657359,3.28058700
-499.56657359,3.28424900
-499.55657359,3.29660900
-499.54657359,3.28287600
-499.53657359,3.29157400
-499.52657359,3.30607000
-499.51657359,3.28287600
-499.50657359,3.29081100
-499.49657359,3.26899000
-499.48657359,3.30027200
-499.47657359,3.28211300
-499.46657359,3.28287600
-499.45657359,3.27768800
-499.44657359,3.28791200
-499.43657359,3.28928500
-499.42657359,3.29218400
-499.41657360,3.30027200
-499.40657360,3.29508400
-499.39657360,3.29294700
-499.38657360,3.28638600
-499.37657360,3.26471800
-499.36657360,3.31324200
-499.35657360,3.26532800
-499.34657360,3.30820600
-499.33657360,3.28211300
-499.32657360,3.30744300
-499.31657360,3.29737200
-499.30657360,3.27188900
-499.29657360,3.26975300
-499.28657360,3.30607000
-499.27657360,3.28638600
-499.26657360,3.29447300
-499.25657360,3.27707700
-499.24657360,3.29081100
-499.23657360,3.29218400
-499.22657360,3.27845100
-499.21657360,3.28638600
-499.20657360,3.26471800
-499.19657360,3.28577500
-499.18657360,3.29447300
-499.17657360,3.29294700
-499.16657360,3.31324200
-499.15657360,3.32850100
-499.14657360,3.28424900
-499.13657360,3.30317100
-499.12657360,3.29157400
-499.11657360,3.28867500
-499.10657360,3.27997700
-499.09657360,3.27555200
-499.08657360,3.28501200
-499.07657360,3.29660900
-499.06657360,3.28714900
-499.05657360,3.30454400
-499.04657360,3.27188900
-499.03657360,3.30027200
-499.02657361,3.29294700
-499.01657361,3.26685400
-499.00657361,3.28058700
-498.99657361,3.26685400
-498.98657361,3.29447300
-498.97657361,3.25525700
-498.96657361,3.26532800
-498.95657361,3.30027200
-498.94657361,3.19498300
-498.93657361,3.29081100
-498.92657361,3.28928500
-498.91657361,3.28928500
-498.90657361,3.28348600
-498.89657361,3.27707700
-498.88657361,3.28638600
-498.87657361,3.26471800
-498.86657361,3.27997700
-498.85657361,3.28211300
-498.84657361,3.28928500
-498.83657361,3.28928500
