Time,Channel A
(ms),(V)

-500.00791213,3.27631400
-499.99791213,3.29950900
-499.98791213,3.28058700
-499.97791213,3.29447300
-499.96791213,3.28928500
-499.95791213,3.29294700
-499.94791213,3.30393400
-499.93791213,3.26685400
-499.92791213,3.29157400
-499.91791213,3.26471800
-499.90791213,3.28135000
-499.89791213,3.30240800
-499.88791213,3.26822700
-499.87791213,3.28348600
-499.86791213,3.28714900
-499.85791213,3.29371000
-499.84791214,3.26975300
-499.83791214,3.26105500
-499.82791214,3.28577500
-499.81791214,3.27188900
-499.80791214,3.28867500
-499.79791214,3.27845100
-499.78791214,3.29157400
-499.77791214,3.26242900
-499.76791214,3.30164500
-499.75791214,3.26532800
-499.74791214,3.26685400
-499.73791214,3.27112700
-499.72791214,3.29447300
-499.71791214,3.28867500
-499.70791214,3.18552200
-499.69791214,3.28928500
-499.68791214,3.27265200
-499.67791214,3.30317100
-499.66791214,3.28211300
-499.65791214,3.29004800
-499.64791214,3.28577500
-499.63791214,3.27768800
-499.62791214,3.30088200
-499.61791214,3.29157400
-499.60791214,3.26685400
-499.59791214,3.28577500
-499.58791214,3.27768800
-499.57791214,3.26532800
-499.56791214,3.29508400
-499.55791214,3.28501200
-499.54791214,3.30896900
-499.53791214,3.30027200
-499.52791214,3.28135000
-499.51791214,3.29737200
-499.50791214,3.27631400
-499.49791214,3.27051600
-499.48791214,3.28211300
-499.47791214,3.27631400
-499.46791214,3.29584600
-499.45791214,3.28501200
-499.44791215,3.28867500
-499.43791215,3.28867500
-499.42791215,3.25952900
-499.41791215,3.27921400
-499.40791215,3.27845100
-499.39791215,3.26975300
-499.38791215,3.29157400
-499.37791215,3.28791200
-499.36791215,3.29447300
-499.35791215,3.25815600
-499.34791215,3.29157400
-499.33791215,3.28867500
-499.32791215,3.29508400
-499.31791215,3.29157400
-499.30791215,3.28928500
-499.29791215,3.26822700
-499.28791215,3.26532800
-499.27791215,3.28424900
-499.26791215,3.28135000
-499.25791215,3.30530700
-499.24791215,3.27997700
-499.23791215,3.26761700
-499.22791215,3.25525700
-499.21791215,3.29874600
-499.20791215,3.26822700
-499.19791215,3.29584600
-499.18791215,3.27845100
-499.17791215,3.30820600
-499.16791215,3.29371000
-499.15791215,3.28501200
-499.14791215,3.27112700
-499.13791215,3.28791200
-499.12791215,3.26532800
-499.11791215,3.28348600
-499.10791215,3.29508400
-499.09791215,3.27402600
-499.08791215,3.27845100
-499.07791215,3.29950900
-499.06791215,3.28577500
-499.05791216,3.28501200
-499.04791216,3.28211300
-499.03791216,3.26685400
-499.02791216,3.26395500
-499.01791216,3.29157400
-499.00791216,3.27707700
-498.99791216,3.29874600
-498.98791216,3.28287600
-498.97791216,3.28211300
-498.96791216,3.27845100
-498.95791216,3.27921400
-498.94791216,3.28577500
-498.93791216,3.27341500
-498.92791216,3.27478900
-498.91791216,3.27555200
-498.90791216,3.27768800
-498.89791216,3.29004800
-498.88791216,3.28287600
-498.87791216,3.28577500
-498.86791216,3.27845100
-498.85791216,3.29737200
-498.84791216,3.28638600
-498.83791216,3.27478900
